"DATE","RCONND65Q4","RCONND66Q1","RCONND66Q2","RCONND66Q3","RCONND66Q4","RCONND67Q1","RCONND67Q2","RCONND67Q3","RCONND67Q4","RCONND68Q1","RCONND68Q2","RCONND68Q3","RCONND68Q4","RCONND69Q1","RCONND69Q2","RCONND69Q3","RCONND69Q4","RCONND70Q1","RCONND70Q2","RCONND70Q3","RCONND70Q4","RCONND71Q1","RCONND71Q2","RCONND71Q3","RCONND71Q4","RCONND72Q1","RCONND72Q2","RCONND72Q3","RCONND72Q4","RCONND73Q1","RCONND73Q2","RCONND73Q3","RCONND73Q4","RCONND74Q1","RCONND74Q2","RCONND74Q3","RCONND74Q4","RCONND75Q1","RCONND75Q2","RCONND75Q3","RCONND75Q4","RCONND76Q1","RCONND76Q2","RCONND76Q3","RCONND76Q4","RCONND77Q1","RCONND77Q2","RCONND77Q3","RCONND77Q4","RCONND78Q1","RCONND78Q2","RCONND78Q3","RCONND78Q4","RCONND79Q1","RCONND79Q2","RCONND79Q3","RCONND79Q4","RCONND80Q1","RCONND80Q2","RCONND80Q3","RCONND80Q4","RCONND81Q1","RCONND81Q2","RCONND81Q3","RCONND81Q4","RCONND82Q1","RCONND82Q2","RCONND82Q3","RCONND82Q4","RCONND83Q1","RCONND83Q2","RCONND83Q3","RCONND83Q4","RCONND84Q1","RCONND84Q2","RCONND84Q3","RCONND84Q4","RCONND85Q1","RCONND85Q2","RCONND85Q3","RCONND85Q4","RCONND86Q1","RCONND86Q2","RCONND86Q3","RCONND86Q4","RCONND87Q1","RCONND87Q2","RCONND87Q3","RCONND87Q4","RCONND88Q1","RCONND88Q2","RCONND88Q3","RCONND88Q4","RCONND89Q1","RCONND89Q2","RCONND89Q3","RCONND89Q4","RCONND90Q1","RCONND90Q2","RCONND90Q3","RCONND90Q4","RCONND91Q1","RCONND91Q2","RCONND91Q3","RCONND91Q4","RCONND92Q1","RCONND92Q2","RCONND92Q3","RCONND92Q4","RCONND93Q1","RCONND93Q2","RCONND93Q3","RCONND93Q4","RCONND94Q1","RCONND94Q2","RCONND94Q3","RCONND94Q4","RCONND95Q1","RCONND95Q2","RCONND95Q3","RCONND95Q4","RCONND96Q1","RCONND96Q2","RCONND96Q3","RCONND96Q4","RCONND97Q1","RCONND97Q2","RCONND97Q3","RCONND97Q4","RCONND98Q1","RCONND98Q2","RCONND98Q3","RCONND98Q4","RCONND99Q1","RCONND99Q2","RCONND99Q3","RCONND99Q4","RCONND00Q1","RCONND00Q2","RCONND00Q3","RCONND00Q4","RCONND01Q1","RCONND01Q2","RCONND01Q3","RCONND01Q4","RCONND02Q1","RCONND02Q2","RCONND02Q3","RCONND02Q4","RCONND03Q1","RCONND03Q2","RCONND03Q3","RCONND03Q4","RCONND04Q1","RCONND04Q2","RCONND04Q3","RCONND04Q4","RCONND05Q1","RCONND05Q2","RCONND05Q3","RCONND05Q4","RCONND06Q1","RCONND06Q2","RCONND06Q3","RCONND06Q4","RCONND07Q1","RCONND07Q2","RCONND07Q3","RCONND07Q4","RCONND08Q1","RCONND08Q2","RCONND08Q3","RCONND08Q4","RCONND09Q1","RCONND09Q2","RCONND09Q3","RCONND09Q4","RCONND10Q1","RCONND10Q2","RCONND10Q3","RCONND10Q4","RCONND11Q1","RCONND11Q2","RCONND11Q3","RCONND11Q4","RCONND12Q1","RCONND12Q2","RCONND12Q3","RCONND12Q4","RCONND13Q1","RCONND13Q2","RCONND13Q3","RCONND13Q4","RCONND14Q1","RCONND14Q2","RCONND14Q3","RCONND14Q4","RCONND15Q1","RCONND15Q2"
"1995:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1424.2","1423.2","1423.2","1423.2","1423.2","1416.3","1416.3","1416.3","1416.3","1425.6","1425.6","1425.6","1425.6","1425.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1544.6","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.7","1447.5","1447.5","1447.5","1447.5","1447.5","1447.5","1447.5","1447.5","1575.7","1575.7","1575.7","1575.7","1575.7","1575.7","1575.7","1575.7"
"1996:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1435.2","1436.1","1436.1","1436.1","1436.1","1422.5","1422.5","1422.5","1422.5","1433.5","1433.5","1433.5","1433.5","1433.5","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1553.9","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1657.5","1457.1","1457.1","1457.1","1457.1","1457.1","1457.1","1457.1","1457.1","1456.9","1456.9","1456.9","1456.9","1456.9","1456.9","1456.9","1456.9","1585.9","1585.9","1585.9","1585.9","1585.9","1585.9","1585.9","1585.9"
"1996:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1445.1","1440.9","1440.9","1440.9","1431.6","1431.6","1431.6","1431.6","1450.4","1450.4","1450.4","1450.4","1450.4","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1569.9","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1677.0","1475.8","1475.8","1475.8","1475.8","1475.8","1475.8","1475.8","1475.8","1475.6","1475.6","1475.6","1475.6","1475.6","1475.6","1475.6","1475.6","1606.3","1606.3","1606.3","1606.3","1606.3","1606.3","1606.3","1606.3"
"1996:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1439.6","1442.2","1442.2","1433.9","1433.9","1433.9","1433.9","1454.7","1454.7","1454.7","1454.7","1454.7","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1578.6","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1686.5","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.1","1486.1","1486.1","1486.1","1486.1","1486.1","1486.1","1486.1","1617.7","1617.7","1617.7","1617.7","1617.7","1617.7","1617.7","1617.7"
"1996:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1448.2","1448.6","1441.2","1441.2","1441.2","1441.2","1465.1","1465.1","1465.1","1465.1","1465.1","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1593.9","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1700.7","1498.3","1498.3","1498.3","1498.3","1498.3","1498.3","1498.3","1498.3","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1498.2","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8","1630.8"
"1997:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1470.9","1457.8","1457.8","1457.8","1457.8","1477.9","1477.9","1477.9","1477.9","1477.9","1609.0","1609.0","1609.0","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1605.6","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1710.8","1507.4","1507.4","1507.4","1507.4","1507.4","1507.4","1507.4","1507.4","1507.3","1507.3","1507.3","1507.3","1507.3","1507.3","1507.3","1507.3","1640.7","1640.7","1640.7","1640.7","1640.7","1640.7","1640.7","1640.7"
"1997:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1450.1","1450.0","1450.0","1450.0","1477.1","1477.1","1477.1","1477.1","1477.1","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1608.2","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1711.4","1508.3","1508.3","1508.3","1508.3","1508.3","1508.3","1508.3","1508.3","1508.1","1508.1","1508.1","1508.1","1508.1","1508.1","1508.1","1508.1","1641.7","1641.7","1641.7","1641.7","1641.7","1641.7","1641.7","1641.7"
"1997:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1466.8","1465.5","1465.5","1495.7","1495.7","1495.7","1495.7","1495.7","1630.7","1630.7","1630.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1631.7","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1736.2","1532.5","1532.5","1532.5","1532.5","1532.5","1532.5","1532.5","1532.5","1532.4","1532.4","1532.4","1532.4","1532.4","1532.4","1532.4","1532.4","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1","1668.1"
"1997:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1464.1","1460.9","1494.3","1494.3","1494.3","1494.3","1494.3","1631.8","1631.8","1631.8","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1634.1","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1743.0","1543.3","1543.3","1543.3","1543.3","1543.3","1543.3","1543.3","1543.3","1543.1","1543.1","1543.1","1543.1","1543.1","1543.1","1543.1","1543.1","1679.8","1679.8","1679.8","1679.8","1679.8","1679.8","1679.8","1679.8"
"1998:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1479.6","1521.2","1521.2","1521.2","1521.2","1521.2","1654.9","1654.9","1654.9","1652.8","1652.8","1652.8","1652.8","1656.3","1656.3","1656.3","1656.3","1656.3","1656.3","1656.3","1656.3","1656.3","1656.3","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1765.4","1554.7","1554.7","1554.7","1554.7","1554.7","1554.7","1554.7","1554.7","1554.6","1554.6","1554.6","1554.6","1554.6","1554.6","1554.6","1554.6","1691.9","1691.9","1691.9","1691.9","1691.9","1691.9","1691.9","1691.9"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1543.1","1540.9","1540.9","1540.9","1540.9","1681.9","1681.9","1681.9","1676.3","1676.3","1676.3","1676.3","1680.5","1680.5","1680.5","1680.5","1680.5","1680.5","1680.5","1680.5","1680.5","1680.5","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1787.2","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.9","1573.8","1573.8","1573.8","1573.8","1573.8","1573.8","1573.8","1573.8","1712.3","1712.3","1712.3","1712.3","1712.3","1712.3","1712.3","1712.3"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1549.6","1549.1","1549.1","1549.1","1692.0","1692.0","1692.0","1694.2","1694.2","1694.2","1694.2","1693.6","1693.6","1693.6","1693.6","1693.6","1693.6","1693.6","1693.6","1693.6","1693.6","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1799.7","1585.5","1585.5","1585.5","1585.5","1585.5","1585.5","1585.5","1585.5","1585.4","1585.4","1585.4","1585.4","1585.4","1585.4","1585.4","1585.4","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7","1724.7"
