"DATE","RGSL10M1","RGSL10M2","RGSL10M3","RGSL10M4","RGSL10M5","RGSL10M6","RGSL10M7","RGSL10M8","RGSL10M9","RGSL10M10","RGSL10M11","RGSL10M12","RGSL11M1","RGSL11M2","RGSL11M3","RGSL11M4","RGSL11M5","RGSL11M6","RGSL11M7","RGSL11M8","RGSL11M9","RGSL11M10","RGSL11M11","RGSL11M12","RGSL12M1","RGSL12M2","RGSL12M3","RGSL12M4","RGSL12M5","RGSL12M6","RGSL12M7","RGSL12M8","RGSL12M9","RGSL12M10","RGSL12M11","RGSL12M12","RGSL13M1","RGSL13M2","RGSL13M3","RGSL13M4","RGSL13M5","RGSL13M6","RGSL13M7","RGSL13M8","RGSL13M9","RGSL13M10","RGSL13M11","RGSL13M12","RGSL14M1","RGSL14M2","RGSL14M3","RGSL14M4","RGSL14M5","RGSL14M6","RGSL14M7","RGSL14M8","RGSL14M9","RGSL14M10","RGSL14M11","RGSL14M12","RGSL15M1","RGSL15M2","RGSL15M3","RGSL15M4","RGSL15M5","RGSL15M6","RGSL15M7","RGSL15M8","RGSL15M9","RGSL15M10","RGSL15M11"
"2008:Q4","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1526.8","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6","1846.6"
"2009:Q1","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1533.3","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1520.1","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1517.2","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1538.3","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4"
"2009:Q2","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1548.0","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1523.8","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1520.7","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1565.2","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1","1877.1"
"2009:Q3","1545.5","1545.5","1545.5","1545.5","1545.5","1545.5","1545.5","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1520.0","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1514.9","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1573.6","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4","1877.4"
"2009:Q4","#N/A","1544.3","1537.8","1537.0","1537.0","1537.0","1537.0","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1511.2","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1503.9","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1570.2","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6","1870.6"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1522.1","1521.7","1522.1","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1496.8","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1489.2","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1548.3","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5","1836.5"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1501.5","1501.1","1499.1","1499.1","1499.1","1499.1","1499.1","1499.1","1499.1","1499.1","1499.1","1499.1","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1490.8","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1542.7","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8","1832.8"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1498.2","1502.0","1501.7","1501.7","1501.7","1501.7","1501.7","1501.7","1501.7","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1488.9","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1531.6","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5","1818.5"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1498.4","1492.6","1491.9","1491.9","1491.9","1491.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1478.9","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1513.6","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2","1795.2"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1479.3","1480.0","1476.2","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1466.4","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1495.3","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1","1771.1"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1453.9","1456.0","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1456.1","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1483.4","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1755.5","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0","1763.0"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1451.2","1450.9","1450.4","1450.4","1450.4","1450.4","1450.4","1450.4","1450.4","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1475.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1746.9","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1440.7","1441.0","1442.4","1442.4","1442.4","1442.4","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1473.3","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1","1753.1"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1438.0","1433.2","1432.5","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1465.3","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1742.2","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1739.8","1739.8","1739.8","1739.8"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1457.4","1460.2","1461.6","1461.6","1461.6","1461.6","1461.6","1461.6","1461.6","1461.6","1461.6","1461.6","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1745.0","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1741.7","1734.5","1734.5","1734.5","1734.5"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1461.2","1460.3","1462.7","1462.7","1462.7","1462.7","1462.7","1462.7","1462.7","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1739.2","1724.7","1724.7","1724.7","1724.7"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1460.2","1458.0","1457.2","1457.2","1457.2","1457.2","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1739.8","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1735.5","1713.3","1713.3","1713.3","1713.3"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1452.7","1448.3","1449.4","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1734.3","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1736.8","1708.5","1708.5","1708.5","1708.5"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1735.7","1732.1","1736.0","1736.0","1736.0","1736.0","1736.0","1736.0","1736.0","1736.0","1736.0","1736.0","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1748.3","1710.4","1710.4","1710.4","1710.4"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1742.5","1743.2","1743.2","1743.2","1743.2","1743.2","1743.2","1743.2","1743.2","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1711.1","1711.1","1711.1","1711.1"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1745.4","1741.1","1743.3","1743.3","1743.3","1743.3","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1755.7","1710.6","1710.6","1710.6","1710.6"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1737.7","1735.6","1736.0","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1750.2","1709.6","1709.6","1709.6","1709.6"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1763.7","1762.8","1764.7","1764.7","1764.7","1764.7","1764.7","1764.7","1764.7","1764.7","1764.7","1764.7","1720.8","1720.8","1720.8","1720.8"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1770.6","1768.0","1769.5","1769.5","1769.5","1769.5","1769.5","1769.5","1769.5","1723.5","1723.5","1723.5","1723.5"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1775.2","1778.3","1776.6","1776.6","1776.6","1776.6","1729.3","1729.3","1729.3","1729.3"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1769.8","1768.4","1771.9","1725.9","1725.9","1725.9","1725.9"
"2015:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1734.3","1744.1","1744.1","1744.1"
"2015:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1755.5"
