"DATE","RINVRESID80M1","RINVRESID80M2","RINVRESID80M3","RINVRESID80M4","RINVRESID80M5","RINVRESID80M6","RINVRESID80M7","RINVRESID80M8","RINVRESID80M9","RINVRESID80M10","RINVRESID80M11","RINVRESID80M12","RINVRESID81M1","RINVRESID81M2","RINVRESID81M3","RINVRESID81M4","RINVRESID81M5","RINVRESID81M6","RINVRESID81M7","RINVRESID81M8","RINVRESID81M9","RINVRESID81M10","RINVRESID81M11","RINVRESID81M12","RINVRESID82M1","RINVRESID82M2","RINVRESID82M3","RINVRESID82M4","RINVRESID82M5","RINVRESID82M6","RINVRESID82M7","RINVRESID82M8","RINVRESID82M9","RINVRESID82M10","RINVRESID82M11","RINVRESID82M12","RINVRESID83M1","RINVRESID83M2","RINVRESID83M3","RINVRESID83M4","RINVRESID83M5","RINVRESID83M6","RINVRESID83M7","RINVRESID83M8","RINVRESID83M9","RINVRESID83M10","RINVRESID83M11","RINVRESID83M12","RINVRESID84M1","RINVRESID84M2","RINVRESID84M3","RINVRESID84M4","RINVRESID84M5","RINVRESID84M6","RINVRESID84M7","RINVRESID84M8","RINVRESID84M9","RINVRESID84M10","RINVRESID84M11","RINVRESID84M12","RINVRESID85M1","RINVRESID85M2","RINVRESID85M3","RINVRESID85M4","RINVRESID85M5","RINVRESID85M6","RINVRESID85M7","RINVRESID85M8","RINVRESID85M9","RINVRESID85M10","RINVRESID85M11","RINVRESID85M12","RINVRESID86M1","RINVRESID86M2","RINVRESID86M3","RINVRESID86M4","RINVRESID86M5","RINVRESID86M6","RINVRESID86M7","RINVRESID86M8","RINVRESID86M9","RINVRESID86M10","RINVRESID86M11","RINVRESID86M12","RINVRESID87M1","RINVRESID87M2","RINVRESID87M3","RINVRESID87M4","RINVRESID87M5","RINVRESID87M6","RINVRESID87M7","RINVRESID87M8","RINVRESID87M9","RINVRESID87M10","RINVRESID87M11","RINVRESID87M12","RINVRESID88M1","RINVRESID88M2","RINVRESID88M3","RINVRESID88M4","RINVRESID88M5","RINVRESID88M6","RINVRESID88M7","RINVRESID88M8","RINVRESID88M9","RINVRESID88M10","RINVRESID88M11","RINVRESID88M12","RINVRESID89M1","RINVRESID89M2","RINVRESID89M3","RINVRESID89M4","RINVRESID89M5","RINVRESID89M6","RINVRESID89M7","RINVRESID89M8","RINVRESID89M9","RINVRESID89M10","RINVRESID89M11","RINVRESID89M12"
"1964:Q2","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0","116.0"
"1964:Q3","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9"
"1964:Q4","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0"
"1965:Q1","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0","115.0"
"1965:Q2","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4"
"1965:Q3","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3"
"1965:Q4","42.3","42.3","42.3","42.3","42.3","42.3","42.3","42.3","42.3","42.3","42.3","42.3","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9"
"1966:Q1","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3"
"1966:Q2","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","39.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8"
"1966:Q3","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3"
"1966:Q4","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4","91.4"
"1967:Q1","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6"
"1967:Q2","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3"
"1967:Q3","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3"
"1967:Q4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3"
"1968:Q1","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9"
"1968:Q2","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","43.0","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8"
"1968:Q3","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","42.8","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","43.3","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8","116.8"
"1968:Q4","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","44.0","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3"
"1969:Q1","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.2","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","45.6","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4"
"1969:Q2","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","44.7","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3"
"1969:Q3","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","42.9","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","43.2","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5"
"1969:Q4","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.1","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5"
"1970:Q1","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2","108.2"
"1970:Q2","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1","102.1"
"1970:Q3","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6"
