"DATE","RCONDM98M11","RCONDM98M12","RCONDM99M1","RCONDM99M2","RCONDM99M3","RCONDM99M4","RCONDM99M5","RCONDM99M6","RCONDM99M7","RCONDM99M8","RCONDM99M9","RCONDM99M10","RCONDM99M11","RCONDM99M12","RCONDM00M1","RCONDM00M2","RCONDM00M3","RCONDM00M4","RCONDM00M5","RCONDM00M6","RCONDM00M7","RCONDM00M8","RCONDM00M9","RCONDM00M10","RCONDM00M11","RCONDM00M12","RCONDM01M1","RCONDM01M2","RCONDM01M3","RCONDM01M4","RCONDM01M5","RCONDM01M6","RCONDM01M7","RCONDM01M8","RCONDM01M9","RCONDM01M10","RCONDM01M11","RCONDM01M12","RCONDM02M1","RCONDM02M2","RCONDM02M3","RCONDM02M4","RCONDM02M5","RCONDM02M6","RCONDM02M7","RCONDM02M8","RCONDM02M9","RCONDM02M10","RCONDM02M11","RCONDM02M12","RCONDM03M1","RCONDM03M2","RCONDM03M3","RCONDM03M4","RCONDM03M5","RCONDM03M6","RCONDM03M7","RCONDM03M8","RCONDM03M9","RCONDM03M10","RCONDM03M11","RCONDM03M12","RCONDM04M1","RCONDM04M2","RCONDM04M3","RCONDM04M4","RCONDM04M5","RCONDM04M6","RCONDM04M7","RCONDM04M8","RCONDM04M9","RCONDM04M10","RCONDM04M11","RCONDM04M12","RCONDM05M1","RCONDM05M2","RCONDM05M3","RCONDM05M4","RCONDM05M5","RCONDM05M6","RCONDM05M7","RCONDM05M8","RCONDM05M9","RCONDM05M10","RCONDM05M11","RCONDM05M12","RCONDM06M1","RCONDM06M2","RCONDM06M3","RCONDM06M4","RCONDM06M5","RCONDM06M6","RCONDM06M7","RCONDM06M8","RCONDM06M9","RCONDM06M10","RCONDM06M11","RCONDM06M12","RCONDM07M1","RCONDM07M2","RCONDM07M3","RCONDM07M4","RCONDM07M5","RCONDM07M6","RCONDM07M7","RCONDM07M8","RCONDM07M9","RCONDM07M10","RCONDM07M11","RCONDM07M12","RCONDM08M1","RCONDM08M2","RCONDM08M3","RCONDM08M4","RCONDM08M5","RCONDM08M6","RCONDM08M7","RCONDM08M8","RCONDM08M9","RCONDM08M10","RCONDM08M11","RCONDM08M12","RCONDM09M1","RCONDM09M2","RCONDM09M3","RCONDM09M4","RCONDM09M5","RCONDM09M6","RCONDM09M7","RCONDM09M8","RCONDM09M9","RCONDM09M10","RCONDM09M11","RCONDM09M12","RCONDM10M1","RCONDM10M2","RCONDM10M3","RCONDM10M4","RCONDM10M5","RCONDM10M6","RCONDM10M7","RCONDM10M8","RCONDM10M9","RCONDM10M10","RCONDM10M11","RCONDM10M12","RCONDM11M1","RCONDM11M2","RCONDM11M3","RCONDM11M4","RCONDM11M5","RCONDM11M6","RCONDM11M7","RCONDM11M8","RCONDM11M9","RCONDM11M10","RCONDM11M11","RCONDM11M12","RCONDM12M1","RCONDM12M2","RCONDM12M3","RCONDM12M4","RCONDM12M5","RCONDM12M6","RCONDM12M7","RCONDM12M8","RCONDM12M9","RCONDM12M10","RCONDM12M11","RCONDM12M12","RCONDM13M1","RCONDM13M2","RCONDM13M3","RCONDM13M4","RCONDM13M5","RCONDM13M6","RCONDM13M7","RCONDM13M8","RCONDM13M9","RCONDM13M10","RCONDM13M11","RCONDM13M12","RCONDM14M1","RCONDM14M2","RCONDM14M3","RCONDM14M4","RCONDM14M5","RCONDM14M6","RCONDM14M7","RCONDM14M8","RCONDM14M9","RCONDM14M10","RCONDM14M11","RCONDM14M12","RCONDM15M1","RCONDM15M2","RCONDM15M3","RCONDM15M4","RCONDM15M5"
"2001:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","943.6","950.9","950.0","949.7","949.8","949.8","949.8","949.8","949.8","949.8","949.8","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","925.9","893.4","893.4","893.4","893.4","893.4","893.4","893.4","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","882.3","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","847.131","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","845.167","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02","782.02"
"2001:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","947.8","951.4","948.7","949.3","949.3","949.3","949.3","949.3","949.3","949.3","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","905.7","905.7","905.7","905.7","905.7","905.7","905.7","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","901.6","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","867.45","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","865.438","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71","800.71"
"2001:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","924.6","920.9","921.5","921.5","921.5","921.5","921.5","921.5","921.5","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","909.4","874.2","874.2","874.2","874.2","874.2","874.2","874.2","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","872.8","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","839.972","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","838.023","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07","775.07"
"2001:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1046.9","1058.1","1056.9","1056.8","1056.8","1056.8","1056.8","1056.8","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","1026.5","974.1","974.1","974.1","974.1","974.1","974.1","974.1","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","1002.6","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","957.23","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","955.008","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465","883.465"
"2001:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","997.9","1023.6","1021.9","1021.9","1021.9","1021.9","1021.9","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","987.1","943.7","943.7","943.7","943.7","943.7","943.7","943.7","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","957.9","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","924.264","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","922.117","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501","852.501"
"2001:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","978.9","985.1","986.3","986.3","986.3","986.3","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","962.4","922.0","922.0","922.0","922.0","922.0","922.0","922.0","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","915.7","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","887.663","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309","818.309"
"2002:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","968.6","982.7","983.1","981.3","981.7","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","963.6","928.5","928.5","928.5","928.5","928.5","928.5","928.5","939.2","939.2","939.2","939.2","939.2","939.2","939.2","939.2","939.2","939.2","939.2","939.2","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","937.7","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","903.029","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","900.928","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465","832.465"
"2002:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1007.6","1005.5","1003.1","1003.6","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","982.9","960.5","960.5","960.5","960.5","960.5","960.5","960.5","943.2","943.2","943.2","943.2","943.2","943.2","943.2","943.2","943.2","943.2","943.2","943.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","959.2","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","919.552","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","917.412","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389","847.389"
"2002:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1013.0","1004.0","1005.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","981.2","962.0","962.0","962.0","962.0","962.0","962.0","962.0","930.9","930.9","930.9","930.9","930.9","930.9","930.9","930.9","930.9","930.9","930.9","930.9","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","948.4","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","914.862","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","912.732","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049","843.049"
"2002:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1020.0","1010.7","992.8","992.8","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","992.5","968.6","968.6","968.6","968.6","968.6","968.6","968.6","970.4","970.4","970.4","970.4","970.4","970.4","970.4","970.4","970.4","970.4","970.4","970.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","977.4","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","940.435","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","938.246","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468","866.468"
"2002:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","986.6","966.8","966.4","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","966.3","937.6","937.6","937.6","937.6","937.6","937.6","937.6","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","925.4","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","936.0","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","904.012","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","901.909","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442","832.442"
"2002:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","985.5","984.4","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","948.1","948.1","948.1","948.1","948.1","948.1","948.1","947.7","947.7","947.7","947.7","947.7","947.7","947.7","947.7","947.7","947.7","947.7","947.7","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","957.3","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","921.784","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","919.641","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748","848.748"
"2002:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1023.0","1036.7","1036.3","1036.8","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","1036.4","970.3","970.3","970.3","970.3","970.3","970.3","970.3","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","987.7","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","950.252","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","948.045","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313","875.313"
