"DATE","RINVRESID90M1","RINVRESID90M2","RINVRESID90M3","RINVRESID90M4","RINVRESID90M5","RINVRESID90M6","RINVRESID90M7","RINVRESID90M8","RINVRESID90M9","RINVRESID90M10","RINVRESID90M11","RINVRESID90M12","RINVRESID91M1","RINVRESID91M2","RINVRESID91M3","RINVRESID91M4","RINVRESID91M5","RINVRESID91M6","RINVRESID91M7","RINVRESID91M8","RINVRESID91M9","RINVRESID91M10","RINVRESID91M11","RINVRESID91M12","RINVRESID92M1","RINVRESID92M2","RINVRESID92M3","RINVRESID92M4","RINVRESID92M5","RINVRESID92M6","RINVRESID92M7","RINVRESID92M8","RINVRESID92M9","RINVRESID92M10","RINVRESID92M11","RINVRESID92M12","RINVRESID93M1","RINVRESID93M2","RINVRESID93M3","RINVRESID93M4","RINVRESID93M5","RINVRESID93M6","RINVRESID93M7","RINVRESID93M8","RINVRESID93M9","RINVRESID93M10","RINVRESID93M11","RINVRESID93M12","RINVRESID94M1","RINVRESID94M2","RINVRESID94M3","RINVRESID94M4","RINVRESID94M5","RINVRESID94M6","RINVRESID94M7","RINVRESID94M8","RINVRESID94M9","RINVRESID94M10","RINVRESID94M11","RINVRESID94M12","RINVRESID95M1","RINVRESID95M2","RINVRESID95M3","RINVRESID95M4","RINVRESID95M5","RINVRESID95M6","RINVRESID95M7","RINVRESID95M8","RINVRESID95M9","RINVRESID95M10","RINVRESID95M11","RINVRESID95M12","RINVRESID96M1","RINVRESID96M2","RINVRESID96M3","RINVRESID96M4","RINVRESID96M5","RINVRESID96M6","RINVRESID96M7","RINVRESID96M8","RINVRESID96M9","RINVRESID96M10","RINVRESID96M11","RINVRESID96M12","RINVRESID97M1","RINVRESID97M2","RINVRESID97M3","RINVRESID97M4","RINVRESID97M5","RINVRESID97M6","RINVRESID97M7","RINVRESID97M8","RINVRESID97M9","RINVRESID97M10","RINVRESID97M11","RINVRESID97M12","RINVRESID98M1","RINVRESID98M2","RINVRESID98M3","RINVRESID98M4","RINVRESID98M5","RINVRESID98M6","RINVRESID98M7","RINVRESID98M8","RINVRESID98M9","RINVRESID98M10","RINVRESID98M11","RINVRESID98M12","RINVRESID99M1","RINVRESID99M2","RINVRESID99M3","RINVRESID99M4","RINVRESID99M5","RINVRESID99M6","RINVRESID99M7","RINVRESID99M8","RINVRESID99M9","RINVRESID99M10","RINVRESID99M11","RINVRESID99M12"
"1979:Q3","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","170.6","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","#N/A","265.9"
"1979:Q4","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","226.4","#N/A","255.5"
"1980:Q1","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","185.6","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","#N/A","237.3"
"1980:Q2","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","#N/A","191.6"
"1980:Q3","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","126.8","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","#N/A","195.3"
"1980:Q4","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","142.2","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","#N/A","215.9"
"1981:Q1","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","166.2","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0","#N/A","212.2"
"1981:Q2","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","#N/A","204.0"
"1981:Q3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","122.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","#N/A","187.9"
"1981:Q4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","110.4","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","#N/A","168.8"
"1982:Q1","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","124.8","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","141.1","#N/A","159.2"
"1982:Q2","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","103.4","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","120.8","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","#N/A","154.0"
"1982:Q3","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","119.5","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","134.8","#N/A","152.1"
"1982:Q4","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","115.8","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","147.8","#N/A","166.9"
"1983:Q1","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","150.1","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","170.8","#N/A","192.7"
"1983:Q2","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","147.4","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","#N/A","217.7"
"1983:Q3","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","185.7","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","#N/A","237.6"
"1983:Q4","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","190.6","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","#N/A","244.1"
"1984:Q1","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","170.5","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","196.4","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","#N/A","252.8"
"1984:Q2","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","202.4","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","#N/A","259.0"
"1984:Q3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","226.6","#N/A","255.7"
"1984:Q4","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","198.8","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","#N/A","254.5"
"1985:Q1","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","199.0","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","#N/A","256.1"
"1985:Q2","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","172.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","198.9","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","225.7","#N/A","254.7"
"1985:Q3","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","230.2","#N/A","259.8"
"1985:Q4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","207.4","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","235.1","#N/A","265.3"
