"DATE","RIMP00M1","RIMP00M2","RIMP00M3","RIMP00M4","RIMP00M5","RIMP00M6","RIMP00M7","RIMP00M8","RIMP00M9","RIMP00M10","RIMP00M11","RIMP00M12","RIMP01M1","RIMP01M2","RIMP01M3","RIMP01M4","RIMP01M5","RIMP01M6","RIMP01M7","RIMP01M8","RIMP01M9","RIMP01M10","RIMP01M11","RIMP01M12","RIMP02M1","RIMP02M2","RIMP02M3","RIMP02M4","RIMP02M5","RIMP02M6","RIMP02M7","RIMP02M8","RIMP02M9","RIMP02M10","RIMP02M11","RIMP02M12","RIMP03M1","RIMP03M2","RIMP03M3","RIMP03M4","RIMP03M5","RIMP03M6","RIMP03M7","RIMP03M8","RIMP03M9","RIMP03M10","RIMP03M11","RIMP03M12","RIMP04M1","RIMP04M2","RIMP04M3","RIMP04M4","RIMP04M5","RIMP04M6","RIMP04M7","RIMP04M8","RIMP04M9","RIMP04M10","RIMP04M11","RIMP04M12","RIMP05M1","RIMP05M2","RIMP05M3","RIMP05M4","RIMP05M5","RIMP05M6","RIMP05M7","RIMP05M8","RIMP05M9","RIMP05M10","RIMP05M11","RIMP05M12","RIMP06M1","RIMP06M2","RIMP06M3","RIMP06M4","RIMP06M5","RIMP06M6","RIMP06M7","RIMP06M8","RIMP06M9","RIMP06M10","RIMP06M11","RIMP06M12","RIMP07M1","RIMP07M2","RIMP07M3","RIMP07M4","RIMP07M5","RIMP07M6","RIMP07M7","RIMP07M8","RIMP07M9","RIMP07M10","RIMP07M11","RIMP07M12","RIMP08M1","RIMP08M2","RIMP08M3","RIMP08M4","RIMP08M5","RIMP08M6","RIMP08M7","RIMP08M8","RIMP08M9","RIMP08M10","RIMP08M11","RIMP08M12","RIMP09M1","RIMP09M2","RIMP09M3","RIMP09M4","RIMP09M5","RIMP09M6","RIMP09M7","RIMP09M8","RIMP09M9","RIMP09M10","RIMP09M11","RIMP09M12"
"1964:Q3","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","138.6","138.6","138.6","138.6","138.6"
"1964:Q4","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","134.3","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","142.4","142.4","142.4","142.4","142.4"
"1965:Q1","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","129.4","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","123.8","137.3","137.3","137.3","137.3","137.3"
"1965:Q2","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","144.7","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","153.5","153.5","153.5","153.5","153.5"
"1965:Q3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","139.0","154.1","154.1","154.1","154.1","154.1"
"1965:Q4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","161.6","161.6","161.6","161.6","161.6"
"1966:Q1","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","156.3","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","165.8","165.8","165.8","165.8","165.8"
"1966:Q2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","153.2","169.9","169.9","169.9","169.9","169.9"
"1966:Q3","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","169.2","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","179.4","179.4","179.4","179.4","179.4"
"1966:Q4","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","181.4","181.4","181.4","181.4","181.4"
"1967:Q1","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","184.3","184.3","184.3","184.3","184.3"
"1967:Q2","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","172.4","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","164.8","182.8","182.8","182.8","182.8","182.8"
"1967:Q3","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","174.7","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","167.1","185.2","185.2","185.2","185.2","185.2"
"1967:Q4","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","184.0","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","195.0","195.0","195.0","195.0","195.0"
"1968:Q1","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","194.7","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","186.2","206.5","206.5","206.5","206.5","206.5"
"1968:Q2","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","209.6","209.6","209.6","209.6","209.6"
"1968:Q3","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","209.5","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","222.2","222.2","222.2","222.2","222.2"
"1968:Q4","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","207.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","198.7","220.3","220.3","220.3","220.3","220.3"
"1969:Q1","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","188.2","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","180.0","199.6","199.6","199.6","199.6","199.6"
"1969:Q2","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","225.3","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","238.9","238.9","238.9","238.9","238.9"
"1969:Q3","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","235.8","235.8","235.8","235.8","235.8"
"1969:Q4","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","233.2","233.2","233.2","233.2","233.2"
"1970:Q1","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7","232.5","232.5","232.5","232.5","232.5"
"1970:Q2","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","223.5","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","213.8","237.1","237.1","237.1","237.1","237.1"
"1970:Q3","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","236.5","236.5","236.5","236.5","236.5"
"1970:Q4","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","226.5","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","216.7","240.2","240.2","240.2","240.2","240.2"
