"DATE","RNX00M1","RNX00M2","RNX00M3","RNX00M4","RNX00M5","RNX00M6","RNX00M7","RNX00M8","RNX00M9","RNX00M10","RNX00M11","RNX00M12","RNX01M1","RNX01M2","RNX01M3","RNX01M4","RNX01M5","RNX01M6","RNX01M7","RNX01M8","RNX01M9","RNX01M10","RNX01M11","RNX01M12","RNX02M1","RNX02M2","RNX02M3","RNX02M4","RNX02M5","RNX02M6","RNX02M7","RNX02M8","RNX02M9","RNX02M10","RNX02M11","RNX02M12","RNX03M1","RNX03M2","RNX03M3","RNX03M4","RNX03M5","RNX03M6","RNX03M7","RNX03M8","RNX03M9","RNX03M10","RNX03M11","RNX03M12","RNX04M1","RNX04M2","RNX04M3","RNX04M4","RNX04M5","RNX04M6","RNX04M7","RNX04M8","RNX04M9","RNX04M10","RNX04M11","RNX04M12","RNX05M1","RNX05M2","RNX05M3","RNX05M4","RNX05M5","RNX05M6","RNX05M7","RNX05M8","RNX05M9","RNX05M10","RNX05M11","RNX05M12","RNX06M1","RNX06M2","RNX06M3","RNX06M4","RNX06M5","RNX06M6","RNX06M7","RNX06M8","RNX06M9","RNX06M10","RNX06M11","RNX06M12","RNX07M1","RNX07M2","RNX07M3","RNX07M4","RNX07M5","RNX07M6","RNX07M7","RNX07M8","RNX07M9","RNX07M10","RNX07M11","RNX07M12","RNX08M1","RNX08M2","RNX08M3","RNX08M4","RNX08M5","RNX08M6","RNX08M7","RNX08M8","RNX08M9","RNX08M10","RNX08M11","RNX08M12","RNX09M1","RNX09M2","RNX09M3","RNX09M4","RNX09M5","RNX09M6","RNX09M7","RNX09M8","RNX09M9","RNX09M10","RNX09M11","RNX09M12"
"1966:Q2","-38.0","-38.0","-38.0","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-37.1","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-24.5","-30.0","-30.0","-30.0","-30.0","-30.0"
"1966:Q3","-46.2","-46.2","-46.2","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-45.3","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-37.9","-44.7","-44.7","-44.7","-44.7","-44.7"
"1966:Q4","-46.0","-46.0","-46.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-45.0","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-42.3","-42.3","-42.3","-42.3","-42.3"
"1967:Q1","-46.6","-46.6","-46.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-45.6","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-35.7","-42.5","-42.5","-42.5","-42.5","-42.5"
"1967:Q2","-46.8","-46.8","-46.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-45.8","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-35.5","-42.3","-42.3","-42.3","-42.3","-42.3"
"1967:Q3","-50.4","-50.4","-50.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-49.4","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-41.0","-48.1","-48.1","-48.1","-48.1","-48.1"
"1967:Q4","-56.7","-56.7","-56.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-55.7","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-54.0","-54.0","-54.0","-54.0","-54.0"
"1968:Q1","-64.5","-64.5","-64.5","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-61.4","-61.4","-61.4","-61.4","-61.4"
"1968:Q2","-65.3","-65.3","-65.3","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-53.0","-61.6","-61.6","-61.6","-61.6","-61.6"
"1968:Q3","-68.9","-68.9","-68.9","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-67.7","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-65.5","-65.5","-65.5","-65.5","-65.5"
"1968:Q4","-70.1","-70.1","-70.1","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-69.0","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-56.4","-65.6","-65.6","-65.6","-65.6","-65.6"
"1969:Q1","-65.0","-65.0","-65.0","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-64.1","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-54.8","-63.5","-63.5","-63.5","-63.5","-63.5"
"1969:Q2","-75.9","-75.9","-75.9","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-74.8","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-62.2","-72.2","-72.2","-72.2","-72.2","-72.2"
"1969:Q3","-74.7","-74.7","-74.7","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-73.6","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-73.1","-73.1","-73.1","-73.1","-73.1"
"1969:Q4","-69.5","-69.5","-69.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-68.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-55.5","-64.9","-64.9","-64.9","-64.9","-64.9"
"1970:Q1","-65.3","-65.3","-65.3","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-64.2","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-53.6","-62.7","-62.7","-62.7","-62.7","-62.7"
"1970:Q2","-64.5","-64.5","-64.5","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-63.4","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-59.9","-59.9","-59.9","-59.9","-59.9"
"1970:Q3","-64.3","-64.3","-64.3","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-50.8","-59.9","-59.9","-59.9","-59.9","-59.9"
"1970:Q4","-65.6","-65.6","-65.6","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-64.4","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-52.7","-61.9","-61.9","-61.9","-61.9","-61.9"
"1971:Q1","-64.4","-64.4","-64.4","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-63.1","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-49.5","-58.5","-58.5","-58.5","-58.5","-58.5"
"1971:Q2","-81.6","-81.6","-81.6","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-80.1","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-65.9","-76.7","-76.7","-76.7","-76.7","-76.7"
