"DATE","RNX00M1","RNX00M2","RNX00M3","RNX00M4","RNX00M5","RNX00M6","RNX00M7","RNX00M8","RNX00M9","RNX00M10","RNX00M11","RNX00M12","RNX01M1","RNX01M2","RNX01M3","RNX01M4","RNX01M5","RNX01M6","RNX01M7","RNX01M8","RNX01M9","RNX01M10","RNX01M11","RNX01M12","RNX02M1","RNX02M2","RNX02M3","RNX02M4","RNX02M5","RNX02M6","RNX02M7","RNX02M8","RNX02M9","RNX02M10","RNX02M11","RNX02M12","RNX03M1","RNX03M2","RNX03M3","RNX03M4","RNX03M5","RNX03M6","RNX03M7","RNX03M8","RNX03M9","RNX03M10","RNX03M11","RNX03M12","RNX04M1","RNX04M2","RNX04M3","RNX04M4","RNX04M5","RNX04M6","RNX04M7","RNX04M8","RNX04M9","RNX04M10","RNX04M11","RNX04M12","RNX05M1","RNX05M2","RNX05M3","RNX05M4","RNX05M5","RNX05M6","RNX05M7","RNX05M8","RNX05M9","RNX05M10","RNX05M11","RNX05M12","RNX06M1","RNX06M2","RNX06M3","RNX06M4","RNX06M5","RNX06M6","RNX06M7","RNX06M8","RNX06M9","RNX06M10","RNX06M11","RNX06M12","RNX07M1","RNX07M2","RNX07M3","RNX07M4","RNX07M5","RNX07M6","RNX07M7","RNX07M8","RNX07M9","RNX07M10","RNX07M11","RNX07M12","RNX08M1","RNX08M2","RNX08M3","RNX08M4","RNX08M5","RNX08M6","RNX08M7","RNX08M8","RNX08M9","RNX08M10","RNX08M11","RNX08M12","RNX09M1","RNX09M2","RNX09M3","RNX09M4","RNX09M5","RNX09M6","RNX09M7","RNX09M8","RNX09M9","RNX09M10","RNX09M11","RNX09M12"
"1978:Q4","-58.8","-58.8","-58.8","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-56.0","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-63.5","-63.5","-63.5","-63.5","-63.5"
"1979:Q1","-57.6","-57.6","-57.6","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-50.6","-62.3","-62.3","-62.3","-62.3","-62.3"
"1979:Q2","-58.8","-58.8","-58.8","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-56.3","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-51.7","-63.5","-63.5","-63.5","-63.5","-63.5"
"1979:Q3","-43.2","-43.2","-43.2","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-40.8","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-36.4","-46.7","-46.7","-46.7","-46.7","-46.7"
"1979:Q4","-32.4","-32.4","-32.4","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-30.1","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-34.7","-34.7","-34.7","-34.7","-34.7"
"1980:Q1","-22.6","-22.6","-22.6","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-20.4","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-16.8","-25.5","-25.5","-25.5","-25.5","-25.5"
"1980:Q2","9.3","9.3","9.3","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","11.4","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","13.7","8.1","8.1","8.1","8.1","8.1"
"1980:Q3","31.6","31.6","31.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","35.5","32.3","32.3","32.3","32.3","32.3"
"1980:Q4","13.5","13.5","13.5","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","15.4","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","12.9","12.9","12.9","12.9","12.9"
"1981:Q1","5.7","5.7","5.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","11.0","5.0","5.0","5.0","5.0","5.0"
"1981:Q2","7.0","7.0","7.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","6.5","6.5","6.5","6.5","6.5"
"1981:Q3","3.6","3.6","3.6","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","5.5","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","8.9","2.8","2.8","2.8","2.8","2.8"
"1981:Q4","-3.0","-3.0","-3.0","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","-1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","-5.5","-5.5","-5.5","-5.5","-5.5"
"1982:Q1","-6.8","-6.8","-6.8","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-3.5","-10.7","-10.7","-10.7","-10.7","-10.7"
"1982:Q2","0.9","0.9","0.9","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","-2.8","-2.8","-2.8","-2.8","-2.8"
"1982:Q3","-28.8","-28.8","-28.8","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-27.4","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-33.9","-33.9","-33.9","-33.9","-33.9"
"1982:Q4","-29.2","-29.2","-29.2","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-27.9","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-25.7","-34.7","-34.7","-34.7","-34.7","-34.7"
"1983:Q1","-32.1","-32.1","-32.1","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-28.2","-37.6","-37.6","-37.6","-37.6","-37.6"
"1983:Q2","-56.8","-56.8","-56.8","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-55.0","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-51.8","-63.8","-63.8","-63.8","-63.8","-63.8"
"1983:Q3","-80.2","-80.2","-80.2","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-78.4","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-74.1","-88.7","-88.7","-88.7","-88.7","-88.7"
"1983:Q4","-93.0","-93.0","-93.0","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-91.2","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-86.4","-102.3","-102.3","-102.3","-102.3","-102.3"
"1984:Q1","-118.2","-118.2","-118.2","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-116.4","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-111.2","-130.0","-130.0","-130.0","-130.0","-130.0"
"1984:Q2","-128.7","-128.7","-128.7","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-126.8","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-121.1","-141.1","-141.1","-141.1","-141.1","-141.1"
