"DATE","RCONGM09M8","RCONGM09M9","RCONGM09M10","RCONGM09M11","RCONGM09M12","RCONGM10M1","RCONGM10M2","RCONGM10M3","RCONGM10M4","RCONGM10M5","RCONGM10M6","RCONGM10M7","RCONGM10M8","RCONGM10M9","RCONGM10M10","RCONGM10M11","RCONGM10M12","RCONGM11M1","RCONGM11M2","RCONGM11M3","RCONGM11M4","RCONGM11M5","RCONGM11M6","RCONGM11M7","RCONGM11M8","RCONGM11M9","RCONGM11M10","RCONGM11M11","RCONGM11M12","RCONGM12M1","RCONGM12M2","RCONGM12M3","RCONGM12M4","RCONGM12M5","RCONGM12M6","RCONGM12M7","RCONGM12M8","RCONGM12M9","RCONGM12M10","RCONGM12M11","RCONGM12M12","RCONGM13M1","RCONGM13M2","RCONGM13M3","RCONGM13M4","RCONGM13M5","RCONGM13M6","RCONGM13M7","RCONGM13M8","RCONGM13M9","RCONGM13M10","RCONGM13M11","RCONGM13M12","RCONGM14M1","RCONGM14M2","RCONGM14M3","RCONGM14M4","RCONGM14M5","RCONGM14M6","RCONGM14M7","RCONGM14M8","RCONGM14M9","RCONGM14M10","RCONGM14M11","RCONGM14M12","RCONGM15M1","RCONGM15M2","RCONGM15M3","RCONGM15M4","RCONGM15M5"
"1976:10","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1107.393","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1106.361","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925","1139.925"
"1976:11","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1110.061","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1109.037","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676","1142.676"
"1976:12","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1133.624","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1132.574","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952","1166.952"
"1977:01","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1121.243","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1119.867","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839","1153.839"
"1977:02","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1130.055","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1128.698","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922","1162.922"
"1977:03","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1137.136","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1135.743","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215","1170.215"
"1977:04","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1139.264","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1137.866","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39","1172.39"
"1977:05","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1138.185","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1136.789","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302","1171.302"
"1977:06","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1135.944","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1134.574","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999","1168.999"
"1977:07","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1145.237","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1143.866","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563","1178.563"
"1977:08","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1144.961","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1143.589","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307","1178.307"
"1977:09","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1150.588","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1149.219","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096","1184.096"
"1977:10","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1162.237","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1160.88","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122","1196.122"
"1977:11","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1176.622","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1175.279","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963","1210.963"
"1977:12","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1175.071","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1173.772","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396","1209.396"
"1978:01","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1143.502","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1142.266","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931","1176.931"
"1978:02","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1167.504","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1166.265","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655","1201.655"
"1978:03","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1182.945","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1181.71","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584","1217.584"
"1978:04","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1191.539","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1190.294","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411","1226.411"
"1978:05","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1200.868","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1199.616","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007","1236.007"
"1978:06","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1201.853","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1200.57","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998","1236.998"
"1978:07","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1192.807","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1191.524","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691","1227.691"
"1978:08","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1206.144","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1204.847","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412","1241.412"
"1978:09","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1198.333","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1197.032","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352","1233.352"
"1978:10","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1202.717","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1201.401","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862","1237.862"
"1978:11","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1212.541","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1211.246","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001","1248.001"
"1978:12","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1222.659","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1221.307","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364","1258.364"
"1979:01","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1208.38","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1207.0","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619","1243.619"
"1979:02","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1212.863","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1211.462","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225","1248.225"
"1979:03","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1214.121","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1212.692","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472","1249.472"
"1979:04","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1195.325","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1193.894","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122","1230.122"
"1979:05","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1204.108","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1202.631","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141","1239.141"
"1979:06","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1205.502","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1204.016","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548","1240.548"
"1979:07","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1204.863","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1203.37","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909","1239.909"
"1979:08","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1226.548","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1225.03","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202","1262.202"
"1979:09","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1233.56","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1231.983","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366","1269.366"
"1979:10","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1216.537","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1214.908","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775","1251.775"
