"DATE","RCONGM09M8","RCONGM09M9","RCONGM09M10","RCONGM09M11","RCONGM09M12","RCONGM10M1","RCONGM10M2","RCONGM10M3","RCONGM10M4","RCONGM10M5","RCONGM10M6","RCONGM10M7","RCONGM10M8","RCONGM10M9","RCONGM10M10","RCONGM10M11","RCONGM10M12","RCONGM11M1","RCONGM11M2","RCONGM11M3","RCONGM11M4","RCONGM11M5","RCONGM11M6","RCONGM11M7","RCONGM11M8","RCONGM11M9","RCONGM11M10","RCONGM11M11","RCONGM11M12","RCONGM12M1","RCONGM12M2","RCONGM12M3","RCONGM12M4","RCONGM12M5","RCONGM12M6","RCONGM12M7","RCONGM12M8","RCONGM12M9","RCONGM12M10","RCONGM12M11","RCONGM12M12","RCONGM13M1","RCONGM13M2","RCONGM13M3","RCONGM13M4","RCONGM13M5","RCONGM13M6","RCONGM13M7","RCONGM13M8","RCONGM13M9","RCONGM13M10","RCONGM13M11","RCONGM13M12","RCONGM14M1","RCONGM14M2","RCONGM14M3","RCONGM14M4","RCONGM14M5","RCONGM14M6","RCONGM14M7","RCONGM14M8","RCONGM14M9","RCONGM14M10","RCONGM14M11","RCONGM14M12","RCONGM15M1","RCONGM15M2","RCONGM15M3","RCONGM15M4","RCONGM15M5"
"1969:03","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","895.202","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","894.343","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504","921.504"
"1969:04","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","897.554","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","896.651","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871","923.871"
"1969:05","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","903.325","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","902.435","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82","929.82"
"1969:06","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","894.147","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","893.266","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384","920.384"
"1969:07","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","891.42","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465","918.465"
"1969:08","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","904.449","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","903.543","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939","930.939"
"1969:09","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","903.105","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","902.189","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564","929.564"
"1969:10","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","907.317","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","906.373","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882","933.882"
"1969:11","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","901.349","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","900.435","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741","927.741"
"1969:12","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.973","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","900.035","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357","927.357"
"1970:01","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","906.0","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","905.081","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538","932.538"
"1970:02","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","906.324","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","905.389","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858","932.858"
"1970:03","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","901.714","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","900.804","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124","928.124"
"1970:04","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","900.444","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","899.512","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813","926.813"
"1970:05","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","909.159","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","908.219","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801"
"1970:06","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","912.092","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","911.173","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839","938.839"
"1970:07","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","909.166","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","908.25","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801","935.801"
"1970:08","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.925","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","912.004","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671","939.671"
"1970:09","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","916.276","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","915.357","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125","943.125"
"1970:10","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","906.849","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","905.912","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402","933.402"
"1970:11","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","894.224","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","893.328","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416","920.416"
"1970:12","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","907.748","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","906.835","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361","934.361"
"1971:01","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","933.236","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","932.31","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589","960.589"
"1971:02","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","931.675","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","930.741","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989","958.989"
"1971:03","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","930.833","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","929.91","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126","958.126"
"1971:04","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","938.834","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","937.941","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41","966.41"
"1971:05","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","933.224","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","932.341","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621","960.621"
"1971:06","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","946.566","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","945.663","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374","974.374"
"1971:07","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","936.014","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","935.141","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499","963.499"
"1971:08","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","941.563","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","940.679","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224","969.224"
"1971:09","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","959.132","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","958.247","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328","987.328"
"1971:10","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","957.388","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","956.524","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569","985.569"
"1971:11","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","964.202","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","963.354","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573","992.573"
"1971:12","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.82","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","964.0","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245","993.245"
"1972:01","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","963.07","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","962.277","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486","991.486"
"1972:02","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","964.659","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","963.877","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117","993.117"
"1972:03","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","985.486","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","984.676","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546","1014.546"
"1972:04","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.803","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","988.03","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001","1018.001"
"1972:05","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","1000.419","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","999.629","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963","1029.963"
"1972:06","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.982","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1000.183","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539","1030.539"
"1972:07","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1009.507","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1008.705","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302","1039.302"
"1972:08","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1015.667","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1014.828","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635","1045.635"
"1972:09","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1017.106","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1016.274","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107","1047.107"
"1972:10","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1042.09","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1041.196","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79","1072.79"
