"DATE","REX65Q4","REX66Q1","REX66Q2","REX66Q3","REX66Q4","REX67Q1","REX67Q2","REX67Q3","REX67Q4","REX68Q1","REX68Q2","REX68Q3","REX68Q4","REX69Q1","REX69Q2","REX69Q3","REX69Q4","REX70Q1","REX70Q2","REX70Q3","REX70Q4","REX71Q1","REX71Q2","REX71Q3","REX71Q4","REX72Q1","REX72Q2","REX72Q3","REX72Q4","REX73Q1","REX73Q2","REX73Q3","REX73Q4","REX74Q1","REX74Q2","REX74Q3","REX74Q4","REX75Q1","REX75Q2","REX75Q3","REX75Q4","REX76Q1","REX76Q2","REX76Q3","REX76Q4","REX77Q1","REX77Q2","REX77Q3","REX77Q4","REX78Q1","REX78Q2","REX78Q3","REX78Q4","REX79Q1","REX79Q2","REX79Q3","REX79Q4","REX80Q1","REX80Q2","REX80Q3","REX80Q4","REX81Q1","REX81Q2","REX81Q3","REX81Q4","REX82Q1","REX82Q2","REX82Q3","REX82Q4","REX83Q1","REX83Q2","REX83Q3","REX83Q4","REX84Q1","REX84Q2","REX84Q3","REX84Q4","REX85Q1","REX85Q2","REX85Q3","REX85Q4","REX86Q1","REX86Q2","REX86Q3","REX86Q4","REX87Q1","REX87Q2","REX87Q3","REX87Q4","REX88Q1","REX88Q2","REX88Q3","REX88Q4","REX89Q1","REX89Q2","REX89Q3","REX89Q4","REX90Q1","REX90Q2","REX90Q3","REX90Q4","REX91Q1","REX91Q2","REX91Q3","REX91Q4","REX92Q1","REX92Q2","REX92Q3","REX92Q4","REX93Q1","REX93Q2","REX93Q3","REX93Q4","REX94Q1","REX94Q2","REX94Q3","REX94Q4","REX95Q1","REX95Q2","REX95Q3","REX95Q4","REX96Q1","REX96Q2","REX96Q3","REX96Q4","REX97Q1","REX97Q2","REX97Q3","REX97Q4","REX98Q1","REX98Q2","REX98Q3","REX98Q4","REX99Q1","REX99Q2","REX99Q3","REX99Q4","REX00Q1","REX00Q2","REX00Q3","REX00Q4","REX01Q1","REX01Q2","REX01Q3","REX01Q4","REX02Q1","REX02Q2","REX02Q3","REX02Q4","REX03Q1","REX03Q2","REX03Q3","REX03Q4","REX04Q1","REX04Q2","REX04Q3","REX04Q4","REX05Q1","REX05Q2","REX05Q3","REX05Q4","REX06Q1","REX06Q2","REX06Q3","REX06Q4","REX07Q1","REX07Q2","REX07Q3","REX07Q4","REX08Q1","REX08Q2","REX08Q3","REX08Q4","REX09Q1","REX09Q2","REX09Q3","REX09Q4","REX10Q1","REX10Q2","REX10Q3","REX10Q4","REX11Q1","REX11Q2","REX11Q3","REX11Q4","REX12Q1","REX12Q2","REX12Q3","REX12Q4","REX13Q1","REX13Q2","REX13Q3","REX13Q4","REX14Q1","REX14Q2","REX14Q3","REX14Q4","REX15Q1","REX15Q2"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","42.8","42.8","42.1","42.1","42.1","42.1","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","56.3","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","142.7","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.398","124.398","124.398","124.398","124.3","124.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","125.3","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","126.1","137.1","137.1","137.1","137.1","137.1","137.1","137.1","137.1","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","145.7","145.7","145.7","145.7","146.2","146.2","146.2","146.2"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","42.7","42.5","41.9","41.9","41.9","41.9","42.5","42.5","42.5","42.5","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","57.4","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","145.2","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.346","127.346","127.346","127.346","127.3","127.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","149.9","149.9","149.9","149.9","150.4","150.4","150.4","150.4"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","44.0","44.0","44.0","44.0","43.9","43.9","43.9","43.9","43.8","43.8","43.8","43.8","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","56.2","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","134.2","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.268","130.268","130.268","130.268","130.2","130.2","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","154.2","154.2","154.2","154.2","154.7","154.7","154.7","154.7"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","44.7","44.7","44.7","45.2","45.2","45.2","45.2","45.4","45.4","45.4","45.4","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","58.4","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.5","132.506","132.506","132.506","132.506","132.4","132.4","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","133.5","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","148.0","148.0","148.0","148.0","148.0","148.0","148.0","148.0","147.9","147.9","147.9","147.9","147.9","147.9","147.9","147.9","157.3","157.3","157.3","157.3","157.8","157.8","157.8","157.8"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","47.6","47.6","48.0","48.0","48.0","48.0","47.8","47.8","47.8","47.8","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","63.6","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","146.2","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.729","140.729","140.729","140.729","140.6","140.6","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","144.1","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.7","156.6","156.6","156.6","156.6","156.6","156.6","156.6","156.6","166.5","166.5","166.5","166.5","167.1","167.1","167.1","167.1"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","47.1","44.9","45.5","45.5","45.5","45.5","45.6","45.6","45.6","45.6","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","142.9","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.6","137.634","137.634","137.634","137.634","137.6","137.6","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","142.3","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","164.4","164.4","164.4","164.4","165.0","165.0","165.0","165.0"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","41.9","41.9","41.9","41.9","42.3","42.3","42.3","42.3","42.4","42.4","42.4","42.4","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","57.1","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","144.9","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","128.4","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.2","123.171","123.171","123.171","123.171","123.2","123.2","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","125.2","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.1","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","144.7","144.7","144.7","144.7","145.2","145.2","145.2","145.2"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.4","50.4","50.4","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.5","149.463","149.463","149.463","149.463","149.4","149.4","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","153.3","166.7","166.7","166.7","166.7","166.7","166.7","166.7","166.7","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","177.1","177.1","177.1","177.1","177.8","177.8","177.8","177.8"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","50.2","50.2","50.8","50.8","50.8","50.8","50.7","50.7","50.7","50.7","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","170.3","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","153.1","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.667","147.667","147.667","147.667","147.7","147.7","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","148.8","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","149.6","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.7","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","172.9","172.9","172.9","172.9","173.6","173.6","173.6","173.6"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.3","49.7","50.0","50.0","50.0","50.0","50.1","50.1","50.1","50.1","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","68.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","173.3","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.4","150.371","150.371","150.371","150.371","150.4","150.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","151.4","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","178.9","178.9","178.9","178.9","179.5","179.5","179.5","179.5"
"1970:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.4","52.0","52.0","52.0","52.0","51.6","51.6","51.6","51.6","51.9","51.9","51.9","51.9","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","67.2","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","69.4","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.78","153.78","153.78","153.78","153.9","153.9","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.6","169.6","169.6","169.6","169.6","169.6","169.6","169.6","180.4","180.4","180.4","180.4","180.9","180.9","180.9","180.9"
"1970:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","53.2","52.9","52.9","52.9","52.8","52.8","52.8","52.8","52.3","52.3","52.3","52.3","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","52.5","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","181.2","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.042","159.042","159.042","159.042","159.0","159.0","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","160.1","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","177.2","177.2","177.2","177.2","177.2","177.2","177.2","177.2","177.1","177.1","177.1","177.1","177.1","177.1","177.1","177.1","188.3","188.3","188.3","188.3","188.9","188.9","188.9","188.9"
"1970:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","53.4","52.0","52.0","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","52.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","178.4","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","161.3","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.709","158.709","158.709","158.709","158.7","158.7","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","159.9","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","176.6","176.6","176.6","176.6","176.6","176.6","176.6","176.6","176.5","176.5","176.5","176.5","176.5","176.5","176.5","176.5","187.7","187.7","187.7","187.7","188.3","188.3","188.3","188.3"
"1970:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.8","51.4","51.9","51.9","51.9","51.9","52.1","52.1","52.1","52.1","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","51.9","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","177.8","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","163.2","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.9","160.89","160.89","160.89","160.89","160.9","160.9","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","162.1","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","164.0","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.3","178.1","178.1","178.1","178.1","178.1","178.1","178.1","178.1","189.4","189.4","189.4","189.4","190.1","190.1","190.1","190.1"
"1971:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","53.1","52.8","52.8","52.9","52.9","53.0","53.0","53.0","53.0","52.8","52.8","52.8","52.8","52.1","52.1","52.1","52.1","52.1","52.1","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","162.5","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.6","159.598","159.598","159.598","159.598","159.4","159.4","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","160.7","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.8","178.8","178.8","178.8","178.8","178.8","178.8","178.8","190.2","190.2","190.2","190.2","190.8","190.8","190.8","190.8"
