"DATE","NOUTPUT90M1","NOUTPUT90M2","NOUTPUT90M3","NOUTPUT90M4","NOUTPUT90M5","NOUTPUT90M6","NOUTPUT90M7","NOUTPUT90M8","NOUTPUT90M9","NOUTPUT90M10","NOUTPUT90M11","NOUTPUT90M12","NOUTPUT91M1","NOUTPUT91M2","NOUTPUT91M3","NOUTPUT91M4","NOUTPUT91M5","NOUTPUT91M6","NOUTPUT91M7","NOUTPUT91M8","NOUTPUT91M9","NOUTPUT91M10","NOUTPUT91M11","NOUTPUT91M12","NOUTPUT92M1","NOUTPUT92M2","NOUTPUT92M3","NOUTPUT92M4","NOUTPUT92M5","NOUTPUT92M6","NOUTPUT92M7","NOUTPUT92M8","NOUTPUT92M9","NOUTPUT92M10","NOUTPUT92M11","NOUTPUT92M12","NOUTPUT93M1","NOUTPUT93M2","NOUTPUT93M3","NOUTPUT93M4","NOUTPUT93M5","NOUTPUT93M6","NOUTPUT93M7","NOUTPUT93M8","NOUTPUT93M9","NOUTPUT93M10","NOUTPUT93M11","NOUTPUT93M12","NOUTPUT94M1","NOUTPUT94M2","NOUTPUT94M3","NOUTPUT94M4","NOUTPUT94M5","NOUTPUT94M6","NOUTPUT94M7","NOUTPUT94M8","NOUTPUT94M9","NOUTPUT94M10","NOUTPUT94M11","NOUTPUT94M12","NOUTPUT95M1","NOUTPUT95M2","NOUTPUT95M3","NOUTPUT95M4","NOUTPUT95M5","NOUTPUT95M6","NOUTPUT95M7","NOUTPUT95M8","NOUTPUT95M9","NOUTPUT95M10","NOUTPUT95M11","NOUTPUT95M12","NOUTPUT96M1","NOUTPUT96M2","NOUTPUT96M3","NOUTPUT96M4","NOUTPUT96M5","NOUTPUT96M6","NOUTPUT96M7","NOUTPUT96M8","NOUTPUT96M9","NOUTPUT96M10","NOUTPUT96M11","NOUTPUT96M12","NOUTPUT97M1","NOUTPUT97M2","NOUTPUT97M3","NOUTPUT97M4","NOUTPUT97M5","NOUTPUT97M6","NOUTPUT97M7","NOUTPUT97M8","NOUTPUT97M9","NOUTPUT97M10","NOUTPUT97M11","NOUTPUT97M12","NOUTPUT98M1","NOUTPUT98M2","NOUTPUT98M3","NOUTPUT98M4","NOUTPUT98M5","NOUTPUT98M6","NOUTPUT98M7","NOUTPUT98M8","NOUTPUT98M9","NOUTPUT98M10","NOUTPUT98M11","NOUTPUT98M12","NOUTPUT99M1","NOUTPUT99M2","NOUTPUT99M3","NOUTPUT99M4","NOUTPUT99M5","NOUTPUT99M6","NOUTPUT99M7","NOUTPUT99M8","NOUTPUT99M9","NOUTPUT99M10","NOUTPUT99M11","NOUTPUT99M12"
"1966:Q1","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","754.8","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","753.1","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","770.5","772.3","772.3"
"1966:Q2","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","764.6","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","780.0","781.5","781.5"
"1966:Q3","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","777.7","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","793.6","794.8","794.8"
"1966:Q4","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","790.9","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","788.5","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","807.1","808.6","808.6"
"1967:Q1","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","799.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","797.7","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","816.9","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","817.5","819.3","819.3"
"1967:Q2","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","805.9","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","803.8","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.0","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.3","823.9","823.9"
"1967:Q3","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","822.9","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","820.5","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.9","838.7","838.7"
"1967:Q4","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","837.1","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","835.3","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","855.6","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.7","854.4","854.4"
"1968:Q1","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","862.9","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","859.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.6","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","880.5","881.4","881.4"
"1968:Q2","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","886.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.7","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","905.7","905.7"
"1968:Q3","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","903.6","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","900.3","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","919.7","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.1","920.9","920.9"
"1968:Q4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","913.7","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","936.8","937.8","937.8"
"1969:Q1","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","941.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","937.3","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","959.9","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","960.0","961.9","961.9"
"1969:Q2","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","955.6","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","951.1","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","973.7","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","974.1","977.0","977.0"
"1969:Q3","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","975.4","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","970.7","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.3","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","993.6","997.2","997.2"
"1969:Q4","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","983.5","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","978.8","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1002.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1001.0","1005.3","1005.3"
"1970:Q1","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","994.2","989.5","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","989.7","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1014.0","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1013.9","1018.2","1018.2"
"1970:Q2","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1008.9","1003.4","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1003.8","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.0","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1034.4","1034.4"
"1970:Q3","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1027.9","1022.4","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1022.8","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.2","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1047.8","1051.9","1051.9"
"1970:Q4","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1030.9","1026.1","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1026.4","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1052.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1051.3","1054.2","1054.2"
"1971:Q1","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1075.2","1069.4","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1069.8","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.7","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1096.8","1099.9","1099.9"
"1971:Q2","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1087.8","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1088.2","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1116.8","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1117.7","1120.6","1120.6"
"1971:Q3","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1113.9","1108.0","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1108.4","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.1","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1137.3","1140.8","1140.8"
"1971:Q4","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1127.3","1122.0","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1122.3","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1150.9","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1149.8","1153.1","1153.1"
