"DATE","REX90M1","REX90M2","REX90M3","REX90M4","REX90M5","REX90M6","REX90M7","REX90M8","REX90M9","REX90M10","REX90M11","REX90M12","REX91M1","REX91M2","REX91M3","REX91M4","REX91M5","REX91M6","REX91M7","REX91M8","REX91M9","REX91M10","REX91M11","REX91M12","REX92M1","REX92M2","REX92M3","REX92M4","REX92M5","REX92M6","REX92M7","REX92M8","REX92M9","REX92M10","REX92M11","REX92M12","REX93M1","REX93M2","REX93M3","REX93M4","REX93M5","REX93M6","REX93M7","REX93M8","REX93M9","REX93M10","REX93M11","REX93M12","REX94M1","REX94M2","REX94M3","REX94M4","REX94M5","REX94M6","REX94M7","REX94M8","REX94M9","REX94M10","REX94M11","REX94M12","REX95M1","REX95M2","REX95M3","REX95M4","REX95M5","REX95M6","REX95M7","REX95M8","REX95M9","REX95M10","REX95M11","REX95M12","REX96M1","REX96M2","REX96M3","REX96M4","REX96M5","REX96M6","REX96M7","REX96M8","REX96M9","REX96M10","REX96M11","REX96M12","REX97M1","REX97M2","REX97M3","REX97M4","REX97M5","REX97M6","REX97M7","REX97M8","REX97M9","REX97M10","REX97M11","REX97M12","REX98M1","REX98M2","REX98M3","REX98M4","REX98M5","REX98M6","REX98M7","REX98M8","REX98M9","REX98M10","REX98M11","REX98M12","REX99M1","REX99M2","REX99M3","REX99M4","REX99M5","REX99M6","REX99M7","REX99M8","REX99M9","REX99M10","REX99M11","REX99M12"
"1979:Q2","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","343.6","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.7","289.668","289.668","289.668","289.668","289.668","289.668","289.668","289.668","289.668","289.668","289.668","289.668","290.4","290.4"
"1979:Q3","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","363.5","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","292.9","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.7","299.745","299.745","299.745","299.745","299.745","299.745","299.745","299.745","299.745","299.745","299.745","299.745","300.7","300.7"
"1979:Q4","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","378.8","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.8","317.815","317.815","317.815","317.815","317.815","317.815","317.815","317.815","317.815","317.815","317.815","317.815","318.9","318.9"
"1980:Q1","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","398.9","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","319.6","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.726","327.726","327.726","327.726","327.726","327.726","327.726","327.726","327.726","327.726","327.726","327.726","329.1","329.1"
"1980:Q2","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","393.1","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.941","333.941","333.941","333.941","333.941","333.941","333.941","333.941","333.941","333.941","333.941","333.941","335.4","335.4"
"1980:Q3","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.8","332.784","332.784","332.784","332.784","332.784","332.784","332.784","332.784","332.784","332.784","332.784","332.784","334.2","334.2"
"1980:Q4","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","380.6","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","319.5","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.1","331.09","331.09","331.09","331.09","331.09","331.09","331.09","331.09","331.09","331.09","331.09","331.09","332.4","332.4"
"1981:Q1","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","394.5","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.7","336.748","336.748","336.748","336.748","336.748","336.748","336.748","336.748","336.748","336.748","336.748","336.748","338.2","338.2"
"1981:Q2","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","395.3","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.9","338.929","338.929","338.929","338.929","338.929","338.929","338.929","338.929","338.929","338.929","338.929","338.929","340.0","340.0"
"1981:Q3","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","391.1","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","323.3","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.4","331.352","331.352","331.352","331.352","331.352","331.352","331.352","331.352","331.352","331.352","331.352","331.352","332.9","332.9"
"1981:Q4","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","389.8","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.1","334.05","334.05","334.05","334.05","334.05","334.05","334.05","334.05","334.05","334.05","334.05","334.05","335.7","335.7"
"1982:Q1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","374.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","306.1","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.367","320.367","320.367","320.367","320.367","320.367","320.367","320.367","320.367","320.367","320.367","320.367","322.3","322.3"
"1982:Q2","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","306.5","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.8","322.816","322.816","322.816","322.816","322.816","322.816","322.816","322.816","322.816","322.816","322.816","322.816","324.6","324.6"
"1982:Q3","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","359.5","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","293.9","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.205","308.205","308.205","308.205","308.205","308.205","308.205","308.205","308.205","308.205","308.205","308.205","309.9","309.9"
"1982:Q4","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","336.0","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.3","294.349","294.349","294.349","294.349","294.349","294.349","294.349","294.349","294.349","294.349","294.349","294.349","296.2","296.2"
"1983:Q1","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","342.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","282.5","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.933","298.933","298.933","298.933","298.933","298.933","298.933","298.933","298.933","298.933","298.933","298.933","300.7","300.7"
"1983:Q2","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","283.7","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.8","299.841","299.841","299.841","299.841","299.841","299.841","299.841","299.841","299.841","299.841","299.841","299.841","301.6","301.6"
"1983:Q3","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","352.8","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","286.1","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.253","304.253","304.253","304.253","304.253","304.253","304.253","304.253","304.253","304.253","304.253","304.253","306.1","306.1"
"1983:Q4","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","355.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.2","310.238","310.238","310.238","310.238","310.238","310.238","310.238","310.238","310.238","310.238","310.238","310.238","312.3","312.3"
"1984:Q1","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","362.7","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","298.0","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.5","317.483","317.483","317.483","317.483","317.483","317.483","317.483","317.483","317.483","317.483","317.483","317.483","319.6","319.6"
"1984:Q2","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","303.9","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.7","325.699","325.699","325.699","325.699","325.699","325.699","325.699","325.699","325.699","325.699","325.699","325.699","327.5","327.5"
"1984:Q3","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","378.7","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","331.972","331.972","331.972","331.972","331.972","331.972","331.972","331.972","331.972","331.972","331.972","331.972","334.7","334.7"
"1984:Q4","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","376.6","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","312.8","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.3","338.347","338.347","338.347","338.347","338.347","338.347","338.347","338.347","338.347","338.347","338.347","338.347","341.2","341.2"
"1985:Q1","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","371.2","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","310.9","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.679","338.679","338.679","338.679","338.679","338.679","338.679","338.679","338.679","338.679","338.679","338.679","341.0","341.0"
"1985:Q2","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","367.6","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","309.8","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.3","337.349","337.349","337.349","337.349","337.349","337.349","337.349","337.349","337.349","337.349","337.349","337.349","339.5","339.5"
"1985:Q3","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","362.6","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.0","332.017","332.017","332.017","332.017","332.017","332.017","332.017","332.017","332.017","332.017","332.017","332.017","334.5","334.5"
"1985:Q4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","367.4","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.359","341.359","341.359","341.359","341.359","341.359","341.359","341.359","341.359","341.359","341.359","341.359","344.4","344.4"
