"DATE","PCONX10M1","PCONX10M2","PCONX10M3","PCONX10M4","PCONX10M5","PCONX10M6","PCONX10M7","PCONX10M8","PCONX10M9","PCONX10M10","PCONX10M11","PCONX10M12","PCONX11M1","PCONX11M2","PCONX11M3","PCONX11M4","PCONX11M5","PCONX11M6","PCONX11M7","PCONX11M8","PCONX11M9","PCONX11M10","PCONX11M11","PCONX11M12","PCONX12M1","PCONX12M2","PCONX12M3","PCONX12M4","PCONX12M5","PCONX12M6","PCONX12M7","PCONX12M8","PCONX12M9","PCONX12M10","PCONX12M11","PCONX12M12","PCONX13M1","PCONX13M2","PCONX13M3","PCONX13M4","PCONX13M5","PCONX13M6","PCONX13M7","PCONX13M8","PCONX13M9","PCONX13M10","PCONX13M11","PCONX13M12","PCONX14M1","PCONX14M2","PCONX14M3","PCONX14M4","PCONX14M5","PCONX14M6","PCONX14M7","PCONX14M8","PCONX14M9","PCONX14M10","PCONX14M11","PCONX14M12","PCONX15M1","PCONX15M2","PCONX15M3","PCONX15M4","PCONX15M5"
"1956:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1956:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1957:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1958:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"1959:Q1","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.531","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","18.54","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611","17.611"
"1959:Q2","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.625","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","18.634","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.7","17.701","17.701","17.701","17.701","17.701","17.701","17.701","17.701","17.701","17.701"
"1959:Q3","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.747","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","18.756","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816","17.816"
"1959:Q4","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.855","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","18.864","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918","17.918"
"1960:Q1","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.915","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","18.924","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976","17.976"
"1960:Q2","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.988","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.997","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045","18.045"
"1960:Q3","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.065","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","19.074","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.117","18.118","18.118","18.118","18.118","18.118","18.118","18.118","18.118","18.118","18.118"
"1960:Q4","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.128","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","19.137","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178","18.178"
"1961:Q1","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","19.169","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.208","18.209","18.209","18.209","18.209","18.209","18.209","18.209","18.209","18.209","18.209"
"1961:Q2","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.224","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","19.233","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269","18.269"
"1961:Q3","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.309","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","19.318","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35","18.35"
"1961:Q4","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.357","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","19.366","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.395","18.396","18.396","18.396","18.396","18.396","18.396","18.396","18.396","18.396","18.396"
"1962:Q1","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.43","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","19.439","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465","18.465"
"1962:Q2","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.504","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","19.513","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.535","18.536","18.536","18.536","18.536","18.536","18.536","18.536","18.536","18.536","18.536"
"1962:Q3","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.566","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","19.575","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594","18.594"
"1962:Q4","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.6","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","19.61","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627","18.627"
"1963:Q1","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.665","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","19.674","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688","18.688"
"1963:Q2","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.735","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","19.744","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755","18.755"
"1963:Q3","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.809","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","19.819","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825","18.825"
"1963:Q4","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.905","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","19.915","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.916","18.917","18.917","18.917","18.917","18.917","18.917","18.917","18.917","18.917","18.917"
"1964:Q1","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","19.992","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","20.001","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999","18.999"
"1964:Q2","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.054","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","20.064","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058","19.058"
"1964:Q3","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.113","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","20.122","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.113","19.114","19.114","19.114","19.114","19.114","19.114","19.114","19.114","19.114","19.114"
"1964:Q4","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.165","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","20.175","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164","19.164"
"1965:Q1","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.24","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","20.25","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235","19.235"
"1965:Q2","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.303","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","20.312","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294","19.294"
"1965:Q3","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.365","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","20.375","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.353","19.354","19.354","19.354","19.354","19.354","19.354","19.354","19.354","19.354","19.354"
"1965:Q4","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.433","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","20.443","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418","19.418"
"1966:Q1","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.537","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","20.547","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.516","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517","19.517"
"1966:Q2","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.705","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","20.715","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676","19.676"
"1966:Q3","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.877","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","20.887","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84"
"1966:Q4","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.059","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","21.069","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013","20.013"
"1967:Q1","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.176","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","21.186","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.123","20.124","20.124","20.124","20.124","20.124","20.124","20.124","20.124","20.124","20.124"
"1967:Q2","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.317","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","21.327","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258","20.258"
"1967:Q3","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.51","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","21.52","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441","20.441"
"1967:Q4","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.725","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","21.736","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.645","20.646","20.646","20.646","20.646","20.646","20.646","20.646","20.646","20.646","20.646"
"1968:Q1","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.97","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","21.981","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878","20.878"
