"DATE","ROUTPUT90M1","ROUTPUT90M2","ROUTPUT90M3","ROUTPUT90M4","ROUTPUT90M5","ROUTPUT90M6","ROUTPUT90M7","ROUTPUT90M8","ROUTPUT90M9","ROUTPUT90M10","ROUTPUT90M11","ROUTPUT90M12","ROUTPUT91M1","ROUTPUT91M2","ROUTPUT91M3","ROUTPUT91M4","ROUTPUT91M5","ROUTPUT91M6","ROUTPUT91M7","ROUTPUT91M8","ROUTPUT91M9","ROUTPUT91M10","ROUTPUT91M11","ROUTPUT91M12","ROUTPUT92M1","ROUTPUT92M2","ROUTPUT92M3","ROUTPUT92M4","ROUTPUT92M5","ROUTPUT92M6","ROUTPUT92M7","ROUTPUT92M8","ROUTPUT92M9","ROUTPUT92M10","ROUTPUT92M11","ROUTPUT92M12","ROUTPUT93M1","ROUTPUT93M2","ROUTPUT93M3","ROUTPUT93M4","ROUTPUT93M5","ROUTPUT93M6","ROUTPUT93M7","ROUTPUT93M8","ROUTPUT93M9","ROUTPUT93M10","ROUTPUT93M11","ROUTPUT93M12","ROUTPUT94M1","ROUTPUT94M2","ROUTPUT94M3","ROUTPUT94M4","ROUTPUT94M5","ROUTPUT94M6","ROUTPUT94M7","ROUTPUT94M8","ROUTPUT94M9","ROUTPUT94M10","ROUTPUT94M11","ROUTPUT94M12","ROUTPUT95M1","ROUTPUT95M2","ROUTPUT95M3","ROUTPUT95M4","ROUTPUT95M5","ROUTPUT95M6","ROUTPUT95M7","ROUTPUT95M8","ROUTPUT95M9","ROUTPUT95M10","ROUTPUT95M11","ROUTPUT95M12","ROUTPUT96M1","ROUTPUT96M2","ROUTPUT96M3","ROUTPUT96M4","ROUTPUT96M5","ROUTPUT96M6","ROUTPUT96M7","ROUTPUT96M8","ROUTPUT96M9","ROUTPUT96M10","ROUTPUT96M11","ROUTPUT96M12","ROUTPUT97M1","ROUTPUT97M2","ROUTPUT97M3","ROUTPUT97M4","ROUTPUT97M5","ROUTPUT97M6","ROUTPUT97M7","ROUTPUT97M8","ROUTPUT97M9","ROUTPUT97M10","ROUTPUT97M11","ROUTPUT97M12","ROUTPUT98M1","ROUTPUT98M2","ROUTPUT98M3","ROUTPUT98M4","ROUTPUT98M5","ROUTPUT98M6","ROUTPUT98M7","ROUTPUT98M8","ROUTPUT98M9","ROUTPUT98M10","ROUTPUT98M11","ROUTPUT98M12","ROUTPUT99M1","ROUTPUT99M2","ROUTPUT99M3","ROUTPUT99M4","ROUTPUT99M5","ROUTPUT99M6","ROUTPUT99M7","ROUTPUT99M8","ROUTPUT99M9","ROUTPUT99M10","ROUTPUT99M11","ROUTPUT99M12"
"1959:Q2","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1637.0","1941.2","1941.2","1941.2","1941.2","1941.2","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","1937.5","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2223.3","2313.3","2313.3"
"1959:Q3","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1629.5","1931.7","1931.7","1931.7","1931.7","1931.7","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","1930.8","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2225.6","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2221.4","2312.4","2312.4"
"1959:Q4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1643.4","1942.7","1942.7","1942.7","1942.7","1942.7","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","1941.9","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2225.8","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2231.0","2320.0","2320.0"
"1960:Q1","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1671.6","1977.8","1977.8","1977.8","1977.8","1977.8","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2283.3","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2279.2","2371.4","2371.4"
"1960:Q2","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1666.8","1973.5","1973.5","1973.5","1973.5","1973.5","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","1971.7","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2268.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2265.5","2359.7","2359.7"
"1960:Q3","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1668.4","1976.2","1976.2","1976.2","1976.2","1976.2","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","1973.7","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2265.8","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2268.3","2364.1","2364.1"
"1960:Q4","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1654.1","1965.1","1965.1","1965.1","1965.1","1965.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","1961.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2229.1","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2238.6","2333.7","2333.7"
"1961:Q1","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1671.3","1979.7","1979.7","1979.7","1979.7","1979.7","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","1977.4","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2245.6","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2251.7","2347.2","2347.2"
"1961:Q2","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","1692.1","2008.8","2008.8","2008.8","2008.8","2008.8","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2006.0","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2286.1","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2292.0","2391.1","2391.1"
"1961:Q3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","1716.3","2036.5","2036.5","2036.5","2036.5","2036.5","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2035.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2328.2","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2332.6","2430.4","2430.4"
"1961:Q4","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","1754.9","2077.4","2077.4","2077.4","2077.4","2077.4","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2076.5","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2379.4","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2381.0","2479.8","2479.8"
"1962:Q1","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","1777.9","2105.8","2105.8","2105.8","2105.8","2105.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2103.8","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2420.4","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2422.6","2522.9","2522.9"
"1962:Q2","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","1796.4","2127.5","2127.5","2127.5","2127.5","2127.5","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2125.7","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2440.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2448.0","2550.2","2550.2"
"1962:Q3","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","1813.1","2143.9","2143.9","2143.9","2143.9","2143.9","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2142.6","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2465.2","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2471.9","2575.3","2575.3"
"1962:Q4","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","1810.1","2142.1","2142.1","2142.1","2142.1","2142.1","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2470.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2476.7","2581.8","2581.8"
"1963:Q1","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","1834.6","2173.5","2173.5","2173.5","2173.5","2173.5","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2170.9","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2502.3","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2508.7","2612.4","2612.4"
"1963:Q2","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","1860.0","2203.1","2203.1","2203.1","2203.1","2203.1","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2199.5","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2532.9","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2538.1","2646.3","2646.3"
"1963:Q3","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","2239.0","2239.0","2239.0","2239.0","2239.0","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2237.6","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2581.4","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2586.3","2697.2","2697.2"
"1963:Q4","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","1906.1","2256.4","2256.4","2256.4","2256.4","2256.4","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2604.6","2716.8","2716.8"
"1964:Q1","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","1948.7","2315.0","2315.0","2315.0","2315.0","2315.0","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2311.1","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2661.8","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2666.7","2777.3","2777.3"
