"DATE","P70M1","P70M2","P70M3","P70M4","P70M5","P70M6","P70M7","P70M8","P70M9","P70M10","P70M11","P70M12","P71M1","P71M2","P71M3","P71M4","P71M5","P71M6","P71M7","P71M8","P71M9","P71M10","P71M11","P71M12","P72M1","P72M2","P72M3","P72M4","P72M5","P72M6","P72M7","P72M8","P72M9","P72M10","P72M11","P72M12","P73M1","P73M2","P73M3","P73M4","P73M5","P73M6","P73M7","P73M8","P73M9","P73M10","P73M11","P73M12","P74M1","P74M2","P74M3","P74M4","P74M5","P74M6","P74M7","P74M8","P74M9","P74M10","P74M11","P74M12","P75M1","P75M2","P75M3","P75M4","P75M5","P75M6","P75M7","P75M8","P75M9","P75M10","P75M11","P75M12","P76M1","P76M2","P76M3","P76M4","P76M5","P76M6","P76M7","P76M8","P76M9","P76M10","P76M11","P76M12","P77M1","P77M2","P77M3","P77M4","P77M5","P77M6","P77M7","P77M8","P77M9","P77M10","P77M11","P77M12","P78M1","P78M2","P78M3","P78M4","P78M5","P78M6","P78M7","P78M8","P78M9","P78M10","P78M11","P78M12","P79M1","P79M2","P79M3","P79M4","P79M5","P79M6","P79M7","P79M8","P79M9","P79M10","P79M11","P79M12"
"1960:Q3","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","103.4681","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052","68.8052"
"1960:Q4","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","104.0521","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438","68.9438"
"1961:Q1","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","104.3514","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433","68.8433"
"1961:Q2","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","104.4846","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856","69.1856"
"1961:Q3","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","104.5264","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873","69.4873"
"1961:Q4","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","105.0811","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971","69.5971"
"1962:Q1","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","105.4475","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688","70.1688"
"1962:Q2","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","105.5903","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121","70.4121"
"1962:Q3","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","105.8118","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955","70.5955"
"1962:Q4","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","106.2604","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226","71.0226"
"1963:Q1","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","106.6888","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215","71.3215"
"1963:Q2","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","106.9963","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731","71.3731"
"1963:Q3","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","107.2111","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904","71.5904"
"1963:Q4","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","107.7744","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746","72.0746"
"1964:Q1","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","108.1597","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796","72.2796"
"1964:Q2","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","108.5378","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229","72.5229"
"1964:Q3","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","109.0645","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245","72.9245"
"1964:Q4","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","109.6177","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852","73.0852"
"1965:Q1","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","110.1729","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877","73.6877"
"1965:Q2","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","110.6979","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615","74.0615"
"1965:Q3","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","111.0201","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575","74.5575"
"1965:Q4","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","111.53","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265","74.9265"
