"DATE","RGSL65Q4","RGSL66Q1","RGSL66Q2","RGSL66Q3","RGSL66Q4","RGSL67Q1","RGSL67Q2","RGSL67Q3","RGSL67Q4","RGSL68Q1","RGSL68Q2","RGSL68Q3","RGSL68Q4","RGSL69Q1","RGSL69Q2","RGSL69Q3","RGSL69Q4","RGSL70Q1","RGSL70Q2","RGSL70Q3","RGSL70Q4","RGSL71Q1","RGSL71Q2","RGSL71Q3","RGSL71Q4","RGSL72Q1","RGSL72Q2","RGSL72Q3","RGSL72Q4","RGSL73Q1","RGSL73Q2","RGSL73Q3","RGSL73Q4","RGSL74Q1","RGSL74Q2","RGSL74Q3","RGSL74Q4","RGSL75Q1","RGSL75Q2","RGSL75Q3","RGSL75Q4","RGSL76Q1","RGSL76Q2","RGSL76Q3","RGSL76Q4","RGSL77Q1","RGSL77Q2","RGSL77Q3","RGSL77Q4","RGSL78Q1","RGSL78Q2","RGSL78Q3","RGSL78Q4","RGSL79Q1","RGSL79Q2","RGSL79Q3","RGSL79Q4","RGSL80Q1","RGSL80Q2","RGSL80Q3","RGSL80Q4","RGSL81Q1","RGSL81Q2","RGSL81Q3","RGSL81Q4","RGSL82Q1","RGSL82Q2","RGSL82Q3","RGSL82Q4","RGSL83Q1","RGSL83Q2","RGSL83Q3","RGSL83Q4","RGSL84Q1","RGSL84Q2","RGSL84Q3","RGSL84Q4","RGSL85Q1","RGSL85Q2","RGSL85Q3","RGSL85Q4","RGSL86Q1","RGSL86Q2","RGSL86Q3","RGSL86Q4","RGSL87Q1","RGSL87Q2","RGSL87Q3","RGSL87Q4","RGSL88Q1","RGSL88Q2","RGSL88Q3","RGSL88Q4","RGSL89Q1","RGSL89Q2","RGSL89Q3","RGSL89Q4","RGSL90Q1","RGSL90Q2","RGSL90Q3","RGSL90Q4","RGSL91Q1","RGSL91Q2","RGSL91Q3","RGSL91Q4","RGSL92Q1","RGSL92Q2","RGSL92Q3","RGSL92Q4","RGSL93Q1","RGSL93Q2","RGSL93Q3","RGSL93Q4","RGSL94Q1","RGSL94Q2","RGSL94Q3","RGSL94Q4","RGSL95Q1","RGSL95Q2","RGSL95Q3","RGSL95Q4","RGSL96Q1","RGSL96Q2","RGSL96Q3","RGSL96Q4","RGSL97Q1","RGSL97Q2","RGSL97Q3","RGSL97Q4","RGSL98Q1","RGSL98Q2","RGSL98Q3","RGSL98Q4","RGSL99Q1","RGSL99Q2","RGSL99Q3","RGSL99Q4","RGSL00Q1","RGSL00Q2","RGSL00Q3","RGSL00Q4","RGSL01Q1","RGSL01Q2","RGSL01Q3","RGSL01Q4","RGSL02Q1","RGSL02Q2","RGSL02Q3","RGSL02Q4","RGSL03Q1","RGSL03Q2","RGSL03Q3","RGSL03Q4","RGSL04Q1","RGSL04Q2","RGSL04Q3","RGSL04Q4","RGSL05Q1","RGSL05Q2","RGSL05Q3","RGSL05Q4","RGSL06Q1","RGSL06Q2","RGSL06Q3","RGSL06Q4","RGSL07Q1","RGSL07Q2","RGSL07Q3","RGSL07Q4","RGSL08Q1","RGSL08Q2","RGSL08Q3","RGSL08Q4","RGSL09Q1","RGSL09Q2","RGSL09Q3","RGSL09Q4","RGSL10Q1","RGSL10Q2","RGSL10Q3","RGSL10Q4","RGSL11Q1","RGSL11Q2","RGSL11Q3","RGSL11Q4","RGSL12Q1","RGSL12Q2","RGSL12Q3","RGSL12Q4","RGSL13Q1","RGSL13Q2","RGSL13Q3","RGSL13Q4","RGSL14Q1","RGSL14Q2","RGSL14Q3","RGSL14Q4","RGSL15Q1","RGSL15Q2"
"1949:Q3","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","109.3","#N/A","#N/A","#N/A","#N/A","132.7","132.7","132.7","132.7","132.7","132.7","132.7","132.7","132.7","132.7","132.7","132.7","#N/A","#N/A","#N/A","#N/A","#N/A","158.4403","158.4403","158.4403","158.4403","158.4403","158.4403","158.4403","158.4403","158.4403","158.4403","#N/A","#N/A","#N/A","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0"
"1949:Q4","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","#N/A","#N/A","#N/A","#N/A","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","#N/A","#N/A","#N/A","#N/A","#N/A","161.4561","161.4561","161.4561","161.4561","161.4561","161.4561","161.4561","161.4561","161.4561","161.4561","#N/A","#N/A","#N/A","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4"
"1950:Q1","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.3","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","#N/A","#N/A","#N/A","#N/A","137.9","137.9","137.9","137.9","137.9","137.9","137.9","137.9","137.9","137.9","137.9","137.9","#N/A","#N/A","#N/A","#N/A","#N/A","165.5017","165.5017","165.5017","165.5017","165.5017","165.5017","165.5017","165.5017","165.5017","165.5017","#N/A","#N/A","#N/A","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5"
"1950:Q2","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","27.5","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","#N/A","#N/A","#N/A","#N/A","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","#N/A","#N/A","#N/A","#N/A","#N/A","167.0464","167.0464","167.0464","167.0464","167.0464","167.0464","167.0464","167.0464","167.0464","167.0464","#N/A","#N/A","#N/A","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0"
"1950:Q3","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.8","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","#N/A","#N/A","#N/A","#N/A","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","139.2","#N/A","#N/A","#N/A","#N/A","#N/A","167.2671","167.2671","167.2671","167.2671","167.2671","167.2671","167.2671","167.2671","167.2671","167.2671","#N/A","#N/A","#N/A","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2"
"1950:Q4","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","114.7","#N/A","#N/A","#N/A","#N/A","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6","#N/A","#N/A","#N/A","#N/A","#N/A","167.3406","167.3406","167.3406","167.3406","167.3406","167.3406","167.3406","167.3406","167.3406","167.3406","#N/A","#N/A","#N/A","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4"
"1951:Q1","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","27.7","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.5","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","#N/A","#N/A","#N/A","#N/A","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","#N/A","#N/A","#N/A","#N/A","#N/A","165.5753","165.5753","165.5753","165.5753","165.5753","165.5753","165.5753","165.5753","165.5753","165.5753","#N/A","#N/A","#N/A","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5"
"1951:Q2","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","51.5","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","115.6","#N/A","#N/A","#N/A","#N/A","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","#N/A","#N/A","#N/A","#N/A","#N/A","168.5175","168.5175","168.5175","168.5175","168.5175","168.5175","168.5175","168.5175","168.5175","168.5175","#N/A","#N/A","#N/A","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5"
"1951:Q3","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","#N/A","#N/A","#N/A","#N/A","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","#N/A","#N/A","#N/A","#N/A","#N/A","169.3266","169.3266","169.3266","169.3266","169.3266","169.3266","169.3266","169.3266","169.3266","169.3266","#N/A","#N/A","#N/A","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0"
"1951:Q4","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.6","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","#N/A","#N/A","#N/A","#N/A","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","#N/A","#N/A","#N/A","#N/A","#N/A","169.0324","169.0324","169.0324","169.0324","169.0324","169.0324","169.0324","169.0324","169.0324","169.0324","#N/A","#N/A","#N/A","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6"
"1952:Q1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","52.2","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","#N/A","#N/A","#N/A","#N/A","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","#N/A","#N/A","#N/A","#N/A","#N/A","169.4738","169.4738","169.4738","169.4738","169.4738","169.4738","169.4738","169.4738","169.4738","169.4738","#N/A","#N/A","#N/A","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5"
"1952:Q2","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","28.6","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","#N/A","#N/A","#N/A","#N/A","144.3","144.3","144.3","144.3","144.3","144.3","144.3","144.3","144.3","144.3","144.3","144.3","#N/A","#N/A","#N/A","#N/A","#N/A","173.078","173.078","173.078","173.078","173.078","173.078","173.078","173.078","173.078","173.078","#N/A","#N/A","#N/A","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8"
"1952:Q3","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","28.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","#N/A","#N/A","#N/A","#N/A","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","141.5","#N/A","#N/A","#N/A","#N/A","#N/A","168.3704","168.3704","168.3704","168.3704","168.3704","168.3704","168.3704","168.3704","168.3704","168.3704","#N/A","#N/A","#N/A","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6"
"1952:Q4","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","118.4","#N/A","#N/A","#N/A","#N/A","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","#N/A","#N/A","#N/A","#N/A","#N/A","172.416","172.416","172.416","172.416","172.416","172.416","172.416","172.416","172.416","172.416","#N/A","#N/A","#N/A","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6"
