"DATE","RCONND10M1","RCONND10M2","RCONND10M3","RCONND10M4","RCONND10M5","RCONND10M6","RCONND10M7","RCONND10M8","RCONND10M9","RCONND10M10","RCONND10M11","RCONND10M12","RCONND11M1","RCONND11M2","RCONND11M3","RCONND11M4","RCONND11M5","RCONND11M6","RCONND11M7","RCONND11M8","RCONND11M9","RCONND11M10","RCONND11M11","RCONND11M12","RCONND12M1","RCONND12M2","RCONND12M3","RCONND12M4","RCONND12M5","RCONND12M6","RCONND12M7","RCONND12M8","RCONND12M9","RCONND12M10","RCONND12M11","RCONND12M12","RCONND13M1","RCONND13M2","RCONND13M3","RCONND13M4","RCONND13M5","RCONND13M6","RCONND13M7","RCONND13M8","RCONND13M9","RCONND13M10","RCONND13M11","RCONND13M12","RCONND14M1","RCONND14M2","RCONND14M3","RCONND14M4","RCONND14M5","RCONND14M6","RCONND14M7","RCONND14M8","RCONND14M9","RCONND14M10","RCONND14M11","RCONND14M12","RCONND15M1","RCONND15M2","RCONND15M3","RCONND15M4","RCONND15M5"
"1959:Q3","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.9","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","589.8","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0","642.0"
"1959:Q4","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","593.5","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0","646.0"
"1960:Q1","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","595.0","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","594.9","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6","647.6"
"1960:Q2","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","601.5","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7","654.7"
"1960:Q3","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","598.0","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","597.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9","650.9"
"1960:Q4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.4","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3","651.3"
"1961:Q1","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","602.0","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","601.9","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2","655.2"
"1961:Q2","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","610.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0","664.0"
"1961:Q3","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.5","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","610.4","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5"
"1961:Q4","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.8","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","618.7","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5","673.5"
"1962:Q1","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1","679.1"
"1962:Q2","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8","681.8"
"1962:Q3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","631.2","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1","687.1"
"1962:Q4","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","634.8","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0","691.0"
"1963:Q1","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.3","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","638.2","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7","694.7"
"1963:Q2","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.5","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","640.4","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1"
"1963:Q3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","646.3","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5","703.5"
"1963:Q4","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.5","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","645.4","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6"
"1964:Q1","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.6","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","656.5","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6","714.6"
"1964:Q2","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.1","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","669.0","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3"
"1964:Q3","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","682.1","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5","742.5"
"1964:Q4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","683.4","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9","743.9"
"1965:Q1","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","689.9","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0","751.0"
"1965:Q2","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2","758.2"
"1965:Q3","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","706.9","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","707.0","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6","769.6"
"1965:Q4","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","733.2","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1","798.1"
"1966:Q1","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","738.5","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9","803.9"
"1966:Q2","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","745.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5","811.5"
"1966:Q3","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","750.9","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4","817.4"
"1966:Q4","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.9","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","748.8","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1","815.1"
"1967:Q1","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.3","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","757.2","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3","824.3"
"1967:Q2","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.9","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","762.8","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4","830.4"
"1967:Q3","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.2","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6","829.6"
"1967:Q4","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","765.6","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4","833.4"
"1968:Q1","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.6","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","780.7","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8"
"1968:Q2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","790.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2"
"1968:Q3","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","802.8","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9","873.9"
"1968:Q4","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","803.0","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1","874.1"
"1969:Q1","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","812.0","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","811.9","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8","883.8"
"1969:Q2","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","813.7","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8","885.8"
"1969:Q3","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","816.8","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1"
"1969:Q4","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.3","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","822.2","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0","895.0"
"1970:Q1","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","829.3","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7"
"1970:Q2","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","828.8","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1","902.1"
"1970:Q3","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","834.7","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6","908.6"
"1970:Q4","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","844.5","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2","919.2"
"1971:Q1","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","847.9","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0","923.0"
"1971:Q2","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.9","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","849.8","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1","925.1"
"1971:Q3","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.2","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","848.1","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2","923.2"
"1971:Q4","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","853.9","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5","929.5"
