"DATE","RCONS70M1","RCONS70M2","RCONS70M3","RCONS70M4","RCONS70M5","RCONS70M6","RCONS70M7","RCONS70M8","RCONS70M9","RCONS70M10","RCONS70M11","RCONS70M12","RCONS71M1","RCONS71M2","RCONS71M3","RCONS71M4","RCONS71M5","RCONS71M6","RCONS71M7","RCONS71M8","RCONS71M9","RCONS71M10","RCONS71M11","RCONS71M12","RCONS72M1","RCONS72M2","RCONS72M3","RCONS72M4","RCONS72M5","RCONS72M6","RCONS72M7","RCONS72M8","RCONS72M9","RCONS72M10","RCONS72M11","RCONS72M12","RCONS73M1","RCONS73M2","RCONS73M3","RCONS73M4","RCONS73M5","RCONS73M6","RCONS73M7","RCONS73M8","RCONS73M9","RCONS73M10","RCONS73M11","RCONS73M12","RCONS74M1","RCONS74M2","RCONS74M3","RCONS74M4","RCONS74M5","RCONS74M6","RCONS74M7","RCONS74M8","RCONS74M9","RCONS74M10","RCONS74M11","RCONS74M12","RCONS75M1","RCONS75M2","RCONS75M3","RCONS75M4","RCONS75M5","RCONS75M6","RCONS75M7","RCONS75M8","RCONS75M9","RCONS75M10","RCONS75M11","RCONS75M12","RCONS76M1","RCONS76M2","RCONS76M3","RCONS76M4","RCONS76M5","RCONS76M6","RCONS76M7","RCONS76M8","RCONS76M9","RCONS76M10","RCONS76M11","RCONS76M12","RCONS77M1","RCONS77M2","RCONS77M3","RCONS77M4","RCONS77M5","RCONS77M6","RCONS77M7","RCONS77M8","RCONS77M9","RCONS77M10","RCONS77M11","RCONS77M12","RCONS78M1","RCONS78M2","RCONS78M3","RCONS78M4","RCONS78M5","RCONS78M6","RCONS78M7","RCONS78M8","RCONS78M9","RCONS78M10","RCONS78M11","RCONS78M12","RCONS79M1","RCONS79M2","RCONS79M3","RCONS79M4","RCONS79M5","RCONS79M6","RCONS79M7","RCONS79M8","RCONS79M9","RCONS79M10","RCONS79M11","RCONS79M12"
"1963:Q1","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","135.0","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2"
"1963:Q2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","136.2","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5"
"1963:Q3","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","138.4","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6","219.6"
"1963:Q4","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2"
"1964:Q1","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1"
"1964:Q2","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","143.6","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5","228.5"
"1964:Q3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","145.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3","231.3"
"1964:Q4","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9","233.9"
"1965:Q1","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","148.7","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1","236.1"
"1965:Q2","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1","239.1"
"1965:Q3","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","153.8","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9"
"1965:Q4","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","156.1","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9","245.9"
"1966:Q1","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","157.4","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8"
"1966:Q2","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5","250.5"
"1966:Q3","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","160.2","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5","252.5"
"1966:Q4","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","161.5","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7"
"1967:Q1","163.9","163.9","163.9","163.9","163.9","163.9","163.9","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","163.8","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3"
"1967:Q2","166.1","166.1","166.1","166.1","166.1","166.1","166.1","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6","262.6"
"1967:Q3","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2","266.2"
"1967:Q4","170.3","170.3","170.3","170.3","170.3","170.3","170.3","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8","267.8"
"1968:Q1","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.3","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","171.1","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7"
"1968:Q2","173.7","173.7","173.7","173.7","173.7","173.7","173.7","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.2","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","173.1","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0","273.0"
"1968:Q3","176.5","176.5","176.5","176.5","176.5","176.5","176.5","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.9","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","175.8","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1"
"1968:Q4","177.7","177.7","177.7","177.7","177.7","177.7","177.7","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.4","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","177.5","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1"
"1969:Q1","179.3","179.3","179.3","179.3","179.3","179.3","179.3","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.7","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6","282.6"
"1969:Q2","181.0","181.0","181.0","181.0","181.0","181.0","181.0","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.5","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","180.6","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","181.3","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2","285.2"
