"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1966:08","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","1907.601","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2127.7","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2373.755","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2374.311","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.331","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377","2517.377"
"1966:09","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","1925.071","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2147.3","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2395.641","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2396.232","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.561","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518","2540.518"
"1966:10","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","1916.42","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2137.9","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.109","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2385.668","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.34","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292","2529.292"
"1966:11","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","1919.121","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2142.3","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.173","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2390.686","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.655","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61","2534.61"
"1966:12","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","1921.864","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2145.7","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2393.992","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2394.559","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.691","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647","2538.647"
"1967:01","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","1932.16","#N/A","2015.704","2015.704","2015.704","2015.704","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","2038.9","#N/A","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2156.2","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.357","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2405.916","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.797","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759","2550.759"
"1967:02","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","1925.662","#N/A","2008.319","2008.319","2008.319","2008.319","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","2031.4","#N/A","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2148.3","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2396.551","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2397.112","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.447","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404","2541.404"
"1967:03","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","1935.831","#N/A","2018.532","2018.532","2018.532","2018.532","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","2041.7","#N/A","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2159.2","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.091","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2409.613","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.735","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697","2554.697"
"1967:04","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","1953.934","#N/A","2037.282","2037.282","2037.282","2037.282","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","2060.7","#N/A","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2179.5","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2431.81","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2432.414","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.85","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822","2578.822"
"1967:05","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","1953.47","#N/A","2037.178","2037.178","2037.178","2037.178","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","2060.6","#N/A","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2179.1","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2431.697","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2432.238","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.653","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626","2578.626"
"1967:06","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","1965.159","#N/A","2048.752","2048.752","2048.752","2048.752","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","2072.4","#N/A","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2191.7","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2445.849","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2446.5","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.713","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691","2593.691"
