"DATE","RG00M1","RG00M2","RG00M3","RG00M4","RG00M5","RG00M6","RG00M7","RG00M8","RG00M9","RG00M10","RG00M11","RG00M12","RG01M1","RG01M2","RG01M3","RG01M4","RG01M5","RG01M6","RG01M7","RG01M8","RG01M9","RG01M10","RG01M11","RG01M12","RG02M1","RG02M2","RG02M3","RG02M4","RG02M5","RG02M6","RG02M7","RG02M8","RG02M9","RG02M10","RG02M11","RG02M12","RG03M1","RG03M2","RG03M3","RG03M4","RG03M5","RG03M6","RG03M7","RG03M8","RG03M9","RG03M10","RG03M11","RG03M12","RG04M1","RG04M2","RG04M3","RG04M4","RG04M5","RG04M6","RG04M7","RG04M8","RG04M9","RG04M10","RG04M11","RG04M12","RG05M1","RG05M2","RG05M3","RG05M4","RG05M5","RG05M6","RG05M7","RG05M8","RG05M9","RG05M10","RG05M11","RG05M12","RG06M1","RG06M2","RG06M3","RG06M4","RG06M5","RG06M6","RG06M7","RG06M8","RG06M9","RG06M10","RG06M11","RG06M12","RG07M1","RG07M2","RG07M3","RG07M4","RG07M5","RG07M6","RG07M7","RG07M8","RG07M9","RG07M10","RG07M11","RG07M12","RG08M1","RG08M2","RG08M3","RG08M4","RG08M5","RG08M6","RG08M7","RG08M8","RG08M9","RG08M10","RG08M11","RG08M12","RG09M1","RG09M2","RG09M3","RG09M4","RG09M5","RG09M6","RG09M7","RG09M8","RG09M9","RG09M10","RG09M11","RG09M12"
"1964:Q2","770.6","770.6","770.6","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","772.9","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","837.8","1020.1","1020.1","1020.1","1020.1","1020.1"
"1964:Q3","764.1","764.1","764.1","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","766.4","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","838.3","1020.7","1020.7","1020.7","1020.7","1020.7"
"1964:Q4","763.7","763.7","763.7","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","766.1","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","835.9","1017.8","1017.8","1017.8","1017.8","1017.8"
"1965:Q1","763.2","763.2","763.2","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","765.5","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","834.0","1015.3","1015.3","1015.3","1015.3","1015.3"
"1965:Q2","778.9","778.9","778.9","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","781.3","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","844.6","1028.4","1028.4","1028.4","1028.4","1028.4"
"1965:Q3","797.8","797.8","797.8","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","800.3","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","873.8","1064.0","1064.0","1064.0","1064.0","1064.0"
"1965:Q4","814.6","814.6","814.6","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","817.2","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","892.7","1086.9","1086.9","1086.9","1086.9","1086.9"
"1966:Q1","829.8","829.8","829.8","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","832.5","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","908.7","1106.4","1106.4","1106.4","1106.4","1106.4"
"1966:Q2","855.1","855.1","855.1","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","857.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","1126.0","1126.0","1126.0","1126.0","1126.0"
"1966:Q3","867.3","867.3","867.3","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","870.1","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","949.7","1156.5","1156.5","1156.5","1156.5","1156.5"
"1966:Q4","885.2","885.2","885.2","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","888.0","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","1175.3","1175.3","1175.3","1175.3","1175.3"
"1967:Q1","922.6","922.6","922.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1006.1","1225.2","1225.2","1225.2","1225.2","1225.2"
"1967:Q2","918.3","918.3","918.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","921.3","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1000.6","1218.5","1218.5","1218.5","1218.5","1218.5"
"1967:Q3","923.8","923.8","923.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","926.8","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1011.0","1231.2","1231.2","1231.2","1231.2","1231.2"
"1967:Q4","931.7","931.7","931.7","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","934.8","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1018.0","1239.6","1239.6","1239.6","1239.6","1239.6"
"1968:Q1","948.1","948.1","948.1","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","951.4","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1261.3","1261.3","1261.3","1261.3","1261.3"
"1968:Q2","952.8","952.8","952.8","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1267.1","1267.1","1267.1","1267.1","1267.1"
"1968:Q3","955.1","955.1","955.1","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","958.3","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1042.6","1269.7","1269.7","1269.7","1269.7","1269.7"
"1968:Q4","957.5","957.5","957.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","960.5","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1270.8","1270.8","1270.8","1270.8","1270.8"
"1969:Q1","954.1","954.1","954.1","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","956.9","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1044.4","1272.0","1272.0","1272.0","1272.0","1272.0"
"1969:Q2","953.5","953.5","953.5","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","956.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1040.0","1266.7","1266.7","1266.7","1266.7","1266.7"
"1969:Q3","951.7","951.7","951.7","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","954.1","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1041.4","1268.5","1268.5","1268.5","1268.5","1268.5"
"1969:Q4","940.9","940.9","940.9","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","943.1","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1026.0","1249.8","1249.8","1249.8","1249.8","1249.8"
"1970:Q1","934.0","934.0","934.0","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","936.2","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1020.5","1243.1","1243.1","1243.1","1243.1","1243.1"
