"DATE","NOUTPUT00M1","NOUTPUT00M2","NOUTPUT00M3","NOUTPUT00M4","NOUTPUT00M5","NOUTPUT00M6","NOUTPUT00M7","NOUTPUT00M8","NOUTPUT00M9","NOUTPUT00M10","NOUTPUT00M11","NOUTPUT00M12","NOUTPUT01M1","NOUTPUT01M2","NOUTPUT01M3","NOUTPUT01M4","NOUTPUT01M5","NOUTPUT01M6","NOUTPUT01M7","NOUTPUT01M8","NOUTPUT01M9","NOUTPUT01M10","NOUTPUT01M11","NOUTPUT01M12","NOUTPUT02M1","NOUTPUT02M2","NOUTPUT02M3","NOUTPUT02M4","NOUTPUT02M5","NOUTPUT02M6","NOUTPUT02M7","NOUTPUT02M8","NOUTPUT02M9","NOUTPUT02M10","NOUTPUT02M11","NOUTPUT02M12","NOUTPUT03M1","NOUTPUT03M2","NOUTPUT03M3","NOUTPUT03M4","NOUTPUT03M5","NOUTPUT03M6","NOUTPUT03M7","NOUTPUT03M8","NOUTPUT03M9","NOUTPUT03M10","NOUTPUT03M11","NOUTPUT03M12","NOUTPUT04M1","NOUTPUT04M2","NOUTPUT04M3","NOUTPUT04M4","NOUTPUT04M5","NOUTPUT04M6","NOUTPUT04M7","NOUTPUT04M8","NOUTPUT04M9","NOUTPUT04M10","NOUTPUT04M11","NOUTPUT04M12","NOUTPUT05M1","NOUTPUT05M2","NOUTPUT05M3","NOUTPUT05M4","NOUTPUT05M5","NOUTPUT05M6","NOUTPUT05M7","NOUTPUT05M8","NOUTPUT05M9","NOUTPUT05M10","NOUTPUT05M11","NOUTPUT05M12","NOUTPUT06M1","NOUTPUT06M2","NOUTPUT06M3","NOUTPUT06M4","NOUTPUT06M5","NOUTPUT06M6","NOUTPUT06M7","NOUTPUT06M8","NOUTPUT06M9","NOUTPUT06M10","NOUTPUT06M11","NOUTPUT06M12","NOUTPUT07M1","NOUTPUT07M2","NOUTPUT07M3","NOUTPUT07M4","NOUTPUT07M5","NOUTPUT07M6","NOUTPUT07M7","NOUTPUT07M8","NOUTPUT07M9","NOUTPUT07M10","NOUTPUT07M11","NOUTPUT07M12","NOUTPUT08M1","NOUTPUT08M2","NOUTPUT08M3","NOUTPUT08M4","NOUTPUT08M5","NOUTPUT08M6","NOUTPUT08M7","NOUTPUT08M8","NOUTPUT08M9","NOUTPUT08M10","NOUTPUT08M11","NOUTPUT08M12","NOUTPUT09M1","NOUTPUT09M2","NOUTPUT09M3","NOUTPUT09M4","NOUTPUT09M5","NOUTPUT09M6","NOUTPUT09M7","NOUTPUT09M8","NOUTPUT09M9","NOUTPUT09M10","NOUTPUT09M11","NOUTPUT09M12"
"1959:Q3","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","510.2","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3","509.3"
"1959:Q4","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","514.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2","513.2"
"1960:Q1","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","526.9","527.0","527.0","527.0","527.0","527.0"
"1960:Q2","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","527.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.1","526.2","526.2","526.2","526.2","526.2"
"1960:Q3","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","529.0","529.0","529.0","529.0","529.0"
"1960:Q4","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","524.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.6","523.7","523.7","523.7","523.7","523.7"
"1961:Q1","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","528.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","527.9","528.0","528.0","528.0","528.0","528.0"
"1961:Q2","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.9","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0","539.0"
"1961:Q3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","550.3","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.4","549.5","549.5","549.5","549.5","549.5"
"1961:Q4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.6","562.6","562.6","562.6","562.6"
"1962:Q1","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.0","576.1","576.1","576.1","576.1","576.1"
"1962:Q2","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2","583.2"
"1962:Q3","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0","590.0"
"1962:Q4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3","593.3"
"1963:Q1","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","603.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.4","602.5","602.5","602.5","602.5","602.5"
"1963:Q2","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","612.1","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2","611.2"
"1963:Q3","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9","623.9"
"1963:Q4","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","634.3","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5","633.5"
"1964:Q1","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","650.4","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6","649.6"
"1964:Q2","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","659.6","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.8","658.9","658.9","658.9","658.9","658.9"
"1964:Q3","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","671.2","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5","670.5"
"1964:Q4","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","676.3","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6","675.6"
"1965:Q1","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","696.5","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7","695.7"
"1965:Q2","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","709.0","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1","708.1"
"1965:Q3","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","726.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2","725.2"
