"DATE","RINVCHI90M1","RINVCHI90M2","RINVCHI90M3","RINVCHI90M4","RINVCHI90M5","RINVCHI90M6","RINVCHI90M7","RINVCHI90M8","RINVCHI90M9","RINVCHI90M10","RINVCHI90M11","RINVCHI90M12","RINVCHI91M1","RINVCHI91M2","RINVCHI91M3","RINVCHI91M4","RINVCHI91M5","RINVCHI91M6","RINVCHI91M7","RINVCHI91M8","RINVCHI91M9","RINVCHI91M10","RINVCHI91M11","RINVCHI91M12","RINVCHI92M1","RINVCHI92M2","RINVCHI92M3","RINVCHI92M4","RINVCHI92M5","RINVCHI92M6","RINVCHI92M7","RINVCHI92M8","RINVCHI92M9","RINVCHI92M10","RINVCHI92M11","RINVCHI92M12","RINVCHI93M1","RINVCHI93M2","RINVCHI93M3","RINVCHI93M4","RINVCHI93M5","RINVCHI93M6","RINVCHI93M7","RINVCHI93M8","RINVCHI93M9","RINVCHI93M10","RINVCHI93M11","RINVCHI93M12","RINVCHI94M1","RINVCHI94M2","RINVCHI94M3","RINVCHI94M4","RINVCHI94M5","RINVCHI94M6","RINVCHI94M7","RINVCHI94M8","RINVCHI94M9","RINVCHI94M10","RINVCHI94M11","RINVCHI94M12","RINVCHI95M1","RINVCHI95M2","RINVCHI95M3","RINVCHI95M4","RINVCHI95M5","RINVCHI95M6","RINVCHI95M7","RINVCHI95M8","RINVCHI95M9","RINVCHI95M10","RINVCHI95M11","RINVCHI95M12","RINVCHI96M1","RINVCHI96M2","RINVCHI96M3","RINVCHI96M4","RINVCHI96M5","RINVCHI96M6","RINVCHI96M7","RINVCHI96M8","RINVCHI96M9","RINVCHI96M10","RINVCHI96M11","RINVCHI96M12","RINVCHI97M1","RINVCHI97M2","RINVCHI97M3","RINVCHI97M4","RINVCHI97M5","RINVCHI97M6","RINVCHI97M7","RINVCHI97M8","RINVCHI97M9","RINVCHI97M10","RINVCHI97M11","RINVCHI97M12","RINVCHI98M1","RINVCHI98M2","RINVCHI98M3","RINVCHI98M4","RINVCHI98M5","RINVCHI98M6","RINVCHI98M7","RINVCHI98M8","RINVCHI98M9","RINVCHI98M10","RINVCHI98M11","RINVCHI98M12","RINVCHI99M1","RINVCHI99M2","RINVCHI99M3","RINVCHI99M4","RINVCHI99M5","RINVCHI99M6","RINVCHI99M7","RINVCHI99M8","RINVCHI99M9","RINVCHI99M10","RINVCHI99M11","RINVCHI99M12"
"1980:Q3","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","-37.2","#N/A","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-44.2","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","-43.8","#N/A","#N/A"
"1980:Q4","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","#N/A","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-1.7","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","#N/A","#N/A"
"1981:Q1","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","#N/A","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","#N/A","#N/A"
"1981:Q2","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","#N/A","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","12.8","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","11.5","#N/A","#N/A"
"1981:Q3","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","#N/A","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","#N/A","#N/A"
"1981:Q4","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","10.6","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","#N/A","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","22.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","#N/A","#N/A"
"1982:Q1","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.0","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","#N/A","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-24.7","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","#N/A","#N/A"
"1982:Q2","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-5.4","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","-1.5","#N/A","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","#N/A","#N/A"
"1982:Q3","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","#N/A","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","8.1","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","6.6","#N/A","#N/A"
"1982:Q4","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-59.3","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","-44.9","#N/A","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-41.5","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","-43.0","#N/A","#N/A"
"1983:Q1","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-42.3","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","#N/A","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-36.2","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","-38.4","#N/A","#N/A"
"1983:Q2","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","-9.3","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","9.9","#N/A","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-8.4","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","-9.7","#N/A","#N/A"
"1983:Q3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","#N/A","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-2.5","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","-0.7","#N/A","#N/A"
"1983:Q4","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","#N/A","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","#N/A","#N/A"
"1984:Q1","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","#N/A","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","87.4","#N/A","#N/A"
"1984:Q2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","#N/A","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","#N/A","#N/A"
"1984:Q3","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","#N/A","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","#N/A","#N/A"
"1984:Q4","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","47.9","#N/A","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","58.8","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","54.1","#N/A","#N/A"
"1985:Q1","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","14.8","#N/A","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","#N/A","#N/A"
"1985:Q2","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","#N/A","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","#N/A","#N/A"
"1985:Q3","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","-4.0","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","#N/A","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","#N/A","#N/A"
"1985:Q4","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","7.7","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","30.2","#N/A","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","31.4","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5","#N/A","#N/A"
"1986:Q1","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","41.9","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","#N/A","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","#N/A","#N/A"
"1986:Q2","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","7.1","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","#N/A","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","#N/A","#N/A"
