"DATE","RGSL00M1","RGSL00M2","RGSL00M3","RGSL00M4","RGSL00M5","RGSL00M6","RGSL00M7","RGSL00M8","RGSL00M9","RGSL00M10","RGSL00M11","RGSL00M12","RGSL01M1","RGSL01M2","RGSL01M3","RGSL01M4","RGSL01M5","RGSL01M6","RGSL01M7","RGSL01M8","RGSL01M9","RGSL01M10","RGSL01M11","RGSL01M12","RGSL02M1","RGSL02M2","RGSL02M3","RGSL02M4","RGSL02M5","RGSL02M6","RGSL02M7","RGSL02M8","RGSL02M9","RGSL02M10","RGSL02M11","RGSL02M12","RGSL03M1","RGSL03M2","RGSL03M3","RGSL03M4","RGSL03M5","RGSL03M6","RGSL03M7","RGSL03M8","RGSL03M9","RGSL03M10","RGSL03M11","RGSL03M12","RGSL04M1","RGSL04M2","RGSL04M3","RGSL04M4","RGSL04M5","RGSL04M6","RGSL04M7","RGSL04M8","RGSL04M9","RGSL04M10","RGSL04M11","RGSL04M12","RGSL05M1","RGSL05M2","RGSL05M3","RGSL05M4","RGSL05M5","RGSL05M6","RGSL05M7","RGSL05M8","RGSL05M9","RGSL05M10","RGSL05M11","RGSL05M12","RGSL06M1","RGSL06M2","RGSL06M3","RGSL06M4","RGSL06M5","RGSL06M6","RGSL06M7","RGSL06M8","RGSL06M9","RGSL06M10","RGSL06M11","RGSL06M12","RGSL07M1","RGSL07M2","RGSL07M3","RGSL07M4","RGSL07M5","RGSL07M6","RGSL07M7","RGSL07M8","RGSL07M9","RGSL07M10","RGSL07M11","RGSL07M12","RGSL08M1","RGSL08M2","RGSL08M3","RGSL08M4","RGSL08M5","RGSL08M6","RGSL08M7","RGSL08M8","RGSL08M9","RGSL08M10","RGSL08M11","RGSL08M12","RGSL09M1","RGSL09M2","RGSL09M3","RGSL09M4","RGSL09M5","RGSL09M6","RGSL09M7","RGSL09M8","RGSL09M9","RGSL09M10","RGSL09M11","RGSL09M12"
"1947:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","133.6","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","179.4","179.4","179.4","179.4","179.4"
"1947:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","181.8","181.8","181.8","181.8","181.8"
"1947:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","138.8","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","186.0","186.0","186.0","186.0","186.0"
"1947:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","189.0","189.0","189.0","189.0","189.0"
"1948:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","140.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","154.7","188.7","188.7","188.7","188.7","188.7"
"1948:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","194.1","194.1","194.1","194.1","194.1"
"1948:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","161.9","197.6","197.6","197.6","197.6","197.6"
"1948:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","165.9","202.5","202.5","202.5","202.5","202.5"
"1949:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","157.1","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","211.0","211.0","211.0","211.0","211.0"
"1949:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","166.1","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","223.0","223.0","223.0","223.0","223.0"
"1949:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","173.0","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","190.2","232.3","232.3","232.3","232.3","232.3"
"1949:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","176.2","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","193.8","236.7","236.7","236.7","236.7","236.7"
"1950:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","242.6","242.6","242.6","242.6","242.6"
"1950:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","182.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","244.6","244.6","244.6","244.6","244.6"
"1950:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","182.6","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","200.5","244.7","244.7","244.7","244.7","244.7"
"1950:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","200.6","244.8","244.8","244.8","244.8","244.8"
"1951:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","180.8","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","198.6","242.5","242.5","242.5","242.5","242.5"
"1951:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","183.9","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","246.6","246.6","246.6","246.6","246.6"
"1951:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","184.8","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","203.0","247.8","247.8","247.8","247.8","247.8"
"1951:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","184.5","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","247.4","247.4","247.4","247.4","247.4"
"1952:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","203.3","248.2","248.2","248.2","248.2","248.2"
"1952:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","207.6","253.5","253.5","253.5","253.5","253.5"
"1952:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","183.8","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","202.0","246.6","246.6","246.6","246.6","246.6"
"1952:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","188.1","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","206.7","252.4","252.4","252.4","252.4","252.4"
"1953:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2","257.9","257.9","257.9","257.9","257.9"
"1953:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","191.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","210.8","257.4","257.4","257.4","257.4","257.4"
