"DATE","RCONS00M1","RCONS00M2","RCONS00M3","RCONS00M4","RCONS00M5","RCONS00M6","RCONS00M7","RCONS00M8","RCONS00M9","RCONS00M10","RCONS00M11","RCONS00M12","RCONS01M1","RCONS01M2","RCONS01M3","RCONS01M4","RCONS01M5","RCONS01M6","RCONS01M7","RCONS01M8","RCONS01M9","RCONS01M10","RCONS01M11","RCONS01M12","RCONS02M1","RCONS02M2","RCONS02M3","RCONS02M4","RCONS02M5","RCONS02M6","RCONS02M7","RCONS02M8","RCONS02M9","RCONS02M10","RCONS02M11","RCONS02M12","RCONS03M1","RCONS03M2","RCONS03M3","RCONS03M4","RCONS03M5","RCONS03M6","RCONS03M7","RCONS03M8","RCONS03M9","RCONS03M10","RCONS03M11","RCONS03M12","RCONS04M1","RCONS04M2","RCONS04M3","RCONS04M4","RCONS04M5","RCONS04M6","RCONS04M7","RCONS04M8","RCONS04M9","RCONS04M10","RCONS04M11","RCONS04M12","RCONS05M1","RCONS05M2","RCONS05M3","RCONS05M4","RCONS05M5","RCONS05M6","RCONS05M7","RCONS05M8","RCONS05M9","RCONS05M10","RCONS05M11","RCONS05M12","RCONS06M1","RCONS06M2","RCONS06M3","RCONS06M4","RCONS06M5","RCONS06M6","RCONS06M7","RCONS06M8","RCONS06M9","RCONS06M10","RCONS06M11","RCONS06M12","RCONS07M1","RCONS07M2","RCONS07M3","RCONS07M4","RCONS07M5","RCONS07M6","RCONS07M7","RCONS07M8","RCONS07M9","RCONS07M10","RCONS07M11","RCONS07M12","RCONS08M1","RCONS08M2","RCONS08M3","RCONS08M4","RCONS08M5","RCONS08M6","RCONS08M7","RCONS08M8","RCONS08M9","RCONS08M10","RCONS08M11","RCONS08M12","RCONS09M1","RCONS09M2","RCONS09M3","RCONS09M4","RCONS09M5","RCONS09M6","RCONS09M7","RCONS09M8","RCONS09M9","RCONS09M10","RCONS09M11","RCONS09M12"
"1963:Q2","876.0","876.0","876.0","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","894.3","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.1","965.0","965.0","965.0","1277.8","1277.8","1277.8","1277.8","1277.8"
"1963:Q3","893.4","893.4","893.4","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","912.3","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.5","984.4","984.4","984.4","1300.2","1300.2","1300.2","1300.2","1300.2"
"1963:Q4","905.9","905.9","905.9","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","924.8","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.0","998.0","998.0","1317.9","1317.9","1317.9","1317.9","1317.9"
"1964:Q1","919.3","919.3","919.3","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","938.5","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.3","1013.2","1013.2","1013.2","1339.2","1339.2","1339.2","1339.2","1339.2"
"1964:Q2","932.7","932.7","932.7","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","952.5","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.8","1027.7","1027.7","1027.7","1357.9","1357.9","1357.9","1357.9","1357.9"
"1964:Q3","945.5","945.5","945.5","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","965.9","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.2","1042.1","1042.1","1042.1","1375.6","1375.6","1375.6","1375.6","1375.6"
"1964:Q4","958.6","958.6","958.6","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","979.3","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.7","1056.7","1056.7","1394.4","1394.4","1394.4","1394.4","1394.4"
"1965:Q1","967.4","967.4","967.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","988.4","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1067.0","1066.9","1066.9","1066.9","1410.3","1410.3","1410.3","1410.3","1410.3"
"1965:Q2","981.1","981.1","981.1","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1002.5","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.9","1081.8","1081.8","1081.8","1431.6","1431.6","1431.6","1431.6","1431.6"
"1965:Q3","994.5","994.5","994.5","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.9","1096.8","1096.8","1096.8","1451.2","1451.2","1451.2","1451.2","1451.2"
"1965:Q4","1011.6","1011.6","1011.6","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1033.5","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.1","1115.0","1115.0","1115.0","1475.8","1475.8","1475.8","1475.8","1475.8"
"1966:Q1","1021.0","1021.0","1021.0","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.4","1125.2","1125.2","1125.2","1491.1","1491.1","1491.1","1491.1","1491.1"
"1966:Q2","1033.2","1033.2","1033.2","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1056.1","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1139.0","1138.8","1138.8","1138.8","1507.4","1507.4","1507.4","1507.4","1507.4"
"1966:Q3","1042.1","1042.1","1042.1","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1065.2","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.9","1148.7","1148.7","1148.7","1519.8","1519.8","1519.8","1519.8","1519.8"
"1966:Q4","1056.4","1056.4","1056.4","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1079.9","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.5","1164.4","1164.4","1164.4","1536.4","1536.4","1536.4","1536.4","1536.4"
"1967:Q1","1069.5","1069.5","1069.5","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1093.3","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.8","1178.6","1178.6","1178.6","1550.7","1550.7","1550.7","1550.7","1550.7"
"1967:Q2","1082.6","1082.6","1082.6","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1106.7","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.1","1193.0","1193.0","1193.0","1565.7","1565.7","1565.7","1565.7","1565.7"
"1967:Q3","1097.8","1097.8","1097.8","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1122.2","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1210.0","1209.9","1209.9","1209.9","1587.0","1587.0","1587.0","1587.0","1587.0"
"1967:Q4","1106.4","1106.4","1106.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1131.4","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.5","1219.3","1219.3","1219.3","1600.3","1600.3","1600.3","1600.3","1600.3"
"1968:Q1","1118.5","1118.5","1118.5","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1144.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1235.1","1234.9","1234.9","1234.9","1625.4","1625.4","1625.4","1625.4","1625.4"
"1968:Q2","1138.0","1138.0","1138.0","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1164.3","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.9","1255.6","1255.6","1255.6","1650.9","1650.9","1650.9","1650.9","1650.9"
"1968:Q3","1153.9","1153.9","1153.9","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1179.8","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.4","1272.2","1272.2","1272.2","1672.1","1672.1","1672.1","1672.1","1672.1"
