"DATE","NCPROFAT80M1","NCPROFAT80M2","NCPROFAT80M3","NCPROFAT80M4","NCPROFAT80M5","NCPROFAT80M6","NCPROFAT80M7","NCPROFAT80M8","NCPROFAT80M9","NCPROFAT80M10","NCPROFAT80M11","NCPROFAT80M12","NCPROFAT81M1","NCPROFAT81M2","NCPROFAT81M3","NCPROFAT81M4","NCPROFAT81M5","NCPROFAT81M6","NCPROFAT81M7","NCPROFAT81M8","NCPROFAT81M9","NCPROFAT81M10","NCPROFAT81M11","NCPROFAT81M12","NCPROFAT82M1","NCPROFAT82M2","NCPROFAT82M3","NCPROFAT82M4","NCPROFAT82M5","NCPROFAT82M6","NCPROFAT82M7","NCPROFAT82M8","NCPROFAT82M9","NCPROFAT82M10","NCPROFAT82M11","NCPROFAT82M12","NCPROFAT83M1","NCPROFAT83M2","NCPROFAT83M3","NCPROFAT83M4","NCPROFAT83M5","NCPROFAT83M6","NCPROFAT83M7","NCPROFAT83M8","NCPROFAT83M9","NCPROFAT83M10","NCPROFAT83M11","NCPROFAT83M12","NCPROFAT84M1","NCPROFAT84M2","NCPROFAT84M3","NCPROFAT84M4","NCPROFAT84M5","NCPROFAT84M6","NCPROFAT84M7","NCPROFAT84M8","NCPROFAT84M9","NCPROFAT84M10","NCPROFAT84M11","NCPROFAT84M12","NCPROFAT85M1","NCPROFAT85M2","NCPROFAT85M3","NCPROFAT85M4","NCPROFAT85M5","NCPROFAT85M6","NCPROFAT85M7","NCPROFAT85M8","NCPROFAT85M9","NCPROFAT85M10","NCPROFAT85M11","NCPROFAT85M12","NCPROFAT86M1","NCPROFAT86M2","NCPROFAT86M3","NCPROFAT86M4","NCPROFAT86M5","NCPROFAT86M6","NCPROFAT86M7","NCPROFAT86M8","NCPROFAT86M9","NCPROFAT86M10","NCPROFAT86M11","NCPROFAT86M12","NCPROFAT87M1","NCPROFAT87M2","NCPROFAT87M3","NCPROFAT87M4","NCPROFAT87M5","NCPROFAT87M6","NCPROFAT87M7","NCPROFAT87M8","NCPROFAT87M9","NCPROFAT87M10","NCPROFAT87M11","NCPROFAT87M12","NCPROFAT88M1","NCPROFAT88M2","NCPROFAT88M3","NCPROFAT88M4","NCPROFAT88M5","NCPROFAT88M6","NCPROFAT88M7","NCPROFAT88M8","NCPROFAT88M9","NCPROFAT88M10","NCPROFAT88M11","NCPROFAT88M12","NCPROFAT89M1","NCPROFAT89M2","NCPROFAT89M3","NCPROFAT89M4","NCPROFAT89M5","NCPROFAT89M6","NCPROFAT89M7","NCPROFAT89M8","NCPROFAT89M9","NCPROFAT89M10","NCPROFAT89M11","NCPROFAT89M12"
"1964:Q3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","37.3","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.1","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3"
"1964:Q4","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9"
"1965:Q1","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","42.4","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3","44.3"
"1965:Q2","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","43.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","45.9","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0"
"1965:Q3","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","44.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6"
"1965:Q4","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","46.7","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1"
"1966:Q1","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0","50.0"
"1966:Q2","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1","50.1"
"1966:Q3","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7"
"1966:Q4","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7","48.7"
"1967:Q1","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3"
"1967:Q2","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","43.6","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4"
"1967:Q3","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5","47.5"
"1967:Q4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","47.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7"
"1968:Q1","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","45.3","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4"
"1968:Q2","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.3","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6"
"1968:Q3","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.5","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8"
"1968:Q4","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","50.7","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0"
"1969:Q1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","46.1","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9"
"1969:Q2","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","44.9","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.0","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3"
"1969:Q3","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6"
"1969:Q4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.0","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4","45.4"
"1970:Q1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","38.1","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","41.8","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2","42.2"
"1970:Q2","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0"
"1970:Q3","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.1","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5","42.5"
