"DATE","RINVBF00M1","RINVBF00M2","RINVBF00M3","RINVBF00M4","RINVBF00M5","RINVBF00M6","RINVBF00M7","RINVBF00M8","RINVBF00M9","RINVBF00M10","RINVBF00M11","RINVBF00M12","RINVBF01M1","RINVBF01M2","RINVBF01M3","RINVBF01M4","RINVBF01M5","RINVBF01M6","RINVBF01M7","RINVBF01M8","RINVBF01M9","RINVBF01M10","RINVBF01M11","RINVBF01M12","RINVBF02M1","RINVBF02M2","RINVBF02M3","RINVBF02M4","RINVBF02M5","RINVBF02M6","RINVBF02M7","RINVBF02M8","RINVBF02M9","RINVBF02M10","RINVBF02M11","RINVBF02M12","RINVBF03M1","RINVBF03M2","RINVBF03M3","RINVBF03M4","RINVBF03M5","RINVBF03M6","RINVBF03M7","RINVBF03M8","RINVBF03M9","RINVBF03M10","RINVBF03M11","RINVBF03M12","RINVBF04M1","RINVBF04M2","RINVBF04M3","RINVBF04M4","RINVBF04M5","RINVBF04M6","RINVBF04M7","RINVBF04M8","RINVBF04M9","RINVBF04M10","RINVBF04M11","RINVBF04M12","RINVBF05M1","RINVBF05M2","RINVBF05M3","RINVBF05M4","RINVBF05M5","RINVBF05M6","RINVBF05M7","RINVBF05M8","RINVBF05M9","RINVBF05M10","RINVBF05M11","RINVBF05M12","RINVBF06M1","RINVBF06M2","RINVBF06M3","RINVBF06M4","RINVBF06M5","RINVBF06M6","RINVBF06M7","RINVBF06M8","RINVBF06M9","RINVBF06M10","RINVBF06M11","RINVBF06M12","RINVBF07M1","RINVBF07M2","RINVBF07M3","RINVBF07M4","RINVBF07M5","RINVBF07M6","RINVBF07M7","RINVBF07M8","RINVBF07M9","RINVBF07M10","RINVBF07M11","RINVBF07M12","RINVBF08M1","RINVBF08M2","RINVBF08M3","RINVBF08M4","RINVBF08M5","RINVBF08M6","RINVBF08M7","RINVBF08M8","RINVBF08M9","RINVBF08M10","RINVBF08M11","RINVBF08M12","RINVBF09M1","RINVBF09M2","RINVBF09M3","RINVBF09M4","RINVBF09M5","RINVBF09M6","RINVBF09M7","RINVBF09M8","RINVBF09M9","RINVBF09M10","RINVBF09M11","RINVBF09M12"
"1965:Q2","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","222.1","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","205.6","213.3","213.3","213.3","213.3","213.3"
"1965:Q3","230.4","230.4","230.4","230.4","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","230.5","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","213.3","221.3","221.3","221.3","221.3","221.3"
"1965:Q4","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","230.7","230.7","230.7","230.7","230.7"
"1966:Q1","250.9","250.9","250.9","250.9","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","251.0","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","240.8","240.8","240.8","240.8","240.8"
"1966:Q2","254.5","254.5","254.5","254.5","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","254.6","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","235.7","244.6","244.6","244.6","244.6","244.6"
"1966:Q3","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","257.6","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","238.5","247.5","247.5","247.5","247.5","247.5"
"1966:Q4","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","237.9","246.9","246.9","246.9","246.9","246.9"
"1967:Q1","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","251.3","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","232.9","241.7","241.7","241.7","241.7","241.7"
"1967:Q2","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","250.6","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","232.1","240.8","240.8","240.8","240.8","240.8"
"1967:Q3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","230.9","239.6","239.6","239.6","239.6","239.6"
"1967:Q4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","254.4","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","235.6","244.5","244.5","244.5","244.5","244.5"
"1968:Q1","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","262.3","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","243.1","252.2","252.2","252.2","252.2","252.2"
"1968:Q2","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","247.8","247.8","247.8","247.8","247.8"
"1968:Q3","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","261.1","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","242.0","251.1","251.1","251.1","251.1","251.1"
"1968:Q4","268.9","268.9","268.9","268.9","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","269.0","249.1","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","258.5","258.5","258.5","258.5","258.5"
"1969:Q1","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","266.2","266.2","266.2","266.2","266.2"
"1969:Q2","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","259.3","269.1","269.1","269.1","269.1","269.1"
"1969:Q3","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","287.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","266.4","276.4","276.4","276.4","276.4","276.4"
"1969:Q4","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","264.8","274.7","274.7","274.7","274.7","274.7"
"1970:Q1","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","273.2","273.2","273.2","273.2","273.2"
"1970:Q2","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","282.4","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","261.8","271.7","271.7","271.7","271.7","271.7"
"1970:Q3","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","283.8","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","263.2","273.1","273.1","273.1","273.1","273.1"
"1970:Q4","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","273.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","253.3","262.9","262.9","262.9","262.9","262.9"
"1971:Q1","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","275.9","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","255.7","265.3","265.3","265.3","265.3","265.3"
"1971:Q2","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","269.2","269.2","269.2","269.2","269.2"
"1971:Q3","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","280.7","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","260.4","270.2","270.2","270.2","270.2","270.2"
