"DATE","EMPLOY10M1","EMPLOY10M2","EMPLOY10M3","EMPLOY10M4","EMPLOY10M5","EMPLOY10M6","EMPLOY10M7","EMPLOY10M8","EMPLOY10M9","EMPLOY10M10","EMPLOY10M11","EMPLOY10M12","EMPLOY11M1","EMPLOY11M2","EMPLOY11M3","EMPLOY11M4","EMPLOY11M5","EMPLOY11M6","EMPLOY11M7","EMPLOY11M8","EMPLOY11M9","EMPLOY11M10","EMPLOY11M11","EMPLOY11M12","EMPLOY12M1","EMPLOY12M2","EMPLOY12M3","EMPLOY12M4","EMPLOY12M5","EMPLOY12M6","EMPLOY12M7","EMPLOY12M8","EMPLOY12M9","EMPLOY12M10","EMPLOY12M11","EMPLOY12M12","EMPLOY13M1","EMPLOY13M2","EMPLOY13M3","EMPLOY13M4","EMPLOY13M5","EMPLOY13M6","EMPLOY13M7","EMPLOY13M8","EMPLOY13M9","EMPLOY13M10","EMPLOY13M11","EMPLOY13M12","EMPLOY14M1","EMPLOY14M2","EMPLOY14M3","EMPLOY14M4","EMPLOY14M5","EMPLOY14M6","EMPLOY14M7","EMPLOY14M8","EMPLOY14M9","EMPLOY14M10","EMPLOY14M11","EMPLOY14M12","EMPLOY15M1","EMPLOY15M2","EMPLOY15M3","EMPLOY15M4","EMPLOY15M5","EMPLOY15M6","EMPLOY15M7","EMPLOY15M8","EMPLOY15M9","EMPLOY15M10","EMPLOY15M11"
"1981:03","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91202.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0","91210.0"
"1981:04","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91276.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0","91283.0"
"1981:05","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91286.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0","91293.0"
"1981:06","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91482.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0","91490.0"
"1981:07","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91594.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0","91602.0"
"1981:08","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91558.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0","91566.0"
"1981:09","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91471.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0","91479.0"
"1981:10","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91371.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0","91380.0"
"1981:11","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91162.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0","91171.0"
"1981:12","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90884.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0","90893.0"
"1982:01","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90557.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0","90567.0"
"1982:02","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90551.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0","90562.0"
"1982:03","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90422.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0","90432.0"
"1982:04","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90141.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0","90152.0"
"1982:05","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90096.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0","90107.0"
"1982:06","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89853.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0","89864.0"
"1982:07","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89510.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0","89522.0"
"1982:08","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0","89364.0"
"1982:09","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89171.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0","89183.0"
"1982:10","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88894.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0","88906.0"
"1982:11","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88770.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0","88783.0"
"1982:12","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88756.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0","88769.0"
"1983:01","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88981.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0","88993.0"
"1983:02","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88903.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0","88918.0"
"1983:03","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89076.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0","89090.0"
"1983:04","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89352.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0","89366.0"
"1983:05","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89629.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0","89643.0"
"1983:06","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90007.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0","90022.0"
"1983:07","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90425.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0","90440.0"
"1983:08","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90117.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0","90132.0"
"1983:09","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91231.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0","91247.0"
"1983:10","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91502.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0","91518.0"
"1983:11","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91854.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0","91871.0"
"1983:12","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92210.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0","92227.0"
"1984:01","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92657.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0","92673.0"
"1984:02","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93136.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0","93154.0"
