"DATE","RCOND80M1","RCOND80M2","RCOND80M3","RCOND80M4","RCOND80M5","RCOND80M6","RCOND80M7","RCOND80M8","RCOND80M9","RCOND80M10","RCOND80M11","RCOND80M12","RCOND81M1","RCOND81M2","RCOND81M3","RCOND81M4","RCOND81M5","RCOND81M6","RCOND81M7","RCOND81M8","RCOND81M9","RCOND81M10","RCOND81M11","RCOND81M12","RCOND82M1","RCOND82M2","RCOND82M3","RCOND82M4","RCOND82M5","RCOND82M6","RCOND82M7","RCOND82M8","RCOND82M9","RCOND82M10","RCOND82M11","RCOND82M12","RCOND83M1","RCOND83M2","RCOND83M3","RCOND83M4","RCOND83M5","RCOND83M6","RCOND83M7","RCOND83M8","RCOND83M9","RCOND83M10","RCOND83M11","RCOND83M12","RCOND84M1","RCOND84M2","RCOND84M3","RCOND84M4","RCOND84M5","RCOND84M6","RCOND84M7","RCOND84M8","RCOND84M9","RCOND84M10","RCOND84M11","RCOND84M12","RCOND85M1","RCOND85M2","RCOND85M3","RCOND85M4","RCOND85M5","RCOND85M6","RCOND85M7","RCOND85M8","RCOND85M9","RCOND85M10","RCOND85M11","RCOND85M12","RCOND86M1","RCOND86M2","RCOND86M3","RCOND86M4","RCOND86M5","RCOND86M6","RCOND86M7","RCOND86M8","RCOND86M9","RCOND86M10","RCOND86M11","RCOND86M12","RCOND87M1","RCOND87M2","RCOND87M3","RCOND87M4","RCOND87M5","RCOND87M6","RCOND87M7","RCOND87M8","RCOND87M9","RCOND87M10","RCOND87M11","RCOND87M12","RCOND88M1","RCOND88M2","RCOND88M3","RCOND88M4","RCOND88M5","RCOND88M6","RCOND88M7","RCOND88M8","RCOND88M9","RCOND88M10","RCOND88M11","RCOND88M12","RCOND89M1","RCOND89M2","RCOND89M3","RCOND89M4","RCOND89M5","RCOND89M6","RCOND89M7","RCOND89M8","RCOND89M9","RCOND89M10","RCOND89M11","RCOND89M12"
"1961:Q3","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","50.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7"
"1961:Q4","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","51.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8"
"1962:Q1","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9"
"1962:Q2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","54.2","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0"
"1962:Q3","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1"
"1962:Q4","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","58.1","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","57.0","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8"
"1963:Q1","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","59.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2"
"1963:Q2","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","59.4","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2"
"1963:Q3","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9"
"1963:Q4","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","61.0","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9"
"1964:Q1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1"
"1964:Q2","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7"
"1964:Q3","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2"
"1964:Q4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3"
"1965:Q1","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7"
"1965:Q2","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2"
"1965:Q3","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","73.1","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9"
"1965:Q4","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","76.1","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8"
"1966:Q1","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","79.7","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3"
"1966:Q2","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9"
"1966:Q3","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8"
"1966:Q4","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","78.7","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5"
"1967:Q1","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","77.2","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1"
"1967:Q2","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","80.7","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4"
"1967:Q3","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","79.9","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1"
"1967:Q4","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2"
