"DATE","RCONS90M1","RCONS90M2","RCONS90M3","RCONS90M4","RCONS90M5","RCONS90M6","RCONS90M7","RCONS90M8","RCONS90M9","RCONS90M10","RCONS90M11","RCONS90M12","RCONS91M1","RCONS91M2","RCONS91M3","RCONS91M4","RCONS91M5","RCONS91M6","RCONS91M7","RCONS91M8","RCONS91M9","RCONS91M10","RCONS91M11","RCONS91M12","RCONS92M1","RCONS92M2","RCONS92M3","RCONS92M4","RCONS92M5","RCONS92M6","RCONS92M7","RCONS92M8","RCONS92M9","RCONS92M10","RCONS92M11","RCONS92M12","RCONS93M1","RCONS93M2","RCONS93M3","RCONS93M4","RCONS93M5","RCONS93M6","RCONS93M7","RCONS93M8","RCONS93M9","RCONS93M10","RCONS93M11","RCONS93M12","RCONS94M1","RCONS94M2","RCONS94M3","RCONS94M4","RCONS94M5","RCONS94M6","RCONS94M7","RCONS94M8","RCONS94M9","RCONS94M10","RCONS94M11","RCONS94M12","RCONS95M1","RCONS95M2","RCONS95M3","RCONS95M4","RCONS95M5","RCONS95M6","RCONS95M7","RCONS95M8","RCONS95M9","RCONS95M10","RCONS95M11","RCONS95M12","RCONS96M1","RCONS96M2","RCONS96M3","RCONS96M4","RCONS96M5","RCONS96M6","RCONS96M7","RCONS96M8","RCONS96M9","RCONS96M10","RCONS96M11","RCONS96M12","RCONS97M1","RCONS97M2","RCONS97M3","RCONS97M4","RCONS97M5","RCONS97M6","RCONS97M7","RCONS97M8","RCONS97M9","RCONS97M10","RCONS97M11","RCONS97M12","RCONS98M1","RCONS98M2","RCONS98M3","RCONS98M4","RCONS98M5","RCONS98M6","RCONS98M7","RCONS98M8","RCONS98M9","RCONS98M10","RCONS98M11","RCONS98M12","RCONS99M1","RCONS99M2","RCONS99M3","RCONS99M4","RCONS99M5","RCONS99M6","RCONS99M7","RCONS99M8","RCONS99M9","RCONS99M10","RCONS99M11","RCONS99M12"
"1959:Q1","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","417.5","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","670.9","#N/A","726.4"
"1959:Q2","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","424.3","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","542.4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","#N/A","739.2"
"1959:Q3","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","429.8","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","550.6","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","692.9","#N/A","749.3"
"1959:Q4","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","435.0","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","558.2","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","702.6","#N/A","758.7"
"1960:Q1","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","439.6","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","564.4","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","711.0","#N/A","767.8"
"1960:Q2","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","444.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","717.3","#N/A","775.5"
"1960:Q3","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","443.9","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","717.1","#N/A","776.1"
"1960:Q4","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","447.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","572.9","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","724.3","#N/A","783.7"
"1961:Q1","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","453.0","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","579.3","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","731.5","#N/A","791.6"
"1961:Q2","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","461.3","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","590.6","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","744.7","#N/A","805.6"
"1961:Q3","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","461.7","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","592.6","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","748.3","#N/A","808.7"
"1961:Q4","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","602.7","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","761.5","#N/A","823.3"
"1962:Q1","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","473.6","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","608.0","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","#N/A","830.6"
"1962:Q2","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","617.4","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","780.5","#N/A","843.7"
"1962:Q3","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","484.0","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","623.5","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","787.6","#N/A","851.0"
"1962:Q4","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","489.3","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","631.1","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","797.0","#N/A","862.0"
"1963:Q1","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","634.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","801.2","#N/A","866.6"
"1963:Q2","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","496.7","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","640.8","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","810.1","#N/A","876.0"
"1963:Q3","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","654.1","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","826.0","#N/A","893.4"
"1963:Q4","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","663.0","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","837.3","#N/A","905.9"
"1964:Q1","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","674.5","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","850.4","#N/A","919.3"
"1964:Q2","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","529.1","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","683.7","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","862.6","#N/A","932.7"
"1964:Q3","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","536.1","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","693.2","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","874.4","#N/A","945.5"
"1964:Q4","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","541.8","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","701.9","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","886.2","#N/A","958.6"
"1965:Q1","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","546.3","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","708.4","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","894.6","#N/A","967.4"
"1965:Q2","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","554.4","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","719.0","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","#N/A","981.1"
