"DATE","RINVRESID10M1","RINVRESID10M2","RINVRESID10M3","RINVRESID10M4","RINVRESID10M5","RINVRESID10M6","RINVRESID10M7","RINVRESID10M8","RINVRESID10M9","RINVRESID10M10","RINVRESID10M11","RINVRESID10M12","RINVRESID11M1","RINVRESID11M2","RINVRESID11M3","RINVRESID11M4","RINVRESID11M5","RINVRESID11M6","RINVRESID11M7","RINVRESID11M8","RINVRESID11M9","RINVRESID11M10","RINVRESID11M11","RINVRESID11M12","RINVRESID12M1","RINVRESID12M2","RINVRESID12M3","RINVRESID12M4","RINVRESID12M5","RINVRESID12M6","RINVRESID12M7","RINVRESID12M8","RINVRESID12M9","RINVRESID12M10","RINVRESID12M11","RINVRESID12M12","RINVRESID13M1","RINVRESID13M2","RINVRESID13M3","RINVRESID13M4","RINVRESID13M5","RINVRESID13M6","RINVRESID13M7","RINVRESID13M8","RINVRESID13M9","RINVRESID13M10","RINVRESID13M11","RINVRESID13M12","RINVRESID14M1","RINVRESID14M2","RINVRESID14M3","RINVRESID14M4","RINVRESID14M5","RINVRESID14M6","RINVRESID14M7","RINVRESID14M8","RINVRESID14M9","RINVRESID14M10","RINVRESID14M11","RINVRESID14M12","RINVRESID15M1","RINVRESID15M2","RINVRESID15M3","RINVRESID15M4","RINVRESID15M5","RINVRESID15M6","RINVRESID15M7","RINVRESID15M8","RINVRESID15M9","RINVRESID15M10","RINVRESID15M11"
"1988:Q2","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.5","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5"
"1988:Q3","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8","474.8"
"1988:Q4","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","439.7","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8","477.8"
"1989:Q1","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2","473.2"
"1989:Q2","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","423.8","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4","458.4"
"1989:Q3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3","456.3"
"1989:Q4","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.5","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","410.4","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6","446.6"
"1990:Q1","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.7","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","414.6","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5","450.5"
"1990:Q2","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","398.6","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8","432.8"
"1990:Q3","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.1","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","376.0","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5","409.5"
"1990:Q4","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9","385.9"
"1991:Q1","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","334.0","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5","365.5"
"1991:Q2","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8","376.8"
"1991:Q3","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","356.1","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5"
"1991:Q4","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.8","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","363.9","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2","397.2"
"1992:Q1","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.4","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","382.5","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9"
"1992:Q2","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","397.1","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3"
"1992:Q3","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5","434.5"
"1992:Q4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.4","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","411.5","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1","451.1"
"1993:Q1","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.3","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","413.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4","451.4"
"1993:Q2","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","418.3","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4","457.4"
"1993:Q3","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","432.7","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5"
"1993:Q4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.4","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9","498.9"
"1994:Q1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","464.2","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3"
"1994:Q2","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","479.5","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7","522.7"
"1994:Q3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","474.3","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0","515.0"
"1994:Q4","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","468.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1"
"1995:Q1","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","457.7","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5","495.5"
"1995:Q2","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","443.0","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3","480.3"
"1995:Q3","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","456.7","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1"
"1995:Q4","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","467.0","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7","507.7"
"1996:Q1","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","479.3","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9","520.9"
"1996:Q2","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","499.5","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7","543.7"
"1996:Q3","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","498.2","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5","542.5"
"1996:Q4","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3"
"1997:Q1","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1","539.1"
"1997:Q2","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","500.9","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6","546.6"
"1997:Q3","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","503.2","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9","551.9"
"1997:Q4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8","557.8"
"1998:Q1","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","517.5","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3","569.3"
"1998:Q2","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","533.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0","589.0"
"1998:Q3","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","549.0","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3","606.3"
"1998:Q4","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","562.2","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5","620.5"
"1999:Q1","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","565.5","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0","623.0"
"1999:Q2","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","571.6","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7","632.7"
