"DATE","RCOND70M1","RCOND70M2","RCOND70M3","RCOND70M4","RCOND70M5","RCOND70M6","RCOND70M7","RCOND70M8","RCOND70M9","RCOND70M10","RCOND70M11","RCOND70M12","RCOND71M1","RCOND71M2","RCOND71M3","RCOND71M4","RCOND71M5","RCOND71M6","RCOND71M7","RCOND71M8","RCOND71M9","RCOND71M10","RCOND71M11","RCOND71M12","RCOND72M1","RCOND72M2","RCOND72M3","RCOND72M4","RCOND72M5","RCOND72M6","RCOND72M7","RCOND72M8","RCOND72M9","RCOND72M10","RCOND72M11","RCOND72M12","RCOND73M1","RCOND73M2","RCOND73M3","RCOND73M4","RCOND73M5","RCOND73M6","RCOND73M7","RCOND73M8","RCOND73M9","RCOND73M10","RCOND73M11","RCOND73M12","RCOND74M1","RCOND74M2","RCOND74M3","RCOND74M4","RCOND74M5","RCOND74M6","RCOND74M7","RCOND74M8","RCOND74M9","RCOND74M10","RCOND74M11","RCOND74M12","RCOND75M1","RCOND75M2","RCOND75M3","RCOND75M4","RCOND75M5","RCOND75M6","RCOND75M7","RCOND75M8","RCOND75M9","RCOND75M10","RCOND75M11","RCOND75M12","RCOND76M1","RCOND76M2","RCOND76M3","RCOND76M4","RCOND76M5","RCOND76M6","RCOND76M7","RCOND76M8","RCOND76M9","RCOND76M10","RCOND76M11","RCOND76M12","RCOND77M1","RCOND77M2","RCOND77M3","RCOND77M4","RCOND77M5","RCOND77M6","RCOND77M7","RCOND77M8","RCOND77M9","RCOND77M10","RCOND77M11","RCOND77M12","RCOND78M1","RCOND78M2","RCOND78M3","RCOND78M4","RCOND78M5","RCOND78M6","RCOND78M7","RCOND78M8","RCOND78M9","RCOND78M10","RCOND78M11","RCOND78M12","RCOND79M1","RCOND79M2","RCOND79M3","RCOND79M4","RCOND79M5","RCOND79M6","RCOND79M7","RCOND79M8","RCOND79M9","RCOND79M10","RCOND79M11","RCOND79M12"
"1963:Q3","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1"
"1963:Q4","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","55.3","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0"
"1964:Q1","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","57.6","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1"
"1964:Q2","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6"
"1964:Q3","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","60.4","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6"
"1964:Q4","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4"
"1965:Q1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4"
"1965:Q2","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","64.3","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4","71.4"
"1965:Q3","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","67.1","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9","73.9"
"1965:Q4","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9"
"1966:Q1","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4","80.4"
"1966:Q2","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9","76.9"
"1966:Q3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4","79.4"
"1966:Q4","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","72.3","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1","79.1"
"1967:Q1","70.3","70.3","70.3","70.3","70.3","70.3","70.3","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","70.1","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5","77.5"
"1967:Q2","73.9","73.9","73.9","73.9","73.9","73.9","73.9","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9","80.9"
"1967:Q3","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","73.3","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1","80.1"
"1967:Q4","73.9","73.9","73.9","73.9","73.9","73.9","73.9","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2"
"1968:Q1","77.7","77.7","77.7","77.7","77.7","77.7","77.7","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.1","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","78.6","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2"
"1968:Q2","79.5","79.5","79.5","79.5","79.5","79.5","79.5","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.2","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","80.0","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6"
"1968:Q3","83.0","83.0","83.0","83.0","83.0","83.0","83.0","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.9","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5"
"1968:Q4","82.7","82.7","82.7","82.7","82.7","82.7","82.7","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.2","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","83.3","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7","90.7"
"1969:Q1","84.3","84.3","84.3","84.3","84.3","84.3","84.3","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.2","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.9","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2","92.2"
"1969:Q2","85.9","85.9","85.9","85.9","85.9","85.9","85.9","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.7","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","86.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0","92.0"
"1969:Q3","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","84.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6","91.6"
"1969:Q4","#N/A","84.1","84.8","84.8","84.8","84.8","84.8","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.9","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","84.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","85.4","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7","91.7"
