"DATE","RGF90M1","RGF90M2","RGF90M3","RGF90M4","RGF90M5","RGF90M6","RGF90M7","RGF90M8","RGF90M9","RGF90M10","RGF90M11","RGF90M12","RGF91M1","RGF91M2","RGF91M3","RGF91M4","RGF91M5","RGF91M6","RGF91M7","RGF91M8","RGF91M9","RGF91M10","RGF91M11","RGF91M12","RGF92M1","RGF92M2","RGF92M3","RGF92M4","RGF92M5","RGF92M6","RGF92M7","RGF92M8","RGF92M9","RGF92M10","RGF92M11","RGF92M12","RGF93M1","RGF93M2","RGF93M3","RGF93M4","RGF93M5","RGF93M6","RGF93M7","RGF93M8","RGF93M9","RGF93M10","RGF93M11","RGF93M12","RGF94M1","RGF94M2","RGF94M3","RGF94M4","RGF94M5","RGF94M6","RGF94M7","RGF94M8","RGF94M9","RGF94M10","RGF94M11","RGF94M12","RGF95M1","RGF95M2","RGF95M3","RGF95M4","RGF95M5","RGF95M6","RGF95M7","RGF95M8","RGF95M9","RGF95M10","RGF95M11","RGF95M12","RGF96M1","RGF96M2","RGF96M3","RGF96M4","RGF96M5","RGF96M6","RGF96M7","RGF96M8","RGF96M9","RGF96M10","RGF96M11","RGF96M12","RGF97M1","RGF97M2","RGF97M3","RGF97M4","RGF97M5","RGF97M6","RGF97M7","RGF97M8","RGF97M9","RGF97M10","RGF97M11","RGF97M12","RGF98M1","RGF98M2","RGF98M3","RGF98M4","RGF98M5","RGF98M6","RGF98M7","RGF98M8","RGF98M9","RGF98M10","RGF98M11","RGF98M12","RGF99M1","RGF99M2","RGF99M3","RGF99M4","RGF99M5","RGF99M6","RGF99M7","RGF99M8","RGF99M9","RGF99M10","RGF99M11","RGF99M12"
"1959:Q3","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","220.6","265.9","265.9","265.9","265.9","265.9","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","365.6","#N/A","382.4232"
"1959:Q4","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","263.6","263.6","263.6","263.6","263.6","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","262.8","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","#N/A","378.2242"
"1960:Q1","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","255.8","255.8","255.8","255.8","255.8","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","#N/A","361.0564"
"1960:Q2","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","220.4","259.2","259.2","259.2","259.2","259.2","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","257.3","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","347.1","#N/A","362.9167"
"1960:Q3","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","221.8","262.0","262.0","262.0","262.0","262.0","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","351.1","#N/A","367.0625"
"1960:Q4","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","223.2","268.3","268.3","268.3","268.3","268.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","#N/A","370.8362"
"1961:Q1","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","266.2","266.2","266.2","266.2","266.2","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","#N/A","369.1354"
"1961:Q2","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","230.8","271.1","271.1","271.1","271.1","271.1","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","360.6","#N/A","377.427"
"1961:Q3","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","270.9","270.9","270.9","270.9","270.9","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","269.7","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","364.9","#N/A","381.5196"
"1961:Q4","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","240.7","279.5","279.5","279.5","279.5","279.5","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","278.6","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","373.0","#N/A","390.1301"
"1962:Q1","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","248.7","288.9","288.9","288.9","288.9","288.9","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","286.8","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","386.2","#N/A","404.0026"
"1962:Q2","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","290.9","290.9","290.9","290.9","290.9","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","391.7","#N/A","409.9555"
"1962:Q3","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","250.9","289.3","289.3","289.3","289.3","289.3","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","288.1","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","397.0","#N/A","414.9517"
"1962:Q4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","286.9","286.9","286.9","286.9","286.9","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","#N/A","414.9517"
"1963:Q1","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","285.9","285.9","285.9","285.9","285.9","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","#N/A","405.2251"
"1963:Q2","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","289.5","289.5","289.5","289.5","289.5","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","#N/A","406.5538"
"1963:Q3","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","291.5","291.5","291.5","291.5","291.5","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","#N/A","419.0975"
"1963:Q4","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","285.4","285.4","285.4","285.4","285.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","#N/A","408.2547"
"1964:Q1","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","289.2","289.2","289.2","289.2","289.2","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","#N/A","407.298"
"1964:Q2","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","288.4","288.4","288.4","288.4","288.4","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","#N/A","409.2114"
"1964:Q3","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","282.9","282.9","282.9","282.9","282.9","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","#N/A","399.3253"
"1964:Q4","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","277.4","277.4","277.4","277.4","277.4","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","#N/A","395.5515"
"1965:Q1","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","272.6","272.6","272.6","272.6","272.6","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","#N/A","391.8309"
"1965:Q2","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","278.9","278.9","278.9","278.9","278.9","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","#N/A","398.3154"
"1965:Q3","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","285.2","285.2","285.2","285.2","285.2","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","#N/A","406.607"
"1965:Q4","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","303.4","303.4","303.4","303.4","303.4","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","#N/A","417.5561"
