"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1969:Q3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0","1032.0"
"1969:Q4","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1004.5","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7","1040.7"
"1970:Q1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1017.1","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5","1053.5"
"1970:Q2","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1033.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1","1070.1"
"1970:Q3","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1050.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5","1088.5"
"1970:Q4","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1052.7","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5","1091.5"
"1971:Q1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1098.1","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8","1137.8"
"1971:Q2","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1118.8","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4","1159.4"
"1971:Q3","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1139.1","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3","1180.3"
"1971:Q4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1151.4","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6","1193.6"
"1972:Q1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1190.1","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8","1233.8"
"1972:Q2","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1225.6","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1","1270.1"
"1972:Q3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1249.3","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8","1293.8"
"1972:Q4","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1286.6","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0","1332.0"
"1973:Q1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1335.1","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7","1380.7"
"1973:Q2","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1371.5","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6","1417.6"
"1973:Q3","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1390.7","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8","1436.8"
"1973:Q4","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1431.8","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1","1479.1"
"1974:Q1","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1446.5","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7","1494.7"
"1974:Q2","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1484.8","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2","1534.2"
"1974:Q3","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1513.7","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4","1563.4"
"1974:Q4","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1552.8","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0","1603.0"
"1975:Q1","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1569.4","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6","1619.6"
"1975:Q2","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4","1656.4"
"1975:Q3","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1662.4","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8","1713.8"
"1975:Q4","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1713.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9","1765.9"
"1976:Q1","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1771.9","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5","1824.5"
"1976:Q2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1804.2","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9","1856.9"
"1976:Q3","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1837.7","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5","1890.5"
"1976:Q4","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4","1938.4"
"1977:Q1","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1938.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5","1992.5"
"1977:Q2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2005.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2"
"1977:Q3","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2066.0","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4","2122.4"
"1977:Q4","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2110.8","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7","2168.7"
"1978:Q1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2149.1","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7","2208.7"
"1978:Q2","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2274.7","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6","2336.6"
