"DATE","RNX90M1","RNX90M2","RNX90M3","RNX90M4","RNX90M5","RNX90M6","RNX90M7","RNX90M8","RNX90M9","RNX90M10","RNX90M11","RNX90M12","RNX91M1","RNX91M2","RNX91M3","RNX91M4","RNX91M5","RNX91M6","RNX91M7","RNX91M8","RNX91M9","RNX91M10","RNX91M11","RNX91M12","RNX92M1","RNX92M2","RNX92M3","RNX92M4","RNX92M5","RNX92M6","RNX92M7","RNX92M8","RNX92M9","RNX92M10","RNX92M11","RNX92M12","RNX93M1","RNX93M2","RNX93M3","RNX93M4","RNX93M5","RNX93M6","RNX93M7","RNX93M8","RNX93M9","RNX93M10","RNX93M11","RNX93M12","RNX94M1","RNX94M2","RNX94M3","RNX94M4","RNX94M5","RNX94M6","RNX94M7","RNX94M8","RNX94M9","RNX94M10","RNX94M11","RNX94M12","RNX95M1","RNX95M2","RNX95M3","RNX95M4","RNX95M5","RNX95M6","RNX95M7","RNX95M8","RNX95M9","RNX95M10","RNX95M11","RNX95M12","RNX96M1","RNX96M2","RNX96M3","RNX96M4","RNX96M5","RNX96M6","RNX96M7","RNX96M8","RNX96M9","RNX96M10","RNX96M11","RNX96M12","RNX97M1","RNX97M2","RNX97M3","RNX97M4","RNX97M5","RNX97M6","RNX97M7","RNX97M8","RNX97M9","RNX97M10","RNX97M11","RNX97M12","RNX98M1","RNX98M2","RNX98M3","RNX98M4","RNX98M5","RNX98M6","RNX98M7","RNX98M8","RNX98M9","RNX98M10","RNX98M11","RNX98M12","RNX99M1","RNX99M2","RNX99M3","RNX99M4","RNX99M5","RNX99M6","RNX99M7","RNX99M8","RNX99M9","RNX99M10","RNX99M11","RNX99M12"
"1962:Q1","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-26.9","-26.9"
"1962:Q2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6"
"1962:Q3","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-6.5","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4"
"1962:Q4","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.1","-30.1"
"1963:Q1","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-6.6","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-10.4","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0"
"1963:Q2","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-1.4","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-5.2","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.3","-21.3"
"1963:Q3","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-2.6","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-6.1","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7"
"1963:Q4","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-1.6","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7","-18.7"
"1964:Q1","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","9.7","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","4.6","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8","-12.8"
"1964:Q2","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5","-16.5"
"1964:Q3","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6"
"1964:Q4","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.6","-17.8","-17.8"
"1965:Q1","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-3.0","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9"
"1965:Q2","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-0.4","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-5.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0","-26.0"
"1965:Q3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-4.3","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-7.8","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7","-28.7"
"1965:Q4","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-3.2","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-5.3","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.8","-27.7","-27.7"
"1966:Q1","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-7.9","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-11.4","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.2","-33.3","-33.3"
"1966:Q2","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-16.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0","-38.0"
"1966:Q3","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-18.2","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.3","-46.2","-46.2"
"1966:Q4","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-17.2","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-45.9","-46.0","-46.0"
"1967:Q1","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-15.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6","-46.6"
"1967:Q2","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-21.1","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8","-46.8"
