"DATE","RNX90M1","RNX90M2","RNX90M3","RNX90M4","RNX90M5","RNX90M6","RNX90M7","RNX90M8","RNX90M9","RNX90M10","RNX90M11","RNX90M12","RNX91M1","RNX91M2","RNX91M3","RNX91M4","RNX91M5","RNX91M6","RNX91M7","RNX91M8","RNX91M9","RNX91M10","RNX91M11","RNX91M12","RNX92M1","RNX92M2","RNX92M3","RNX92M4","RNX92M5","RNX92M6","RNX92M7","RNX92M8","RNX92M9","RNX92M10","RNX92M11","RNX92M12","RNX93M1","RNX93M2","RNX93M3","RNX93M4","RNX93M5","RNX93M6","RNX93M7","RNX93M8","RNX93M9","RNX93M10","RNX93M11","RNX93M12","RNX94M1","RNX94M2","RNX94M3","RNX94M4","RNX94M5","RNX94M6","RNX94M7","RNX94M8","RNX94M9","RNX94M10","RNX94M11","RNX94M12","RNX95M1","RNX95M2","RNX95M3","RNX95M4","RNX95M5","RNX95M6","RNX95M7","RNX95M8","RNX95M9","RNX95M10","RNX95M11","RNX95M12","RNX96M1","RNX96M2","RNX96M3","RNX96M4","RNX96M5","RNX96M6","RNX96M7","RNX96M8","RNX96M9","RNX96M10","RNX96M11","RNX96M12","RNX97M1","RNX97M2","RNX97M3","RNX97M4","RNX97M5","RNX97M6","RNX97M7","RNX97M8","RNX97M9","RNX97M10","RNX97M11","RNX97M12","RNX98M1","RNX98M2","RNX98M3","RNX98M4","RNX98M5","RNX98M6","RNX98M7","RNX98M8","RNX98M9","RNX98M10","RNX98M11","RNX98M12","RNX99M1","RNX99M2","RNX99M3","RNX99M4","RNX99M5","RNX99M6","RNX99M7","RNX99M8","RNX99M9","RNX99M10","RNX99M11","RNX99M12"
"1983:Q4","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-46.2","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-83.7","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-90.8","-93.0","-93.0"
"1984:Q1","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-68.6","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-108.4","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-115.5","-118.2","-118.2"
"1984:Q2","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-87.3","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-121.0","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-125.5","-128.7","-128.7"
"1984:Q3","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-85.5","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-127.2","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-130.5","-133.3","-133.3"
"1984:Q4","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-94.8","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-131.4","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-137.7","-140.6","-140.6"
"1985:Q1","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-81.4","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.1","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-127.3","-130.1","-130.1"
"1985:Q2","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-102.4","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-149.2","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-151.6","-154.7","-154.7"
"1985:Q3","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-107.9","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-149.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-152.6","-154.8","-154.8"
"1985:Q4","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-125.3","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-155.4","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-160.0","-163.9","-163.9"
"1986:Q1","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-110.0","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-143.1","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-149.7","-153.3","-153.3"
"1986:Q2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-131.2","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-157.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-167.1","-170.6","-170.6"
"1986:Q3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-142.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-164.3","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-173.9","-176.7","-176.7"
"1986:Q4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-135.4","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-156.0","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-164.9","-167.2","-167.2"
"1987:Q1","-118.2","-118.2","-118.2","-118.2","-118.2","-118.2","-118.2","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-121.4","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-150.0","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-161.2","-162.8","-162.8"
"1987:Q2","-115.9","-115.9","-115.9","-115.9","-115.9","-115.9","-115.9","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-118.1","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-146.3","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.2","-160.9","-160.9"
"1987:Q3","-118.9","-118.9","-118.9","-118.9","-118.9","-118.9","-118.9","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-123.2","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-139.8","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-152.2","-154.5","-154.5"
"1987:Q4","-109.8","-109.8","-109.8","-109.8","-109.8","-109.8","-109.8","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-111.3","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-136.0","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-151.3","-152.1","-152.1"
"1988:Q1","-78.2","-78.2","-78.2","-78.2","-78.2","-78.2","-78.2","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-77.3","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-113.4","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.9","-125.4","-125.4"
"1988:Q2","-72.6","-72.6","-72.6","-72.6","-72.6","-72.6","-72.6","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-72.2","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-98.1","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-106.9","-105.7","-105.7"
"1988:Q3","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-74.9","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-78.5","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-101.9","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.6","-110.2","-110.2"
"1988:Q4","-73.8","-73.8","-73.8","-73.8","-73.8","-73.8","-73.8","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-75.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-102.7","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-114.3","-112.6","-112.6"
