"DATE","RNX10M1","RNX10M2","RNX10M3","RNX10M4","RNX10M5","RNX10M6","RNX10M7","RNX10M8","RNX10M9","RNX10M10","RNX10M11","RNX10M12","RNX11M1","RNX11M2","RNX11M3","RNX11M4","RNX11M5","RNX11M6","RNX11M7","RNX11M8","RNX11M9","RNX11M10","RNX11M11","RNX11M12","RNX12M1","RNX12M2","RNX12M3","RNX12M4","RNX12M5","RNX12M6","RNX12M7","RNX12M8","RNX12M9","RNX12M10","RNX12M11","RNX12M12","RNX13M1","RNX13M2","RNX13M3","RNX13M4","RNX13M5","RNX13M6","RNX13M7","RNX13M8","RNX13M9","RNX13M10","RNX13M11","RNX13M12","RNX14M1","RNX14M2","RNX14M3","RNX14M4","RNX14M5","RNX14M6","RNX14M7","RNX14M8","RNX14M9","RNX14M10","RNX14M11","RNX14M12","RNX15M1","RNX15M2","RNX15M3","RNX15M4","RNX15M5","RNX15M6","RNX15M7","RNX15M8","RNX15M9","RNX15M10","RNX15M11"
"1956:Q4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.4","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-4.5","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.8","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1","-5.1"
"1957:Q1","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-6.0","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-7.5","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9","-6.9"
"1957:Q2","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-9.5","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-11.2","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6","-10.6"
"1957:Q3","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.9","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3","-11.3"
"1957:Q4","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.1","-13.1","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4","-14.4"
"1958:Q1","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-22.8","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-25.4","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9"
"1958:Q2","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.7","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0","-29.0"
"1958:Q3","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.5","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0","-27.0"
"1958:Q4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-30.4","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.5","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0","-33.0"
"1959:Q1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-28.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-31.1","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5","-30.5"
"1959:Q2","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-30.7","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-34.0","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3","-33.3"
"1959:Q3","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-29.1","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-32.3","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7","-31.7"
"1959:Q4","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.5","-28.4","-28.4","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.6","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0","-31.0"
"1960:Q1","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.9","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3","-24.3"
"1960:Q2","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.0","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-17.1","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-19.5","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8","-18.8"
"1960:Q3","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.2","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8"
"1960:Q4","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-8.7","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-10.5","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9","-9.9"
"1961:Q1","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-8.9","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1","-10.1"
"1961:Q2","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-11.6","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.5","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0","-13.0"
"1961:Q3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.3","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-19.4","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.9","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3","-21.3"
"1961:Q4","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-19.1","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.7","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0","-21.0"
"1962:Q1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.1","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-23.0","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3","-25.3"
"1962:Q2","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-16.1","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8","-17.8"
"1962:Q3","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-23.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2","-26.2"
"1962:Q4","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-27.6","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.8","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2","-30.2"
"1963:Q1","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.2","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-22.3","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4","-24.4"
"1963:Q2","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.1","-13.0","-13.0","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-15.4","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6","-14.6"
"1963:Q3","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-22.6","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-25.5","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8","-24.8"
"1963:Q4","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-16.6","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-19.2","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5"
"1964:Q1","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-9.4","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-11.5","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7","-10.7"
"1964:Q2","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-10.3","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-12.5","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7","-11.7"
"1964:Q3","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-14.9","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-17.4","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7"
"1964:Q4","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-15.0","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-17.5","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7","-16.7"
"1965:Q1","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.7","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-23.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-26.6","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9","-25.9"
"1965:Q2","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.5","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-18.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-21.4","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5","-20.5"
"1965:Q3","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.9","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-26.8","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-30.3","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5","-29.5"
"1965:Q4","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-25.1","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-28.6","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7","-27.7"
