"DATE","IPM80M1","IPM80M2","IPM80M3","IPM80M4","IPM80M5","IPM80M6","IPM80M7","IPM80M8","IPM80M9","IPM80M10","IPM80M11","IPM80M12","IPM81M1","IPM81M2","IPM81M3","IPM81M4","IPM81M5","IPM81M6","IPM81M7","IPM81M8","IPM81M9","IPM81M10","IPM81M11","IPM81M12","IPM82M1","IPM82M2","IPM82M3","IPM82M4","IPM82M5","IPM82M6","IPM82M7","IPM82M8","IPM82M9","IPM82M10","IPM82M11","IPM82M12","IPM83M1","IPM83M2","IPM83M3","IPM83M4","IPM83M5","IPM83M6","IPM83M7","IPM83M8","IPM83M9","IPM83M10","IPM83M11","IPM83M12","IPM84M1","IPM84M2","IPM84M3","IPM84M4","IPM84M5","IPM84M6","IPM84M7","IPM84M8","IPM84M9","IPM84M10","IPM84M11","IPM84M12","IPM85M1","IPM85M2","IPM85M3","IPM85M4","IPM85M5","IPM85M6","IPM85M7","IPM85M8","IPM85M9","IPM85M10","IPM85M11","IPM85M12","IPM86M1","IPM86M2","IPM86M3","IPM86M4","IPM86M5","IPM86M6","IPM86M7","IPM86M8","IPM86M9","IPM86M10","IPM86M11","IPM86M12","IPM87M1","IPM87M2","IPM87M3","IPM87M4","IPM87M5","IPM87M6","IPM87M7","IPM87M8","IPM87M9","IPM87M10","IPM87M11","IPM87M12","IPM88M1","IPM88M2","IPM88M3","IPM88M4","IPM88M5","IPM88M6","IPM88M7","IPM88M8","IPM88M9","IPM88M10","IPM88M11","IPM88M12","IPM89M1","IPM89M2","IPM89M3","IPM89M4","IPM89M5","IPM89M6","IPM89M7","IPM89M8","IPM89M9","IPM89M10","IPM89M11","IPM89M12"
"1972:05","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3","85.3"
"1972:06","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","117.9","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6"
"1972:07","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","118.3","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6"
"1972:08","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","119.9","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8","86.8"
"1972:09","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6","87.6"
"1972:10","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","122.7","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0"
"1972:11","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","124.0","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1","90.1"
"1972:12","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1","91.1"
"1973:01","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","125.7","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3","91.3"
"1973:02","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","127.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6","92.6"
"1973:03","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8"
"1973:04","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","128.3","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1"
"1973:05","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4","93.4"
"1973:06","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1","94.1"
"1973:07","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","130.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6","94.6"
"1973:08","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7"
"1973:09","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2","95.2"
"1973:10","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","131.6","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8"
"1973:11","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0"
"1973:12","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","131.9","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2"
"1974:01","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","130.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1"
"1974:02","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","129.8","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7","92.7"
"1974:03","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","130.4","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1","93.1"
"1974:04","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","130.3","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8","92.8"
"1974:05","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","131.5","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9","93.9"
"1974:06","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","132.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2","94.2"
"1974:07","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","132.1","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7","93.7"
