"DATE","IPT70M1","IPT70M2","IPT70M3","IPT70M4","IPT70M5","IPT70M6","IPT70M7","IPT70M8","IPT70M9","IPT70M10","IPT70M11","IPT70M12","IPT71M1","IPT71M2","IPT71M3","IPT71M4","IPT71M5","IPT71M6","IPT71M7","IPT71M8","IPT71M9","IPT71M10","IPT71M11","IPT71M12","IPT72M1","IPT72M2","IPT72M3","IPT72M4","IPT72M5","IPT72M6","IPT72M7","IPT72M8","IPT72M9","IPT72M10","IPT72M11","IPT72M12","IPT73M1","IPT73M2","IPT73M3","IPT73M4","IPT73M5","IPT73M6","IPT73M7","IPT73M8","IPT73M9","IPT73M10","IPT73M11","IPT73M12","IPT74M1","IPT74M2","IPT74M3","IPT74M4","IPT74M5","IPT74M6","IPT74M7","IPT74M8","IPT74M9","IPT74M10","IPT74M11","IPT74M12","IPT75M1","IPT75M2","IPT75M3","IPT75M4","IPT75M5","IPT75M6","IPT75M7","IPT75M8","IPT75M9","IPT75M10","IPT75M11","IPT75M12","IPT76M1","IPT76M2","IPT76M3","IPT76M4","IPT76M5","IPT76M6","IPT76M7","IPT76M8","IPT76M9","IPT76M10","IPT76M11","IPT76M12","IPT77M1","IPT77M2","IPT77M3","IPT77M4","IPT77M5","IPT77M6","IPT77M7","IPT77M8","IPT77M9","IPT77M10","IPT77M11","IPT77M12","IPT78M1","IPT78M2","IPT78M3","IPT78M4","IPT78M5","IPT78M6","IPT78M7","IPT78M8","IPT78M9","IPT78M10","IPT78M11","IPT78M12","IPT79M1","IPT79M2","IPT79M3","IPT79M4","IPT79M5","IPT79M6","IPT79M7","IPT79M8","IPT79M9","IPT79M10","IPT79M11","IPT79M12"
"1971:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","167.3","167.3","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1"
"1971:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","167.9","106.9","107.0","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.2","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6","109.6"
"1971:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.0","106.0","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.1","106.8","106.8","106.8","106.8","106.8","106.8","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","106.7","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8"
"1971:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.1","104.8","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.3","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","105.6","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9","108.9"
"1971:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.3","106.1","106.2","106.2","106.2","106.2","106.2","106.2","106.2","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","107.1","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3"
"1971:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.3","106.2","106.4","106.4","106.4","106.4","106.4","106.4","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9"
"1971:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","107.4","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3","111.3"
"1971:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.8","107.6","107.6","107.6","107.6","107.6","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","108.1","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3"
"1972:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.9","108.2","108.2","108.4","108.4","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6"
"1972:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.0","108.9","109.2","109.4","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3"
"1972:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.6","109.8","110.0","110.9","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","111.6","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5","116.5"
"1972:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.9","111.1","112.1","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","112.8","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7","117.7"
"1972:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","111.6","112.4","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1"
"1972:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.7","113.3","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","113.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7","118.7"
"1972:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.6","113.7","113.7","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3","119.3"
"1972:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.3","114.5","115.0","115.0","115.0","115.0","115.1","115.1","115.1","115.1","115.1","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7"
"1972:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.2","115.7","116.1","116.1","116.1","116.1","116.1","116.1","116.1","116.1","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8"
"1972:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.7","117.2","117.3","117.5","117.5","117.5","117.5","117.5","117.5","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","119.2","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4"
"1972:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","118.5","118.4","118.5","118.5","118.5","118.5","118.5","118.5","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","120.2","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4","124.4"
"1972:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.3","119.2","119.2","119.2","119.2","119.2","119.2","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8","125.8"
"1973:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.8","119.9","119.9","119.9","120.0","120.0","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","122.2","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3","126.3"
"1973:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","120.8","120.9","121.1","121.1","121.1","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8","127.8"
"1973:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","121.7","121.8","122.0","122.0","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","123.7","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5"
"1973:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","123.0","122.8","122.7","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","124.1","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5"
"1973:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","123.4","123.5","124.8","124.8","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6","129.6"
