"DATE","RCOND90M1","RCOND90M2","RCOND90M3","RCOND90M4","RCOND90M5","RCOND90M6","RCOND90M7","RCOND90M8","RCOND90M9","RCOND90M10","RCOND90M11","RCOND90M12","RCOND91M1","RCOND91M2","RCOND91M3","RCOND91M4","RCOND91M5","RCOND91M6","RCOND91M7","RCOND91M8","RCOND91M9","RCOND91M10","RCOND91M11","RCOND91M12","RCOND92M1","RCOND92M2","RCOND92M3","RCOND92M4","RCOND92M5","RCOND92M6","RCOND92M7","RCOND92M8","RCOND92M9","RCOND92M10","RCOND92M11","RCOND92M12","RCOND93M1","RCOND93M2","RCOND93M3","RCOND93M4","RCOND93M5","RCOND93M6","RCOND93M7","RCOND93M8","RCOND93M9","RCOND93M10","RCOND93M11","RCOND93M12","RCOND94M1","RCOND94M2","RCOND94M3","RCOND94M4","RCOND94M5","RCOND94M6","RCOND94M7","RCOND94M8","RCOND94M9","RCOND94M10","RCOND94M11","RCOND94M12","RCOND95M1","RCOND95M2","RCOND95M3","RCOND95M4","RCOND95M5","RCOND95M6","RCOND95M7","RCOND95M8","RCOND95M9","RCOND95M10","RCOND95M11","RCOND95M12","RCOND96M1","RCOND96M2","RCOND96M3","RCOND96M4","RCOND96M5","RCOND96M6","RCOND96M7","RCOND96M8","RCOND96M9","RCOND96M10","RCOND96M11","RCOND96M12","RCOND97M1","RCOND97M2","RCOND97M3","RCOND97M4","RCOND97M5","RCOND97M6","RCOND97M7","RCOND97M8","RCOND97M9","RCOND97M10","RCOND97M11","RCOND97M12","RCOND98M1","RCOND98M2","RCOND98M3","RCOND98M4","RCOND98M5","RCOND98M6","RCOND98M7","RCOND98M8","RCOND98M9","RCOND98M10","RCOND98M11","RCOND98M12","RCOND99M1","RCOND99M2","RCOND99M3","RCOND99M4","RCOND99M5","RCOND99M6","RCOND99M7","RCOND99M8","RCOND99M9","RCOND99M10","RCOND99M11","RCOND99M12"
"1962:Q1","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","116.7","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","109.1","#N/A","107.6"
"1962:Q2","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","119.1","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","#N/A","110.4"
"1962:Q3","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","103.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","113.0","#N/A","111.3"
"1962:Q4","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","106.8","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","125.0","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","118.2","#N/A","116.5"
"1963:Q1","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","109.2","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","#N/A","119.0"
"1963:Q2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","111.2","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","129.7","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","123.4","#N/A","121.8"
"1963:Q3","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","112.9","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","131.3","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","124.9","#N/A","123.2"
"1963:Q4","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","127.0","#N/A","125.2"
"1964:Q1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","118.1","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","137.8","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","#N/A","130.0"
"1964:Q2","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","120.7","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","140.6","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","135.3","#N/A","133.4"
"1964:Q3","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","124.2","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","#N/A","137.8"
"1964:Q4","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","139.4","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","135.2","#N/A","133.2"
"1965:Q1","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","130.7","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1","#N/A","146.0"
"1965:Q2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","#N/A","146.4"
"1965:Q3","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","135.9","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","157.3","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","153.7","#N/A","151.6"
"1965:Q4","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","160.3","#N/A","158.1"
"1966:Q1","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","147.3","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","#N/A","165.7"
"1966:Q2","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","162.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","161.0","#N/A","158.8"
"1966:Q3","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","144.8","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.3","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","#N/A","164.2"
"1966:Q4","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","144.5","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","166.6","#N/A","164.3"
"1967:Q1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","142.1","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","162.8","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","#N/A","161.2"
"1967:Q2","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7","#N/A","168.3"
"1967:Q3","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","147.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","168.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","169.1","#N/A","166.7"
"1967:Q4","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","147.2","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","167.8","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","169.4","#N/A","167.0"
"1968:Q1","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","155.8","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","178.2","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","180.1","#N/A","177.7"
"1968:Q2","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","182.0","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","183.6","#N/A","181.1"
