"DATE","NOUTPUT80M1","NOUTPUT80M2","NOUTPUT80M3","NOUTPUT80M4","NOUTPUT80M5","NOUTPUT80M6","NOUTPUT80M7","NOUTPUT80M8","NOUTPUT80M9","NOUTPUT80M10","NOUTPUT80M11","NOUTPUT80M12","NOUTPUT81M1","NOUTPUT81M2","NOUTPUT81M3","NOUTPUT81M4","NOUTPUT81M5","NOUTPUT81M6","NOUTPUT81M7","NOUTPUT81M8","NOUTPUT81M9","NOUTPUT81M10","NOUTPUT81M11","NOUTPUT81M12","NOUTPUT82M1","NOUTPUT82M2","NOUTPUT82M3","NOUTPUT82M4","NOUTPUT82M5","NOUTPUT82M6","NOUTPUT82M7","NOUTPUT82M8","NOUTPUT82M9","NOUTPUT82M10","NOUTPUT82M11","NOUTPUT82M12","NOUTPUT83M1","NOUTPUT83M2","NOUTPUT83M3","NOUTPUT83M4","NOUTPUT83M5","NOUTPUT83M6","NOUTPUT83M7","NOUTPUT83M8","NOUTPUT83M9","NOUTPUT83M10","NOUTPUT83M11","NOUTPUT83M12","NOUTPUT84M1","NOUTPUT84M2","NOUTPUT84M3","NOUTPUT84M4","NOUTPUT84M5","NOUTPUT84M6","NOUTPUT84M7","NOUTPUT84M8","NOUTPUT84M9","NOUTPUT84M10","NOUTPUT84M11","NOUTPUT84M12","NOUTPUT85M1","NOUTPUT85M2","NOUTPUT85M3","NOUTPUT85M4","NOUTPUT85M5","NOUTPUT85M6","NOUTPUT85M7","NOUTPUT85M8","NOUTPUT85M9","NOUTPUT85M10","NOUTPUT85M11","NOUTPUT85M12","NOUTPUT86M1","NOUTPUT86M2","NOUTPUT86M3","NOUTPUT86M4","NOUTPUT86M5","NOUTPUT86M6","NOUTPUT86M7","NOUTPUT86M8","NOUTPUT86M9","NOUTPUT86M10","NOUTPUT86M11","NOUTPUT86M12","NOUTPUT87M1","NOUTPUT87M2","NOUTPUT87M3","NOUTPUT87M4","NOUTPUT87M5","NOUTPUT87M6","NOUTPUT87M7","NOUTPUT87M8","NOUTPUT87M9","NOUTPUT87M10","NOUTPUT87M11","NOUTPUT87M12","NOUTPUT88M1","NOUTPUT88M2","NOUTPUT88M3","NOUTPUT88M4","NOUTPUT88M5","NOUTPUT88M6","NOUTPUT88M7","NOUTPUT88M8","NOUTPUT88M9","NOUTPUT88M10","NOUTPUT88M11","NOUTPUT88M12","NOUTPUT89M1","NOUTPUT89M2","NOUTPUT89M3","NOUTPUT89M4","NOUTPUT89M5","NOUTPUT89M6","NOUTPUT89M7","NOUTPUT89M8","NOUTPUT89M9","NOUTPUT89M10","NOUTPUT89M11","NOUTPUT89M12"
"1947:Q1","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","225.1","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5","227.5"
"1947:Q2","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.1","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","229.3","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5"
"1947:Q3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9","235.9"
"1947:Q4","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","243.6","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1","246.1"
"1948:Q1","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","249.6","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","250.0","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4"
"1948:Q2","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","257.5","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7","259.7"
"1948:Q3","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.0","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","264.5","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6","266.6"
"1948:Q4","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","265.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9","267.9"
"1949:Q1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.1","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","260.5","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7"
"1949:Q2","256.6","256.6","256.6","256.6","256.6","256.6","256.6","256.6","256.6","256.6","256.6","256.6","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","257.0","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2","259.2"
