"DATE","NOUTPUT80M1","NOUTPUT80M2","NOUTPUT80M3","NOUTPUT80M4","NOUTPUT80M5","NOUTPUT80M6","NOUTPUT80M7","NOUTPUT80M8","NOUTPUT80M9","NOUTPUT80M10","NOUTPUT80M11","NOUTPUT80M12","NOUTPUT81M1","NOUTPUT81M2","NOUTPUT81M3","NOUTPUT81M4","NOUTPUT81M5","NOUTPUT81M6","NOUTPUT81M7","NOUTPUT81M8","NOUTPUT81M9","NOUTPUT81M10","NOUTPUT81M11","NOUTPUT81M12","NOUTPUT82M1","NOUTPUT82M2","NOUTPUT82M3","NOUTPUT82M4","NOUTPUT82M5","NOUTPUT82M6","NOUTPUT82M7","NOUTPUT82M8","NOUTPUT82M9","NOUTPUT82M10","NOUTPUT82M11","NOUTPUT82M12","NOUTPUT83M1","NOUTPUT83M2","NOUTPUT83M3","NOUTPUT83M4","NOUTPUT83M5","NOUTPUT83M6","NOUTPUT83M7","NOUTPUT83M8","NOUTPUT83M9","NOUTPUT83M10","NOUTPUT83M11","NOUTPUT83M12","NOUTPUT84M1","NOUTPUT84M2","NOUTPUT84M3","NOUTPUT84M4","NOUTPUT84M5","NOUTPUT84M6","NOUTPUT84M7","NOUTPUT84M8","NOUTPUT84M9","NOUTPUT84M10","NOUTPUT84M11","NOUTPUT84M12","NOUTPUT85M1","NOUTPUT85M2","NOUTPUT85M3","NOUTPUT85M4","NOUTPUT85M5","NOUTPUT85M6","NOUTPUT85M7","NOUTPUT85M8","NOUTPUT85M9","NOUTPUT85M10","NOUTPUT85M11","NOUTPUT85M12","NOUTPUT86M1","NOUTPUT86M2","NOUTPUT86M3","NOUTPUT86M4","NOUTPUT86M5","NOUTPUT86M6","NOUTPUT86M7","NOUTPUT86M8","NOUTPUT86M9","NOUTPUT86M10","NOUTPUT86M11","NOUTPUT86M12","NOUTPUT87M1","NOUTPUT87M2","NOUTPUT87M3","NOUTPUT87M4","NOUTPUT87M5","NOUTPUT87M6","NOUTPUT87M7","NOUTPUT87M8","NOUTPUT87M9","NOUTPUT87M10","NOUTPUT87M11","NOUTPUT87M12","NOUTPUT88M1","NOUTPUT88M2","NOUTPUT88M3","NOUTPUT88M4","NOUTPUT88M5","NOUTPUT88M6","NOUTPUT88M7","NOUTPUT88M8","NOUTPUT88M9","NOUTPUT88M10","NOUTPUT88M11","NOUTPUT88M12","NOUTPUT89M1","NOUTPUT89M2","NOUTPUT89M3","NOUTPUT89M4","NOUTPUT89M5","NOUTPUT89M6","NOUTPUT89M7","NOUTPUT89M8","NOUTPUT89M9","NOUTPUT89M10","NOUTPUT89M11","NOUTPUT89M12"
"1949:Q3","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","258.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9"
"1949:Q4","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","256.8","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6"
"1950:Q1","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.4","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","267.6","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3"
"1950:Q2","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","277.1","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9"
"1950:Q3","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","294.8","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7"
"1950:Q4","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","306.3","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1"
"1951:Q1","319.9","319.9","319.9","319.9","319.9","319.9","319.9","319.9","319.9","319.9","319.9","319.9","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","320.4","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9"
"1951:Q2","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","327.7","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9"
"1951:Q3","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","334.4","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","335.0","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7"
"1951:Q4","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","338.5","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","339.2","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1"
"1952:Q1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.1","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2"
"1952:Q2","341.3","341.3","341.3","341.3","341.3","341.3","341.3","341.3","341.3","341.3","341.3","341.3","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7","345.7"
"1952:Q3","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.0","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","347.8","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6","351.6"
