"DATE","IPM10M1","IPM10M2","IPM10M3","IPM10M4","IPM10M5","IPM10M6","IPM10M7","IPM10M8","IPM10M9","IPM10M10","IPM10M11","IPM10M12","IPM11M1","IPM11M2","IPM11M3","IPM11M4","IPM11M5","IPM11M6","IPM11M7","IPM11M8","IPM11M9","IPM11M10","IPM11M11","IPM11M12","IPM12M1","IPM12M2","IPM12M3","IPM12M4","IPM12M5","IPM12M6","IPM12M7","IPM12M8","IPM12M9","IPM12M10","IPM12M11","IPM12M12","IPM13M1","IPM13M2","IPM13M3","IPM13M4","IPM13M5","IPM13M6","IPM13M7","IPM13M8","IPM13M9","IPM13M10","IPM13M11","IPM13M12","IPM14M1","IPM14M2","IPM14M3","IPM14M4","IPM14M5","IPM14M6","IPM14M7","IPM14M8","IPM14M9","IPM14M10","IPM14M11","IPM14M12","IPM15M1","IPM15M2","IPM15M3","IPM15M4","IPM15M5","IPM15M6","IPM15M7","IPM15M8","IPM15M9","IPM15M10","IPM15M11"
"1970:04","38.4","38.4","38.4","38.4","38.4","38.4","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","36.3","36.3","36.3","36.3"
"1970:05","38.3","38.3","38.3","38.3","38.3","38.3","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","36.2","36.2","36.2","36.2"
"1970:06","38.2","38.2","38.2","38.2","38.2","38.2","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","36.1","36.1","36.1","36.1"
"1970:07","38.3","38.3","38.3","38.3","38.3","38.3","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","36.2","36.2","36.2","36.2"
"1970:08","38.1","38.1","38.1","38.1","38.1","38.1","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","36.0","36.0","36.0","36.0"
"1970:09","37.7","37.7","37.7","37.7","37.7","37.7","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","35.7","35.7","35.7","35.7"
"1970:10","36.9","36.9","36.9","36.9","36.9","36.9","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","34.9","34.9","34.9","34.9"
"1970:11","36.7","36.7","36.7","36.7","36.7","36.7","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","34.7","34.7","34.7","34.7"
"1970:12","37.6","37.6","37.6","37.6","37.6","37.6","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","32.9","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","35.6","35.6","35.6","35.6"
"1971:01","37.9","37.9","37.9","37.9","37.9","37.9","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","35.9","35.9","35.9","35.9"
"1971:02","38.0","38.0","38.0","38.0","38.0","38.0","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","35.9","35.9","35.9","35.9"
"1971:03","37.9","37.9","37.9","37.9","37.9","37.9","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.1","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","35.8","35.8","35.8","35.8"
"1971:04","38.1","38.1","38.1","38.1","38.1","38.1","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","36.0","36.0","36.0","36.0"
"1971:05","38.3","38.3","38.3","38.3","38.3","38.3","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","36.2","36.2","36.2","36.2"
"1971:06","38.4","38.4","38.4","38.4","38.4","38.4","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.6","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","36.3","36.3","36.3","36.3"
"1971:07","38.5","38.5","38.5","38.5","38.5","38.5","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","33.8","36.4","36.4","36.4","36.4"
"1971:08","38.0","38.0","38.0","38.0","38.0","38.0","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.3","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","33.4","36.0","36.0","36.0","36.0"
"1971:09","38.8","38.8","38.8","38.8","38.8","38.8","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.0","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","36.7","36.7","36.7","36.7"
"1971:10","39.4","39.4","39.4","39.4","39.4","39.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","37.2","37.2","37.2","37.2"
"1971:11","39.5","39.5","39.5","39.5","39.5","39.5","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.6","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","37.4","37.4","37.4","37.4"
"1971:12","39.9","39.9","39.9","39.9","39.9","39.9","34.9","34.9","34.9","34.9","34.9","34.9","34.9","34.9","34.9","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","35.1","37.7","37.7","37.7","37.7"
"1972:01","40.9","40.9","40.9","40.9","40.9","40.9","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","35.9","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","38.7","38.7","38.7","38.7"
"1972:02","41.2","41.2","41.2","41.2","41.2","41.2","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.0","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.1","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","36.2","39.0","39.0","39.0","39.0"
"1972:03","41.5","41.5","41.5","41.5","41.5","41.5","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.3","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.4","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","36.5","39.3","39.3","39.3","39.3"
"1972:04","42.0","42.0","42.0","42.0","42.0","42.0","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.7","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","39.7","39.7","39.7","39.7"
"1972:05","42.1","42.1","42.1","42.1","42.1","42.1","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","39.8","39.8","39.8","39.8"
"1972:06","42.2","42.2","42.2","42.2","42.2","42.2","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","39.9","39.9","39.9","39.9"
"1972:07","42.3","42.3","42.3","42.3","42.3","42.3","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","36.9","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.0","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","37.1","39.9","39.9","39.9","39.9"
"1972:08","42.8","42.8","42.8","42.8","42.8","42.8","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.4","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.5","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","40.4","40.4","40.4","40.4"
"1972:09","43.1","43.1","43.1","43.1","43.1","43.1","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.7","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.8","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","37.9","40.7","40.7","40.7","40.7"
"1972:10","43.7","43.7","43.7","43.7","43.7","43.7","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.2","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","38.4","41.4","41.4","41.4","41.4"
"1972:11","44.3","44.3","44.3","44.3","44.3","44.3","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.7","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.8","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","41.9","41.9","41.9","41.9"
"1972:12","44.9","44.9","44.9","44.9","44.9","44.9","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.3","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","39.4","42.4","42.4","42.4","42.4"
"1973:01","45.2","45.2","45.2","45.2","45.2","45.2","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.6","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","39.7","42.7","42.7","42.7","42.7"
"1973:02","46.0","46.0","46.0","46.0","46.0","46.0","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","43.4","43.4","43.4","43.4"
"1973:03","46.0","46.0","46.0","46.0","46.0","46.0","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","43.5","43.5","43.5","43.5"
"1973:04","45.9","45.9","45.9","45.9","45.9","45.9","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.3","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","43.4","43.4","43.4","43.4"
"1973:05","46.2","46.2","46.2","46.2","46.2","46.2","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","43.7","43.7","43.7","43.7"
"1973:06","46.2","46.2","46.2","46.2","46.2","46.2","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.4","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","43.7","43.7","43.7","43.7"
"1973:07","46.4","46.4","46.4","46.4","46.4","46.4","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","43.9","43.9","43.9","43.9"
"1973:08","46.3","46.3","46.3","46.3","46.3","46.3","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.5","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.6","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","40.7","43.8","43.8","43.8","43.8"
"1973:09","46.7","46.7","46.7","46.7","46.7","46.7","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","40.9","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.1","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","41.0","44.1","44.1","44.1","44.1"
"1973:10","47.1","47.1","47.1","47.1","47.1","47.1","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","44.5","44.5","44.5","44.5"
"1973:11","47.5","47.5","47.5","47.5","47.5","47.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","44.9","44.9","44.9","44.9"
"1973:12","47.5","47.5","47.5","47.5","47.5","47.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.5","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.6","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7","44.9","44.9","44.9","44.9"
"1974:01","47.1","47.1","47.1","47.1","47.1","47.1","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.2","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","41.4","44.5","44.5","44.5","44.5"
